MAG	KO	gene	protein_id	score	score_type	threshold
coasm_bin.481	K02040	pstS	coasm_bin.481|EGDGHF_04361	277.8	domain	59.60
coasm_bin.481	K02654	pilD	coasm_bin.481|EGDGHF_04436	152.8	full	134.93
coasm_bin.481	K03841	fbp	coasm_bin.481|EGDGHF_04964	447.9	full	204.73
coasm_bin.481	K07636	phoR	coasm_bin.481|EGDGHF_02848	338.5	domain	329.53
coasm_bin.481	K07636	phoR	coasm_bin.481|EGDGHF_03007	367.9	domain	329.53
coasm_bin.481	K22468	ppk2	coasm_bin.481|EGDGHF_04544	449.2	domain	279.07
coasm_bin.55	K00023	phaB	coasm_bin.55|FCMEHI_02419	371.4	domain	332.13
coasm_bin.55	K00134	gapA	coasm_bin.55|FCMEHI_01021	588.8	full	403.30
coasm_bin.55	K00625	pta	coasm_bin.55|FCMEHI_03745	419.6	domain	390.43
coasm_bin.55	K00652	bioF	coasm_bin.55|FCMEHI_02875	548.9	domain	453.00
coasm_bin.55	K00688	glgP	coasm_bin.55|FCMEHI_02602	1218.7	domain	72.63
coasm_bin.55	K00700	glgB	coasm_bin.55|FCMEHI_01862	988.9	domain	287.03
coasm_bin.55	K00700	glgB	coasm_bin.55|FCMEHI_02128	1106.5	domain	287.03
coasm_bin.55	K00700	glgB	coasm_bin.55|FCMEHI_03142	1057.6	domain	287.03
coasm_bin.55	K00703	glgA	coasm_bin.55|FCMEHI_02835	606.4	domain	122.93
coasm_bin.55	K00705	malQ	coasm_bin.55|FCMEHI_01860	464.0	full	82.80
coasm_bin.55	K00768	cobT	coasm_bin.55|FCMEHI_01748	453.8	full	80.87
coasm_bin.55	K00833	bioA	coasm_bin.55|FCMEHI_02876	576.1	domain	430.53
coasm_bin.55	K00925	ackA	coasm_bin.55|FCMEHI_03746	532.7	full	173.57
coasm_bin.55	K00937	ppk1	coasm_bin.55|FCMEHI_00326	927.5	full	310.13
coasm_bin.55	K00937	ppk1	coasm_bin.55|FCMEHI_01657	995.1	full	310.13
coasm_bin.55	K00975	glgC	coasm_bin.55|FCMEHI_00987	452.3	full	189.93
coasm_bin.55	K00975	glgC	coasm_bin.55|FCMEHI_01861	524.8	full	189.93
coasm_bin.55	K01006	ppdk	coasm_bin.55|FCMEHI_03224	1349.7	domain	353.27
coasm_bin.55	K01012	bioB	coasm_bin.55|FCMEHI_02877	526.5	full	159.77
coasm_bin.55	K01185	lyz	coasm_bin.55|FCMEHI_02947	142.7	domain	72.03
coasm_bin.55	K01214	glgX	coasm_bin.55|FCMEHI_00988	1286.1	full	974.53
coasm_bin.55	K01214	glgX	coasm_bin.55|FCMEHI_01865	1209.7	full	974.53
coasm_bin.55	K01214	glgX	coasm_bin.55|FCMEHI_02868	1292.7	full	974.53
coasm_bin.55	K01596	pckA(GTP)	coasm_bin.55|FCMEHI_01637	1069.3	full	129.60
coasm_bin.55	K01720	prpD	coasm_bin.55|FCMEHI_00796	733.7	full	238.57
coasm_bin.55	K01847	mcm	coasm_bin.55|FCMEHI_02018	1222.8	full	716.47
coasm_bin.55	K01895	acs	coasm_bin.55|FCMEHI_00813	1131.9	domain	758.93
coasm_bin.55	K01908	prpE	coasm_bin.55|FCMEHI_03164	923.3	domain	759.70
coasm_bin.55	K01935	bioD	coasm_bin.55|FCMEHI_02873	253.1	full	122.67
coasm_bin.55	K02036	pstB	coasm_bin.55|FCMEHI_00328	421.0	domain	268.67
coasm_bin.55	K02036	pstB	coasm_bin.55|FCMEHI_01548	480.5	domain	268.67
coasm_bin.55	K02037	pstC	coasm_bin.55|FCMEHI_00330	302.9	domain	261.23
coasm_bin.55	K02037	pstC	coasm_bin.55|FCMEHI_01550	372.5	domain	261.23
coasm_bin.55	K02038	pstA	coasm_bin.55|FCMEHI_00329	288.2	domain	248.13
coasm_bin.55	K02038	pstA	coasm_bin.55|FCMEHI_01549	352.6	domain	248.13
coasm_bin.55	K02040	pstS	coasm_bin.55|FCMEHI_00331	221.9	domain	59.60
coasm_bin.55	K02040	pstS	coasm_bin.55|FCMEHI_01551	218.8	domain	59.60
coasm_bin.55	K02231	cobU	coasm_bin.55|FCMEHI_01749	240.6	domain	35.80
coasm_bin.55	K02232	cobQ	coasm_bin.55|FCMEHI_03696	830.4	full	251.17
coasm_bin.55	K02233	cobS	coasm_bin.55|FCMEHI_01746	220.1	full	32.73
coasm_bin.55	K02650	pilA	coasm_bin.55|FCMEHI_02159	119.8	full	84.30
coasm_bin.55	K02650	pilA	coasm_bin.55|FCMEHI_02161	120.2	full	84.30
coasm_bin.55	K02650	pilA	coasm_bin.55|FCMEHI_02162	118.5	full	84.30
coasm_bin.55	K02652	pilB	coasm_bin.55|FCMEHI_02223	740.3	full	692.57
coasm_bin.55	K02652	pilB	coasm_bin.55|FCMEHI_02298	753.1	full	692.57
coasm_bin.55	K02653	pilC	coasm_bin.55|FCMEHI_02299	513.2	full	442.53
coasm_bin.55	K02654	pilD	coasm_bin.55|FCMEHI_02300	320.2	full	134.93
coasm_bin.55	K02662	pilM	coasm_bin.55|FCMEHI_02452	289.4	domain	119.60
coasm_bin.55	K02663	pilN	coasm_bin.55|FCMEHI_02451	117.5	domain	66.13
coasm_bin.55	K02664	pilO	coasm_bin.55|FCMEHI_02450	186.3	full	66.67
coasm_bin.55	K02665	pilP	coasm_bin.55|FCMEHI_02449	179.1	domain	106.33
coasm_bin.55	K02666	pilQ	coasm_bin.55|FCMEHI_02448	720.8	full	452.70
coasm_bin.55	K02669	pilT	coasm_bin.55|FCMEHI_02749	545.2	full	468.20
coasm_bin.55	K02670	pilU	coasm_bin.55|FCMEHI_02397	611.9	domain	491.17
coasm_bin.55	K02670	pilU	coasm_bin.55|FCMEHI_02609	625.3	domain	491.17
coasm_bin.55	K02670	pilU	coasm_bin.55|FCMEHI_02986	566.6	domain	491.17
coasm_bin.55	K03559	exbD	coasm_bin.55|FCMEHI_01388	132.3	domain	29.70
coasm_bin.55	K03559	exbD	coasm_bin.55|FCMEHI_02908	113.7	domain	29.70
coasm_bin.55	K03561	exbB	coasm_bin.55|FCMEHI_01387	195.3	full	57.13
coasm_bin.55	K03561	exbB	coasm_bin.55|FCMEHI_02907	156.6	full	57.13
coasm_bin.55	K03821	phaC	coasm_bin.55|FCMEHI_01031	823.3	full	171.30
coasm_bin.55	K03821	phaC	coasm_bin.55|FCMEHI_01433	795.8	full	171.30
coasm_bin.55	K03832	tonB	coasm_bin.55|FCMEHI_03575	76.2	domain	34.90
coasm_bin.55	K07636	phoR	coasm_bin.55|FCMEHI_01966	347.1	domain	329.53
coasm_bin.55	K07657	phoB	coasm_bin.55|FCMEHI_01967	358.0	domain	304.03
coasm_bin.55	K16092	btuB	coasm_bin.55|FCMEHI_03571	511.5	full	417.03
