reference,querry,ani,alignment_coverage,primary_cluster
CAN_3_bin.185.fa,coasm_bin.80.fa,0.9508,78.05,211
CAN_4_bin.4.fa,coasm_bin.80.fa,0.9478,76.28,211
CAN_5_bin.59.fa,coasm_bin.80.fa,0.9489,76.76,211
CAN_5_bin.90.fa,coasm_bin.80.fa,1.0,99.15,211
coasm_bin.59.fa,coasm_bin.80.fa,0.9523,77.84,211
CAN_1_bin.177.fa,CAN_1_bin.177.fa,1.0,100.0,120
CAN_2_bin.39.fa,CAN_1_bin.177.fa,0.9997,98.23,120
CAN_2_bin.39.fa,CAN_2_bin.39.fa,1.0,100.0,120
CAN_3_bin.199.fa,CAN_1_bin.177.fa,1.0,99.07,120
CAN_3_bin.199.fa,CAN_2_bin.39.fa,0.9998,95.87,120
CAN_3_bin.199.fa,CAN_3_bin.199.fa,1.0,100.0,120
CAN_4_bin.178.fa,CAN_1_bin.177.fa,0.9998,97.49,120
CAN_4_bin.178.fa,CAN_2_bin.39.fa,0.9998,94.77,120
CAN_4_bin.178.fa,CAN_3_bin.199.fa,0.9998999999999999,98.09,120
CAN_4_bin.178.fa,CAN_4_bin.178.fa,1.0,100.0,120
CAN_5_bin.51.fa,CAN_1_bin.177.fa,0.9997,97.71,120
CAN_5_bin.51.fa,CAN_2_bin.39.fa,0.9992,94.67,120
CAN_5_bin.51.fa,CAN_3_bin.199.fa,0.9997,98.67,120
CAN_5_bin.51.fa,CAN_4_bin.178.fa,0.9995,98.49,120
CAN_5_bin.51.fa,CAN_5_bin.51.fa,1.0,100.0,120
CAN_1_bin.177.fa,CAN_2_bin.39.fa,0.9997,95.9,120
CAN_1_bin.177.fa,CAN_3_bin.199.fa,1.0,99.79,120
CAN_2_bin.39.fa,CAN_3_bin.199.fa,0.9998,98.91,120
CAN_1_bin.177.fa,CAN_4_bin.178.fa,0.9998,99.74,120
CAN_2_bin.39.fa,CAN_4_bin.178.fa,0.9998,99.32,120
CAN_3_bin.199.fa,CAN_4_bin.178.fa,0.9998999999999999,99.64,120
CAN_1_bin.177.fa,CAN_5_bin.51.fa,0.9997,98.43,120
CAN_2_bin.39.fa,CAN_5_bin.51.fa,0.9992,97.68,120
CAN_3_bin.199.fa,CAN_5_bin.51.fa,0.9997,98.68,120
CAN_4_bin.178.fa,CAN_5_bin.51.fa,0.9995,96.97,120
CAN_1_bin.180.fa,CAN_1_bin.180.fa,1.0,100.0,214
CAN_3_bin.159.fa,CAN_1_bin.180.fa,0.9986,95.58,214
CAN_3_bin.159.fa,CAN_3_bin.159.fa,1.0,100.0,214
coasm_bin.356.fa,CAN_1_bin.180.fa,0.9992,95.85,214
coasm_bin.356.fa,CAN_3_bin.159.fa,0.9987,75.87,214
coasm_bin.356.fa,coasm_bin.356.fa,1.0,100.0,214
CAN_1_bin.180.fa,CAN_3_bin.159.fa,0.9986,78.31,214
CAN_1_bin.180.fa,coasm_bin.356.fa,0.9992,98.77,214
CAN_3_bin.159.fa,coasm_bin.356.fa,0.9987,95.43,214
CAN_1_bin.181.fa,CAN_1_bin.181.fa,1.0,100.0,253
CAN_3_bin.127.fa,CAN_1_bin.181.fa,0.9958,92.48,253
CAN_3_bin.127.fa,CAN_3_bin.127.fa,1.0,100.0,253
CAN_4_bin.164.fa,CAN_1_bin.181.fa,0.9993000000000001,87.72,253
CAN_4_bin.164.fa,CAN_3_bin.127.fa,0.9967,42.64,253
CAN_4_bin.164.fa,CAN_4_bin.164.fa,1.0,100.0,253
coasm_bin.156.fa,CAN_1_bin.181.fa,0.9993000000000001,87.16,253
coasm_bin.156.fa,CAN_3_bin.127.fa,0.9967,42.49,253
coasm_bin.156.fa,CAN_4_bin.164.fa,1.0,99.12,253
coasm_bin.156.fa,coasm_bin.156.fa,1.0,100.0,253
CAN_1_bin.181.fa,CAN_3_bin.127.fa,0.9958,44.94,253
CAN_1_bin.181.fa,CAN_4_bin.164.fa,0.9993000000000001,97.88,253
CAN_3_bin.127.fa,CAN_4_bin.164.fa,0.9967,97.9,253
CAN_1_bin.181.fa,coasm_bin.156.fa,0.9993000000000001,97.9,253
CAN_3_bin.127.fa,coasm_bin.156.fa,0.9967,98.21,253
CAN_4_bin.164.fa,coasm_bin.156.fa,1.0,99.78,253
CAN_1_bin.183.fa,CAN_1_bin.183.fa,1.0,100.0,67
CAN_2_bin.160.fa,CAN_1_bin.183.fa,0.9954000000000001,68.49,67
CAN_2_bin.160.fa,CAN_2_bin.160.fa,1.0,100.0,67
CAN_3_bin.53.fa,CAN_1_bin.183.fa,0.9976999999999999,68.74,67
CAN_3_bin.53.fa,CAN_2_bin.160.fa,0.9986,90.06,67
CAN_3_bin.53.fa,CAN_3_bin.53.fa,1.0,100.0,67
coasm_bin.348.fa,CAN_1_bin.183.fa,0.9987,67.85,67
coasm_bin.348.fa,CAN_2_bin.160.fa,0.9994,89.08,67
coasm_bin.348.fa,CAN_3_bin.53.fa,0.9998,93.57,67
coasm_bin.348.fa,coasm_bin.348.fa,1.0,100.0,67
CAN_1_bin.183.fa,CAN_2_bin.160.fa,0.9954000000000001,91.31,67
CAN_1_bin.183.fa,CAN_3_bin.53.fa,0.9976999999999999,95.59,67
CAN_2_bin.160.fa,CAN_3_bin.53.fa,0.9986,93.94,67
CAN_1_bin.183.fa,coasm_bin.348.fa,0.9987,99.22,67
CAN_2_bin.160.fa,coasm_bin.348.fa,0.9994,97.7,67
CAN_3_bin.53.fa,coasm_bin.348.fa,0.9998,98.39,67
CAN_1_bin.189.fa,CAN_1_bin.189.fa,1.0,100.0,212
CAN_3_bin.29.fa,CAN_1_bin.189.fa,0.9993000000000001,98.8,212
CAN_3_bin.29.fa,CAN_3_bin.29.fa,1.0,100.0,212
CAN_4_bin.134.fa,CAN_1_bin.189.fa,0.9998999999999999,100.0,212
CAN_4_bin.134.fa,CAN_3_bin.29.fa,0.9995999999999999,92.02,212
CAN_4_bin.134.fa,CAN_4_bin.134.fa,1.0,100.0,212
CAN_5_bin.146.fa,CAN_1_bin.189.fa,0.9998,100.0,212
CAN_5_bin.146.fa,CAN_3_bin.29.fa,0.9993000000000001,92.33,212
CAN_5_bin.146.fa,CAN_4_bin.134.fa,0.9998999999999999,98.56,212
CAN_5_bin.146.fa,CAN_5_bin.146.fa,1.0,100.0,212
coasm_bin.508.fa,CAN_1_bin.189.fa,0.9998999999999999,100.0,212
coasm_bin.508.fa,CAN_3_bin.29.fa,0.9995999999999999,92.02,212
coasm_bin.508.fa,CAN_4_bin.134.fa,1.0,100.0,212
coasm_bin.508.fa,CAN_5_bin.146.fa,0.9998999999999999,99.65,212
coasm_bin.508.fa,coasm_bin.508.fa,1.0,100.0,212
CAN_1_bin.189.fa,CAN_3_bin.29.fa,0.9993000000000001,91.46,212
CAN_1_bin.189.fa,CAN_4_bin.134.fa,0.9998999999999999,98.28,212
CAN_3_bin.29.fa,CAN_4_bin.134.fa,0.9995999999999999,97.47,212
CAN_1_bin.189.fa,CAN_5_bin.146.fa,0.9998,99.29,212
CAN_3_bin.29.fa,CAN_5_bin.146.fa,0.9993000000000001,98.89,212
CAN_4_bin.134.fa,CAN_5_bin.146.fa,0.9998999999999999,99.65,212
CAN_1_bin.189.fa,coasm_bin.508.fa,0.9998999999999999,98.28,212
CAN_3_bin.29.fa,coasm_bin.508.fa,0.9995999999999999,97.47,212
CAN_4_bin.134.fa,coasm_bin.508.fa,1.0,100.0,212
CAN_5_bin.146.fa,coasm_bin.508.fa,0.9998999999999999,98.56,212
CAN_1_bin.193.fa,CAN_1_bin.193.fa,1.0,100.0,34
CAN_2_bin.113.fa,CAN_1_bin.193.fa,0.9995,99.6,34
CAN_2_bin.113.fa,CAN_2_bin.113.fa,1.0,100.0,34
CAN_3_bin.28.fa,CAN_1_bin.193.fa,0.9997,99.46,34
CAN_3_bin.28.fa,CAN_2_bin.113.fa,0.9994,99.02,34
CAN_3_bin.28.fa,CAN_3_bin.28.fa,1.0,100.0,34
CAN_4_bin.230.fa,CAN_1_bin.193.fa,0.9997,98.96,34
CAN_4_bin.230.fa,CAN_2_bin.113.fa,0.9994,98.78,34
CAN_4_bin.230.fa,CAN_3_bin.28.fa,0.9994,95.68,34
CAN_4_bin.230.fa,CAN_4_bin.230.fa,1.0,100.0,34
CAN_5_bin.32.fa,CAN_1_bin.193.fa,0.9984999999999999,97.43,34
CAN_5_bin.32.fa,CAN_2_bin.113.fa,0.9986,97.59,34
CAN_5_bin.32.fa,CAN_3_bin.28.fa,0.9984000000000001,96.5,34
CAN_5_bin.32.fa,CAN_4_bin.230.fa,0.9987,97.35,34
CAN_5_bin.32.fa,CAN_5_bin.32.fa,1.0,100.0,34
coasm_bin.481.fa,CAN_1_bin.193.fa,0.9993000000000001,98.5,34
coasm_bin.481.fa,CAN_2_bin.113.fa,0.9984999999999999,95.97,34
coasm_bin.481.fa,CAN_3_bin.28.fa,0.9992,92.94,34
coasm_bin.481.fa,CAN_4_bin.230.fa,0.9994,95.23,34
coasm_bin.481.fa,CAN_5_bin.32.fa,0.9990000000000001,91.35,34
coasm_bin.481.fa,coasm_bin.481.fa,1.0,100.0,34
CAN_1_bin.193.fa,CAN_2_bin.113.fa,0.9995,97.13,34
CAN_1_bin.193.fa,CAN_3_bin.28.fa,0.9997,94.28,34
CAN_2_bin.113.fa,CAN_3_bin.28.fa,0.9994,96.25,34
CAN_1_bin.193.fa,CAN_4_bin.230.fa,0.9997,95.07,34
CAN_2_bin.113.fa,CAN_4_bin.230.fa,0.9994,97.31,34
CAN_3_bin.28.fa,CAN_4_bin.230.fa,0.9994,96.97,34
CAN_1_bin.193.fa,CAN_5_bin.32.fa,0.9984999999999999,90.13,34
CAN_2_bin.113.fa,CAN_5_bin.32.fa,0.9986,92.57,34
CAN_3_bin.28.fa,CAN_5_bin.32.fa,0.9984000000000001,94.18,34
CAN_4_bin.230.fa,CAN_5_bin.32.fa,0.9987,93.74,34
CAN_1_bin.193.fa,coasm_bin.481.fa,0.9993000000000001,97.43,34
CAN_2_bin.113.fa,coasm_bin.481.fa,0.9984999999999999,97.34,34
CAN_3_bin.28.fa,coasm_bin.481.fa,0.9992,96.98,34
CAN_4_bin.230.fa,coasm_bin.481.fa,0.9994,98.05,34
CAN_5_bin.32.fa,coasm_bin.481.fa,0.9990000000000001,97.67,34
CAN_1_bin.194.fa,CAN_1_bin.194.fa,1.0,100.0,227
CAN_2_bin.58.fa,CAN_1_bin.194.fa,0.9990000000000001,98.16,227
CAN_2_bin.58.fa,CAN_2_bin.58.fa,1.0,100.0,227
CAN_3_bin.215.fa,CAN_1_bin.194.fa,0.9992,97.25,227
CAN_3_bin.215.fa,CAN_2_bin.58.fa,0.9998,94.1,227
CAN_3_bin.215.fa,CAN_3_bin.215.fa,1.0,100.0,227
coasm_bin.539.fa,CAN_1_bin.194.fa,0.9995,97.82,227
coasm_bin.539.fa,CAN_2_bin.58.fa,0.9998999999999999,94.0,227
coasm_bin.539.fa,CAN_3_bin.215.fa,0.9998,97.66,227
coasm_bin.539.fa,coasm_bin.539.fa,1.0,100.0,227
CAN_1_bin.194.fa,CAN_2_bin.58.fa,0.9990000000000001,93.75,227
CAN_1_bin.194.fa,CAN_3_bin.215.fa,0.9992,96.57,227
CAN_2_bin.58.fa,CAN_3_bin.215.fa,0.9998,97.83,227
CAN_1_bin.194.fa,coasm_bin.539.fa,0.9995,99.0,227
CAN_2_bin.58.fa,coasm_bin.539.fa,0.9998999999999999,99.61,227
CAN_3_bin.215.fa,coasm_bin.539.fa,0.9998,99.54,227
CAN_1_bin.195.fa,CAN_1_bin.195.fa,1.0,100.0,11
CAN_2_bin.138.fa,CAN_1_bin.195.fa,0.9982,92.39,11
CAN_2_bin.138.fa,CAN_2_bin.138.fa,1.0,100.0,11
CAN_3_bin.52.fa,CAN_1_bin.195.fa,0.9984000000000001,96.36,11
CAN_3_bin.52.fa,CAN_2_bin.138.fa,0.9963,62.42,11
CAN_3_bin.52.fa,CAN_3_bin.52.fa,1.0,100.0,11
CAN_4_bin.54.fa,CAN_1_bin.195.fa,0.9948,94.5,11
CAN_4_bin.54.fa,CAN_2_bin.138.fa,0.9934000000000001,59.6,11
CAN_4_bin.54.fa,CAN_3_bin.52.fa,0.9944,88.37,11
CAN_4_bin.54.fa,CAN_4_bin.54.fa,1.0,100.0,11
CAN_5_bin.178.fa,CAN_1_bin.195.fa,0.9962000000000001,94.57,11
CAN_5_bin.178.fa,CAN_2_bin.138.fa,0.9968,60.87,11
CAN_5_bin.178.fa,CAN_3_bin.52.fa,0.9967,90.18,11
CAN_5_bin.178.fa,CAN_4_bin.54.fa,0.9965999999999999,96.97,11
CAN_5_bin.178.fa,CAN_5_bin.178.fa,1.0,100.0,11
coasm_bin.574.fa,CAN_1_bin.195.fa,0.9976999999999999,98.71,11
coasm_bin.574.fa,CAN_2_bin.138.fa,0.9959,61.16,11
coasm_bin.574.fa,CAN_3_bin.52.fa,0.9965,91.59,11
coasm_bin.574.fa,CAN_4_bin.54.fa,0.9964,98.77,11
coasm_bin.574.fa,CAN_5_bin.178.fa,0.9956999999999999,96.64,11
coasm_bin.574.fa,coasm_bin.574.fa,1.0,100.0,11
CAN_1_bin.195.fa,CAN_2_bin.138.fa,0.9982,61.82,11
CAN_1_bin.195.fa,CAN_3_bin.52.fa,0.9984000000000001,92.3,11
CAN_2_bin.138.fa,CAN_3_bin.52.fa,0.9963,89.36,11
CAN_1_bin.195.fa,CAN_4_bin.54.fa,0.9948,98.5,11
CAN_2_bin.138.fa,CAN_4_bin.54.fa,0.9934000000000001,92.84,11
CAN_3_bin.52.fa,CAN_4_bin.54.fa,0.9944,96.15,11
CAN_1_bin.195.fa,CAN_5_bin.178.fa,0.9962000000000001,96.82,11
CAN_2_bin.138.fa,CAN_5_bin.178.fa,0.9968,93.15,11
CAN_3_bin.52.fa,CAN_5_bin.178.fa,0.9967,96.38,11
CAN_4_bin.54.fa,CAN_5_bin.178.fa,0.9965999999999999,95.25,11
CAN_1_bin.195.fa,coasm_bin.574.fa,0.9976999999999999,99.17,11
CAN_2_bin.138.fa,coasm_bin.574.fa,0.9959,91.83,11
CAN_3_bin.52.fa,coasm_bin.574.fa,0.9965,96.05,11
CAN_4_bin.54.fa,coasm_bin.574.fa,0.9964,95.2,11
CAN_5_bin.178.fa,coasm_bin.574.fa,0.9956999999999999,94.82,11
CAN_1_bin.1.fa,CAN_1_bin.1.fa,1.0,100.0,158
CAN_3_bin.2.fa,CAN_1_bin.1.fa,1.0,99.63,158
CAN_3_bin.2.fa,CAN_3_bin.2.fa,1.0,100.0,158
CAN_4_bin.9.fa,CAN_1_bin.1.fa,1.0,100.0,158
CAN_4_bin.9.fa,CAN_3_bin.2.fa,0.9998999999999999,99.95,158
CAN_4_bin.9.fa,CAN_4_bin.9.fa,1.0,100.0,158
CAN_5_bin.177.fa,CAN_1_bin.1.fa,0.9998999999999999,96.01,158
CAN_5_bin.177.fa,CAN_3_bin.2.fa,0.9998,96.23,158
CAN_5_bin.177.fa,CAN_4_bin.9.fa,1.0,94.72,158
CAN_5_bin.177.fa,CAN_5_bin.177.fa,1.0,100.0,158
coasm_bin.506.fa,CAN_1_bin.1.fa,1.0,100.0,158
coasm_bin.506.fa,CAN_3_bin.2.fa,0.9998999999999999,99.95,158
coasm_bin.506.fa,CAN_4_bin.9.fa,1.0,99.97,158
coasm_bin.506.fa,CAN_5_bin.177.fa,1.0,100.0,158
coasm_bin.506.fa,coasm_bin.506.fa,1.0,100.0,158
CAN_1_bin.1.fa,CAN_3_bin.2.fa,1.0,99.98,158
CAN_1_bin.1.fa,CAN_4_bin.9.fa,1.0,98.77,158
CAN_3_bin.2.fa,CAN_4_bin.9.fa,0.9998999999999999,98.29,158
CAN_1_bin.1.fa,CAN_5_bin.177.fa,0.9998999999999999,100.0,158
CAN_3_bin.2.fa,CAN_5_bin.177.fa,0.9998,99.94,158
CAN_4_bin.9.fa,CAN_5_bin.177.fa,1.0,100.0,158
CAN_1_bin.1.fa,coasm_bin.506.fa,1.0,98.81,158
CAN_3_bin.2.fa,coasm_bin.506.fa,0.9998999999999999,98.36,158
CAN_4_bin.9.fa,coasm_bin.506.fa,1.0,100.0,158
CAN_5_bin.177.fa,coasm_bin.506.fa,1.0,94.81,158
CAN_1_bin.202.fa,CAN_1_bin.202.fa,1.0,100.0,121
CAN_2_bin.119.fa,CAN_1_bin.202.fa,0.9868000000000001,54.86,121
CAN_2_bin.119.fa,CAN_2_bin.119.fa,1.0,100.0,121
CAN_3_bin.14.fa,CAN_1_bin.202.fa,0.9884999999999999,55.66,121
CAN_3_bin.14.fa,CAN_2_bin.119.fa,0.9906,78.93,121
CAN_3_bin.14.fa,CAN_3_bin.14.fa,1.0,100.0,121
coasm_bin.392.fa,CAN_1_bin.202.fa,0.9903,59.07,121
coasm_bin.392.fa,CAN_2_bin.119.fa,0.9948,86.03,121
coasm_bin.392.fa,CAN_3_bin.14.fa,0.9954999999999999,94.48,121
coasm_bin.392.fa,coasm_bin.392.fa,1.0,100.0,121
CAN_1_bin.202.fa,CAN_2_bin.119.fa,0.9868000000000001,72.55,121
CAN_1_bin.202.fa,CAN_3_bin.14.fa,0.9884999999999999,81.16,121
CAN_2_bin.119.fa,CAN_3_bin.14.fa,0.9906,87.02,121
CAN_1_bin.202.fa,coasm_bin.392.fa,0.9903,76.31,121
CAN_2_bin.119.fa,coasm_bin.392.fa,0.9948,84.02,121
CAN_3_bin.14.fa,coasm_bin.392.fa,0.9954999999999999,83.7,121
CAN_1_bin.203.fa,CAN_1_bin.203.fa,1.0,100.0,194
coasm_bin.15.fa,CAN_1_bin.203.fa,0.9965,67.41,194
coasm_bin.15.fa,coasm_bin.15.fa,1.0,100.0,194
CAN_1_bin.203.fa,coasm_bin.15.fa,0.9965,85.02,194
CAN_1_bin.208.fa,CAN_1_bin.208.fa,1.0,100.0,153
CAN_2_bin.159.fa,CAN_1_bin.208.fa,0.9983,97.79,153
CAN_2_bin.159.fa,CAN_2_bin.159.fa,1.0,100.0,153
CAN_3_bin.115.fa,CAN_1_bin.208.fa,0.9986,96.87,153
CAN_3_bin.115.fa,CAN_2_bin.159.fa,0.9984999999999999,96.92,153
CAN_3_bin.115.fa,CAN_3_bin.115.fa,1.0,100.0,153
CAN_4_bin.228.fa,CAN_1_bin.208.fa,0.9942,94.22,153
CAN_4_bin.228.fa,CAN_2_bin.159.fa,0.9959,93.99,153
CAN_4_bin.228.fa,CAN_3_bin.115.fa,0.9965999999999999,94.19,153
CAN_4_bin.228.fa,CAN_4_bin.228.fa,1.0,100.0,153
CAN_5_bin.101.fa,CAN_1_bin.208.fa,0.9945,97.26,153
CAN_5_bin.101.fa,CAN_2_bin.159.fa,0.9964,97.72,153
CAN_5_bin.101.fa,CAN_3_bin.115.fa,0.9967,98.32,153
CAN_5_bin.101.fa,CAN_4_bin.228.fa,0.9973000000000001,97.51,153
CAN_5_bin.101.fa,CAN_5_bin.101.fa,1.0,100.0,153
coasm_bin.460.fa,CAN_1_bin.208.fa,0.9956999999999999,94.83,153
coasm_bin.460.fa,CAN_2_bin.159.fa,0.9965999999999999,92.62,153
coasm_bin.460.fa,CAN_3_bin.115.fa,0.9956999999999999,93.23,153
coasm_bin.460.fa,CAN_4_bin.228.fa,0.9956999999999999,93.29,153
coasm_bin.460.fa,CAN_5_bin.101.fa,0.9978,91.65,153
coasm_bin.460.fa,coasm_bin.460.fa,1.0,100.0,153
CAN_1_bin.208.fa,CAN_2_bin.159.fa,0.9983,95.88,153
CAN_1_bin.208.fa,CAN_3_bin.115.fa,0.9986,96.31,153
CAN_2_bin.159.fa,CAN_3_bin.115.fa,0.9984999999999999,98.29,153
CAN_1_bin.208.fa,CAN_4_bin.228.fa,0.9942,95.29,153
CAN_2_bin.159.fa,CAN_4_bin.228.fa,0.9959,96.95,153
CAN_3_bin.115.fa,CAN_4_bin.228.fa,0.9965999999999999,95.8,153
CAN_1_bin.208.fa,CAN_5_bin.101.fa,0.9945,93.03,153
CAN_2_bin.159.fa,CAN_5_bin.101.fa,0.9964,95.34,153
CAN_3_bin.115.fa,CAN_5_bin.101.fa,0.9967,94.59,153
CAN_4_bin.228.fa,CAN_5_bin.101.fa,0.9973000000000001,92.22,153
CAN_1_bin.208.fa,coasm_bin.460.fa,0.9956999999999999,96.22,153
CAN_2_bin.159.fa,coasm_bin.460.fa,0.9965999999999999,95.86,153
CAN_3_bin.115.fa,coasm_bin.460.fa,0.9956999999999999,95.14,153
CAN_4_bin.228.fa,coasm_bin.460.fa,0.9956999999999999,93.6,153
CAN_5_bin.101.fa,coasm_bin.460.fa,0.9978,97.22,153
CAN_1_bin.209.fa,CAN_1_bin.209.fa,1.0,100.0,22
coasm_bin.161.fa,CAN_1_bin.209.fa,0.9993000000000001,82.86,22
coasm_bin.161.fa,coasm_bin.161.fa,1.0,100.0,22
CAN_1_bin.209.fa,coasm_bin.161.fa,0.9993000000000001,96.94,22
CAN_1_bin.20.fa,CAN_1_bin.20.fa,1.0,100.0,139
coasm_bin.250.fa,CAN_1_bin.20.fa,0.9998,82.18,139
coasm_bin.250.fa,coasm_bin.250.fa,1.0,100.0,139
CAN_1_bin.20.fa,coasm_bin.250.fa,0.9998,98.67,139
CAN_1_bin.25.fa,CAN_1_bin.25.fa,1.0,100.0,154
CAN_2_bin.121.fa,CAN_1_bin.25.fa,0.9894,83.6,154
CAN_2_bin.121.fa,CAN_2_bin.121.fa,1.0,100.0,154
CAN_3_bin.43.fa,CAN_1_bin.25.fa,0.993,87.94,154
CAN_3_bin.43.fa,CAN_2_bin.121.fa,0.996,92.46,154
CAN_3_bin.43.fa,CAN_3_bin.43.fa,1.0,100.0,154
coasm_bin.528.fa,CAN_1_bin.25.fa,0.9954999999999999,80.03,154
coasm_bin.528.fa,CAN_2_bin.121.fa,0.997,88.1,154
coasm_bin.528.fa,CAN_3_bin.43.fa,0.9968,93.62,154
coasm_bin.528.fa,coasm_bin.528.fa,1.0,100.0,154
CAN_1_bin.25.fa,CAN_2_bin.121.fa,0.9894,76.23,154
CAN_1_bin.25.fa,CAN_3_bin.43.fa,0.993,79.42,154
CAN_2_bin.121.fa,CAN_3_bin.43.fa,0.996,91.57,154
CAN_1_bin.25.fa,coasm_bin.528.fa,0.9954999999999999,41.09,154
CAN_2_bin.121.fa,coasm_bin.528.fa,0.997,49.6,154
CAN_3_bin.43.fa,coasm_bin.528.fa,0.9968,53.22,154
CAN_1_bin.28.fa,CAN_1_bin.28.fa,1.0,100.0,61
CAN_2_bin.176.fa,CAN_1_bin.28.fa,0.9968,95.37,61
CAN_2_bin.176.fa,CAN_2_bin.176.fa,1.0,100.0,61
CAN_3_bin.226.fa,CAN_1_bin.28.fa,0.9973000000000001,96.84,61
CAN_3_bin.226.fa,CAN_2_bin.176.fa,0.9978,97.62,61
CAN_3_bin.226.fa,CAN_3_bin.226.fa,1.0,100.0,61
coasm_bin.513.fa,CAN_1_bin.28.fa,0.9978,95.04,61
coasm_bin.513.fa,CAN_2_bin.176.fa,0.9984999999999999,97.2,61
coasm_bin.513.fa,CAN_3_bin.226.fa,0.9990000000000001,97.11,61
coasm_bin.513.fa,coasm_bin.513.fa,1.0,100.0,61
CAN_1_bin.28.fa,CAN_2_bin.176.fa,0.9968,94.67,61
CAN_1_bin.28.fa,CAN_3_bin.226.fa,0.9973000000000001,93.91,61
CAN_2_bin.176.fa,CAN_3_bin.226.fa,0.9978,95.38,61
CAN_1_bin.28.fa,coasm_bin.513.fa,0.9978,92.56,61
CAN_2_bin.176.fa,coasm_bin.513.fa,0.9984999999999999,95.36,61
CAN_3_bin.226.fa,coasm_bin.513.fa,0.9990000000000001,97.53,61
CAN_1_bin.29.fa,CAN_1_bin.29.fa,1.0,100.0,168
CAN_2_bin.165.fa,CAN_1_bin.29.fa,0.9975,94.33,168
CAN_2_bin.165.fa,CAN_2_bin.165.fa,1.0,100.0,168
CAN_3_bin.58.fa,CAN_1_bin.29.fa,0.9976,94.24,168
CAN_3_bin.58.fa,CAN_2_bin.165.fa,0.9953,59.48,168
CAN_3_bin.58.fa,CAN_3_bin.58.fa,1.0,100.0,168
CAN_4_bin.161.fa,CAN_1_bin.29.fa,0.9987,94.1,168
CAN_4_bin.161.fa,CAN_2_bin.165.fa,0.9975,59.54,168
CAN_4_bin.161.fa,CAN_3_bin.58.fa,0.9976,84.14,168
CAN_4_bin.161.fa,CAN_4_bin.161.fa,1.0,100.0,168
coasm_bin.321.fa,CAN_1_bin.29.fa,0.9994,94.53,168
coasm_bin.321.fa,CAN_2_bin.165.fa,0.9975,59.34,168
coasm_bin.321.fa,CAN_3_bin.58.fa,0.9984000000000001,85.07,168
coasm_bin.321.fa,CAN_4_bin.161.fa,0.9992,92.22,168
coasm_bin.321.fa,coasm_bin.321.fa,1.0,100.0,168
CAN_1_bin.29.fa,CAN_2_bin.165.fa,0.9975,59.57,168
CAN_1_bin.29.fa,CAN_3_bin.58.fa,0.9976,85.28,168
CAN_2_bin.165.fa,CAN_3_bin.58.fa,0.9953,85.23,168
CAN_1_bin.29.fa,CAN_4_bin.161.fa,0.9987,91.2,168
CAN_2_bin.165.fa,CAN_4_bin.161.fa,0.9975,91.38,168
CAN_3_bin.58.fa,CAN_4_bin.161.fa,0.9976,90.11,168
CAN_1_bin.29.fa,coasm_bin.321.fa,0.9994,97.7,168
CAN_2_bin.165.fa,coasm_bin.321.fa,0.9975,97.13,168
CAN_3_bin.58.fa,coasm_bin.321.fa,0.9984000000000001,97.17,168
CAN_4_bin.161.fa,coasm_bin.321.fa,0.9992,98.35,168
CAN_1_bin.2.fa,CAN_1_bin.2.fa,1.0,100.0,216
CAN_3_bin.207.fa,CAN_1_bin.2.fa,0.9998999999999999,99.44,216
CAN_3_bin.207.fa,CAN_3_bin.207.fa,1.0,100.0,216
CAN_4_bin.5.fa,CAN_1_bin.2.fa,1.0,100.0,216
CAN_4_bin.5.fa,CAN_3_bin.207.fa,0.9998999999999999,99.14,216
CAN_4_bin.5.fa,CAN_4_bin.5.fa,1.0,100.0,216
CAN_5_bin.182.fa,CAN_1_bin.2.fa,1.0,100.0,216
CAN_5_bin.182.fa,CAN_3_bin.207.fa,0.9998999999999999,99.13,216
CAN_5_bin.182.fa,CAN_4_bin.5.fa,1.0,100.0,216
CAN_5_bin.182.fa,CAN_5_bin.182.fa,1.0,100.0,216
coasm_bin.7.fa,CAN_1_bin.2.fa,1.0,100.0,216
coasm_bin.7.fa,CAN_3_bin.207.fa,0.9998999999999999,99.13,216
coasm_bin.7.fa,CAN_4_bin.5.fa,1.0,100.0,216
coasm_bin.7.fa,CAN_5_bin.182.fa,1.0,100.0,216
coasm_bin.7.fa,coasm_bin.7.fa,1.0,100.0,216
CAN_1_bin.2.fa,CAN_3_bin.207.fa,0.9998999999999999,99.14,216
CAN_1_bin.2.fa,CAN_4_bin.5.fa,1.0,100.0,216
CAN_3_bin.207.fa,CAN_4_bin.5.fa,0.9998999999999999,99.45,216
CAN_1_bin.2.fa,CAN_5_bin.182.fa,1.0,100.0,216
CAN_3_bin.207.fa,CAN_5_bin.182.fa,0.9998999999999999,99.44,216
CAN_4_bin.5.fa,CAN_5_bin.182.fa,1.0,100.0,216
CAN_1_bin.2.fa,coasm_bin.7.fa,1.0,100.0,216
CAN_3_bin.207.fa,coasm_bin.7.fa,0.9998999999999999,99.44,216
CAN_4_bin.5.fa,coasm_bin.7.fa,1.0,100.0,216
CAN_5_bin.182.fa,coasm_bin.7.fa,1.0,100.0,216
CAN_1_bin.31.fa,CAN_1_bin.31.fa,1.0,100.0,18
CAN_3_bin.80.fa,CAN_1_bin.31.fa,0.9848,63.93,18
CAN_3_bin.80.fa,CAN_3_bin.80.fa,1.0,100.0,18
