reference,querry,ani,alignment_coverage,primary_cluster
CAN_1_bin.148.fa,CAN_4_bin.51.fa,0.9096,46.12,172
CAN_1_bin.210.fa,CAN_4_bin.51.fa,0.9489,66.24,172
CAN_2_bin.43.fa,CAN_4_bin.51.fa,0.9477,62.32,172
CAN_3_bin.81.fa,CAN_4_bin.51.fa,0.9477,65.68,172
CAN_1_bin.148.fa,CAN_5_bin.25.fa,0.9103,56.61,172
CAN_1_bin.210.fa,CAN_5_bin.25.fa,0.987,88.22,172
CAN_2_bin.43.fa,CAN_5_bin.25.fa,0.9826999999999999,79.98,172
CAN_3_bin.81.fa,CAN_5_bin.25.fa,0.9836,85.42,172
CAN_4_bin.51.fa,CAN_5_bin.25.fa,0.9509000000000001,74.56,172
CAN_1_bin.148.fa,CAN_5_bin.58.fa,0.9086,32.91,172
CAN_1_bin.210.fa,CAN_5_bin.58.fa,0.9453,48.59,172
CAN_2_bin.43.fa,CAN_5_bin.58.fa,0.9451999999999999,44.63,172
CAN_3_bin.81.fa,CAN_5_bin.58.fa,0.9453,48.62,172
CAN_4_bin.51.fa,CAN_5_bin.58.fa,0.9962000000000001,58.75,172
CAN_5_bin.25.fa,CAN_5_bin.58.fa,0.9451999999999999,42.49,172
CAN_1_bin.148.fa,coasm_bin.277.fa,0.9076000000000001,46.28,172
CAN_1_bin.210.fa,coasm_bin.277.fa,0.9462999999999999,67.43,172
CAN_2_bin.43.fa,coasm_bin.277.fa,0.945,62.91,172
CAN_3_bin.81.fa,coasm_bin.277.fa,0.9462999999999999,66.44,172
CAN_4_bin.51.fa,coasm_bin.277.fa,0.9986,84.58,172
CAN_5_bin.25.fa,coasm_bin.277.fa,0.9505,62.25,172
CAN_5_bin.58.fa,coasm_bin.277.fa,0.9941,82.05,172
CAN_1_bin.148.fa,coasm_bin.292.fa,0.9942,88.06,172
CAN_1_bin.210.fa,coasm_bin.292.fa,0.9007,62.39,172
CAN_2_bin.43.fa,coasm_bin.292.fa,0.9081999999999999,61.01,172
CAN_3_bin.81.fa,coasm_bin.292.fa,0.902,62.47,172
CAN_4_bin.51.fa,coasm_bin.292.fa,0.9027,56.42,172
CAN_5_bin.25.fa,coasm_bin.292.fa,0.9037000000000001,58.63,172
CAN_5_bin.58.fa,coasm_bin.292.fa,0.9027,54.59,172
coasm_bin.277.fa,coasm_bin.292.fa,0.9013,59.88,172
CAN_1_bin.148.fa,coasm_bin.377.fa,0.9064,46.58,172
CAN_1_bin.210.fa,coasm_bin.377.fa,0.9926,76.77,172
CAN_2_bin.43.fa,coasm_bin.377.fa,0.9926,67.58,172
CAN_3_bin.81.fa,coasm_bin.377.fa,0.9906999999999999,73.94,172
CAN_4_bin.51.fa,coasm_bin.377.fa,0.9438,66.52,172
CAN_5_bin.25.fa,coasm_bin.377.fa,0.9869,65.61,172
CAN_5_bin.58.fa,coasm_bin.377.fa,0.9436,63.47,172
coasm_bin.277.fa,coasm_bin.377.fa,0.9444,71.53,172
coasm_bin.292.fa,coasm_bin.377.fa,0.9034,45.19,172
CAN_1_bin.152.fa,CAN_1_bin.152.fa,1.0,100.0,93
coasm_bin.54.fa,CAN_1_bin.152.fa,0.9986,81.04,93
coasm_bin.54.fa,coasm_bin.54.fa,1.0,100.0,93
CAN_1_bin.152.fa,coasm_bin.54.fa,0.9986,96.03,93
CAN_1_bin.154.fa,CAN_1_bin.154.fa,1.0,100.0,242
CAN_2_bin.46.fa,CAN_1_bin.154.fa,0.9975,93.16,242
CAN_2_bin.46.fa,CAN_2_bin.46.fa,1.0,100.0,242
CAN_3_bin.132.fa,CAN_1_bin.154.fa,0.9976,92.81,242
CAN_3_bin.132.fa,CAN_2_bin.46.fa,0.9961,78.85,242
CAN_3_bin.132.fa,CAN_3_bin.132.fa,1.0,100.0,242
coasm_bin.132.fa,CAN_1_bin.154.fa,0.9997,90.79,242
coasm_bin.132.fa,CAN_2_bin.46.fa,0.9983,74.11,242
coasm_bin.132.fa,CAN_3_bin.132.fa,0.9986,85.24,242
coasm_bin.132.fa,coasm_bin.132.fa,1.0,100.0,242
CAN_1_bin.154.fa,CAN_2_bin.46.fa,0.9975,76.82,242
CAN_1_bin.154.fa,CAN_3_bin.132.fa,0.9976,87.91,242
CAN_2_bin.46.fa,CAN_3_bin.132.fa,0.9961,90.56,242
CAN_1_bin.154.fa,coasm_bin.132.fa,0.9997,99.62,242
CAN_2_bin.46.fa,coasm_bin.132.fa,0.9983,98.6,242
CAN_3_bin.132.fa,coasm_bin.132.fa,0.9986,98.75,242
CAN_1_bin.157.fa,CAN_1_bin.157.fa,1.0,100.0,102
CAN_2_bin.10.fa,CAN_1_bin.157.fa,0.9884000000000001,78.42,102
CAN_2_bin.10.fa,CAN_2_bin.10.fa,1.0,100.0,102
CAN_3_bin.180.fa,CAN_1_bin.157.fa,0.99,77.97,102
CAN_3_bin.180.fa,CAN_2_bin.10.fa,0.9928,88.04,102
CAN_3_bin.180.fa,CAN_3_bin.180.fa,1.0,100.0,102
coasm_bin.399.fa,CAN_1_bin.157.fa,0.9906,80.04,102
coasm_bin.399.fa,CAN_2_bin.10.fa,0.9932,89.64,102
coasm_bin.399.fa,CAN_3_bin.180.fa,0.9956999999999999,94.46,102
coasm_bin.399.fa,coasm_bin.399.fa,1.0,100.0,102
CAN_1_bin.157.fa,CAN_2_bin.10.fa,0.9884000000000001,92.62,102
CAN_1_bin.157.fa,CAN_3_bin.180.fa,0.99,96.38,102
CAN_2_bin.10.fa,CAN_3_bin.180.fa,0.9928,92.14,102
CAN_1_bin.157.fa,coasm_bin.399.fa,0.9906,94.88,102
CAN_2_bin.10.fa,coasm_bin.399.fa,0.9932,89.96,102
CAN_3_bin.180.fa,coasm_bin.399.fa,0.9956999999999999,90.58,102
CAN_1_bin.158.fa,CAN_1_bin.158.fa,1.0,100.0,55
CAN_2_bin.66.fa,CAN_1_bin.158.fa,0.987,88.62,55
CAN_2_bin.66.fa,CAN_2_bin.66.fa,1.0,100.0,55
CAN_3_bin.169.fa,CAN_1_bin.158.fa,0.9906,90.16,55
CAN_3_bin.169.fa,CAN_2_bin.66.fa,0.9934000000000001,89.28,55
CAN_3_bin.169.fa,CAN_3_bin.169.fa,1.0,100.0,55
CAN_4_bin.77.fa,CAN_1_bin.158.fa,0.9752,73.18,55
CAN_4_bin.77.fa,CAN_2_bin.66.fa,0.9772,70.27,55
CAN_4_bin.77.fa,CAN_3_bin.169.fa,0.9806999999999999,78.27,55
CAN_4_bin.77.fa,CAN_4_bin.77.fa,1.0,100.0,55
coasm_bin.120.fa,CAN_1_bin.158.fa,0.992,90.73,55
coasm_bin.120.fa,CAN_2_bin.66.fa,0.9948,90.58,55
coasm_bin.120.fa,CAN_3_bin.169.fa,0.9984999999999999,98.91,55
coasm_bin.120.fa,CAN_4_bin.77.fa,0.9834,78.39,55
coasm_bin.120.fa,coasm_bin.120.fa,1.0,100.0,55
coasm_bin.324.fa,CAN_1_bin.158.fa,0.9203,65.15,55
coasm_bin.324.fa,CAN_2_bin.66.fa,0.9154000000000001,61.01,55
coasm_bin.324.fa,CAN_3_bin.169.fa,0.9168999999999999,65.63,55
coasm_bin.324.fa,CAN_4_bin.77.fa,0.9336,60.59,55
coasm_bin.324.fa,coasm_bin.120.fa,0.9159,65.04,55
coasm_bin.324.fa,coasm_bin.324.fa,1.0,100.0,55
coasm_bin.414.fa,CAN_1_bin.158.fa,0.9120999999999999,63.11,55
coasm_bin.414.fa,CAN_2_bin.66.fa,0.9084,59.39,55
coasm_bin.414.fa,CAN_3_bin.169.fa,0.9101,66.78,55
coasm_bin.414.fa,CAN_4_bin.77.fa,0.9144,59.6,55
coasm_bin.414.fa,coasm_bin.120.fa,0.9097,66.53,55
coasm_bin.414.fa,coasm_bin.324.fa,0.9072,68.27,55
coasm_bin.414.fa,coasm_bin.414.fa,1.0,100.0,55
coasm_bin.468.fa,CAN_1_bin.158.fa,0.9218999999999999,64.52,55
coasm_bin.468.fa,CAN_2_bin.66.fa,0.9167000000000001,60.68,55
coasm_bin.468.fa,CAN_3_bin.169.fa,0.9148000000000001,66.18,55
coasm_bin.468.fa,CAN_4_bin.77.fa,0.9215000000000001,59.08,55
coasm_bin.468.fa,coasm_bin.120.fa,0.9104000000000001,65.84,55
coasm_bin.468.fa,coasm_bin.324.fa,0.9104000000000001,66.79,55
coasm_bin.468.fa,coasm_bin.414.fa,0.9208,62.14,55
coasm_bin.468.fa,coasm_bin.468.fa,1.0,100.0,55
CAN_1_bin.158.fa,CAN_2_bin.66.fa,0.987,83.4,55
CAN_1_bin.158.fa,CAN_3_bin.169.fa,0.9906,91.32,55
CAN_2_bin.66.fa,CAN_3_bin.169.fa,0.9934000000000001,96.09,55
CAN_1_bin.158.fa,CAN_4_bin.77.fa,0.9752,72.97,55
CAN_2_bin.66.fa,CAN_4_bin.77.fa,0.9772,74.45,55
CAN_3_bin.169.fa,CAN_4_bin.77.fa,0.9806999999999999,77.05,55
CAN_1_bin.158.fa,coasm_bin.120.fa,0.992,90.62,55
CAN_2_bin.66.fa,coasm_bin.120.fa,0.9948,96.14,55
CAN_3_bin.169.fa,coasm_bin.120.fa,0.9984999999999999,97.54,55
CAN_4_bin.77.fa,coasm_bin.120.fa,0.9834,78.53,55
CAN_1_bin.158.fa,coasm_bin.324.fa,0.9203,67.63,55
CAN_2_bin.66.fa,coasm_bin.324.fa,0.9154000000000001,67.29,55
CAN_3_bin.169.fa,coasm_bin.324.fa,0.9168999999999999,67.26,55
CAN_4_bin.77.fa,coasm_bin.324.fa,0.9336,63.07,55
coasm_bin.120.fa,coasm_bin.324.fa,0.9159,67.6,55
CAN_1_bin.158.fa,coasm_bin.414.fa,0.9120999999999999,55.0,55
CAN_2_bin.66.fa,coasm_bin.414.fa,0.9084,55.0,55
CAN_3_bin.169.fa,coasm_bin.414.fa,0.9101,57.46,55
CAN_4_bin.77.fa,coasm_bin.414.fa,0.9144,52.08,55
coasm_bin.120.fa,coasm_bin.414.fa,0.9097,58.05,55
coasm_bin.324.fa,coasm_bin.414.fa,0.9072,57.31,55
CAN_1_bin.158.fa,coasm_bin.468.fa,0.9218999999999999,66.9,55
CAN_2_bin.66.fa,coasm_bin.468.fa,0.9167000000000001,66.86,55
CAN_3_bin.169.fa,coasm_bin.468.fa,0.9148000000000001,67.75,55
CAN_4_bin.77.fa,coasm_bin.468.fa,0.9215000000000001,61.44,55
coasm_bin.120.fa,coasm_bin.468.fa,0.9104000000000001,68.35,55
coasm_bin.324.fa,coasm_bin.468.fa,0.9104000000000001,66.72,55
coasm_bin.414.fa,coasm_bin.468.fa,0.9208,73.94,55
CAN_1_bin.160.fa,CAN_1_bin.160.fa,1.0,100.0,260
CAN_2_bin.53.fa,CAN_1_bin.160.fa,0.9913,94.18,260
CAN_2_bin.53.fa,CAN_2_bin.53.fa,1.0,100.0,260
CAN_3_bin.24.fa,CAN_1_bin.160.fa,0.9942,92.1,260
CAN_3_bin.24.fa,CAN_2_bin.53.fa,0.9936,90.88,260
CAN_3_bin.24.fa,CAN_3_bin.24.fa,1.0,100.0,260
CAN_4_bin.10.fa,CAN_1_bin.160.fa,0.9909,91.8,260
CAN_4_bin.10.fa,CAN_2_bin.53.fa,0.9897,93.25,260
CAN_4_bin.10.fa,CAN_3_bin.24.fa,0.9909,94.84,260
CAN_4_bin.10.fa,CAN_4_bin.10.fa,1.0,100.0,260
CAN_5_bin.147.fa,CAN_1_bin.160.fa,0.9914000000000001,92.05,260
CAN_5_bin.147.fa,CAN_2_bin.53.fa,0.9897,92.64,260
CAN_5_bin.147.fa,CAN_3_bin.24.fa,0.9903,94.46,260
CAN_5_bin.147.fa,CAN_4_bin.10.fa,0.9995,98.59,260
CAN_5_bin.147.fa,CAN_5_bin.147.fa,1.0,100.0,260
coasm_bin.401.fa,CAN_1_bin.160.fa,0.9948,89.79,260
coasm_bin.401.fa,CAN_2_bin.53.fa,0.9897,89.1,260
coasm_bin.401.fa,CAN_3_bin.24.fa,0.9928,93.66,260
coasm_bin.401.fa,CAN_4_bin.10.fa,0.9972,92.86,260
coasm_bin.401.fa,CAN_5_bin.147.fa,0.9963,93.1,260
coasm_bin.401.fa,coasm_bin.401.fa,1.0,100.0,260
CAN_1_bin.160.fa,CAN_2_bin.53.fa,0.9913,96.07,260
CAN_1_bin.160.fa,CAN_3_bin.24.fa,0.9942,97.85,260
CAN_2_bin.53.fa,CAN_3_bin.24.fa,0.9936,94.65,260
CAN_1_bin.160.fa,CAN_4_bin.10.fa,0.9909,95.9,260
CAN_2_bin.53.fa,CAN_4_bin.10.fa,0.9897,95.5,260
CAN_3_bin.24.fa,CAN_4_bin.10.fa,0.9909,93.26,260
CAN_1_bin.160.fa,CAN_5_bin.147.fa,0.9914000000000001,96.04,260
CAN_2_bin.53.fa,CAN_5_bin.147.fa,0.9897,94.75,260
CAN_3_bin.24.fa,CAN_5_bin.147.fa,0.9903,92.77,260
CAN_4_bin.10.fa,CAN_5_bin.147.fa,0.9995,98.46,260
CAN_1_bin.160.fa,coasm_bin.401.fa,0.9948,97.54,260
CAN_2_bin.53.fa,coasm_bin.401.fa,0.9897,94.88,260
CAN_3_bin.24.fa,coasm_bin.401.fa,0.9928,95.76,260
CAN_4_bin.10.fa,coasm_bin.401.fa,0.9972,96.55,260
CAN_5_bin.147.fa,coasm_bin.401.fa,0.9963,96.93,260
CAN_1_bin.161.fa,CAN_1_bin.161.fa,1.0,100.0,110
CAN_2_bin.151.fa,CAN_1_bin.161.fa,0.9997,98.92,110
CAN_2_bin.151.fa,CAN_2_bin.151.fa,1.0,100.0,110
CAN_3_bin.3.fa,CAN_1_bin.161.fa,0.9998,98.6,110
CAN_3_bin.3.fa,CAN_2_bin.151.fa,0.9994,98.49,110
CAN_3_bin.3.fa,CAN_3_bin.3.fa,1.0,100.0,110
CAN_5_bin.75.fa,CAN_1_bin.161.fa,0.9965999999999999,92.13,110
CAN_5_bin.75.fa,CAN_2_bin.151.fa,0.9965999999999999,92.25,110
CAN_5_bin.75.fa,CAN_3_bin.3.fa,0.9965999999999999,92.28,110
CAN_5_bin.75.fa,CAN_5_bin.75.fa,1.0,100.0,110
coasm_bin.140.fa,CAN_1_bin.161.fa,0.9997,99.19,110
coasm_bin.140.fa,CAN_2_bin.151.fa,0.9998,98.8,110
coasm_bin.140.fa,CAN_3_bin.3.fa,0.9997,98.67,110
coasm_bin.140.fa,CAN_5_bin.75.fa,0.9965999999999999,81.54,110
coasm_bin.140.fa,coasm_bin.140.fa,1.0,100.0,110
CAN_1_bin.161.fa,CAN_2_bin.151.fa,0.9997,98.63,110
CAN_1_bin.161.fa,CAN_3_bin.3.fa,0.9998,98.57,110
CAN_2_bin.151.fa,CAN_3_bin.3.fa,0.9994,98.75,110
CAN_1_bin.161.fa,CAN_5_bin.75.fa,0.9965999999999999,81.6,110
CAN_2_bin.151.fa,CAN_5_bin.75.fa,0.9965999999999999,81.94,110
CAN_3_bin.3.fa,CAN_5_bin.75.fa,0.9965999999999999,81.76,110
CAN_1_bin.161.fa,coasm_bin.140.fa,0.9997,99.42,110
CAN_2_bin.151.fa,coasm_bin.140.fa,0.9998,99.32,110
CAN_3_bin.3.fa,coasm_bin.140.fa,0.9997,98.93,110
CAN_5_bin.75.fa,coasm_bin.140.fa,0.9965999999999999,92.28,110
CAN_1_bin.163.fa,CAN_1_bin.163.fa,1.0,100.0,107
CAN_2_bin.47.fa,CAN_1_bin.163.fa,0.9994,99.21,107
CAN_2_bin.47.fa,CAN_2_bin.47.fa,1.0,100.0,107
CAN_3_bin.203.fa,CAN_1_bin.163.fa,0.9995,97.0,107
CAN_3_bin.203.fa,CAN_2_bin.47.fa,0.9997,96.56,107
CAN_3_bin.203.fa,CAN_3_bin.203.fa,1.0,100.0,107
CAN_4_bin.53.fa,CAN_1_bin.163.fa,0.9939,96.23,107
CAN_4_bin.53.fa,CAN_2_bin.47.fa,0.9939,95.51,107
CAN_4_bin.53.fa,CAN_3_bin.203.fa,0.9932,96.37,107
CAN_4_bin.53.fa,CAN_4_bin.53.fa,1.0,100.0,107
CAN_5_bin.164.fa,CAN_1_bin.163.fa,0.9928,94.73,107
CAN_5_bin.164.fa,CAN_2_bin.47.fa,0.9923000000000001,93.85,107
CAN_5_bin.164.fa,CAN_3_bin.203.fa,0.9914000000000001,94.98,107
CAN_5_bin.164.fa,CAN_4_bin.53.fa,0.9968,97.21,107
CAN_5_bin.164.fa,CAN_5_bin.164.fa,1.0,100.0,107
coasm_bin.174.fa,CAN_1_bin.163.fa,0.9926999999999999,89.69,107
coasm_bin.174.fa,CAN_2_bin.47.fa,0.9923000000000001,89.2,107
coasm_bin.174.fa,CAN_3_bin.203.fa,0.9926999999999999,90.38,107
coasm_bin.174.fa,CAN_4_bin.53.fa,0.9968,92.73,107
coasm_bin.174.fa,CAN_5_bin.164.fa,0.9993000000000001,94.24,107
coasm_bin.174.fa,coasm_bin.174.fa,1.0,100.0,107
CAN_1_bin.163.fa,CAN_2_bin.47.fa,0.9994,98.27,107
CAN_1_bin.163.fa,CAN_3_bin.203.fa,0.9995,98.98,107
CAN_2_bin.47.fa,CAN_3_bin.203.fa,0.9997,99.46,107
CAN_1_bin.163.fa,CAN_4_bin.53.fa,0.9939,98.05,107
CAN_2_bin.47.fa,CAN_4_bin.53.fa,0.9939,98.24,107
CAN_3_bin.203.fa,CAN_4_bin.53.fa,0.9932,96.23,107
CAN_1_bin.163.fa,CAN_5_bin.164.fa,0.9928,97.15,107
CAN_2_bin.47.fa,CAN_5_bin.164.fa,0.9923000000000001,97.16,107
CAN_3_bin.203.fa,CAN_5_bin.164.fa,0.9914000000000001,95.46,107
CAN_4_bin.53.fa,CAN_5_bin.164.fa,0.9968,97.84,107
CAN_1_bin.163.fa,coasm_bin.174.fa,0.9926999999999999,64.28,107
CAN_2_bin.47.fa,coasm_bin.174.fa,0.9923000000000001,64.54,107
CAN_3_bin.203.fa,coasm_bin.174.fa,0.9926999999999999,63.48,107
CAN_4_bin.53.fa,coasm_bin.174.fa,0.9968,65.23,107
CAN_5_bin.164.fa,coasm_bin.174.fa,0.9993000000000001,65.86,107
CAN_1_bin.165.fa,CAN_1_bin.165.fa,1.0,100.0,140
CAN_3_bin.220.fa,CAN_1_bin.165.fa,0.9909,91.36,140
CAN_3_bin.220.fa,CAN_3_bin.220.fa,1.0,100.0,140
CAN_4_bin.125.fa,CAN_1_bin.165.fa,0.9897,91.12,140
CAN_4_bin.125.fa,CAN_3_bin.220.fa,0.9903,85.68,140
CAN_4_bin.125.fa,CAN_4_bin.125.fa,1.0,100.0,140
CAN_5_bin.18.fa,CAN_1_bin.165.fa,0.9861,93.06,140
CAN_5_bin.18.fa,CAN_3_bin.220.fa,0.9811,86.38,140
CAN_5_bin.18.fa,CAN_4_bin.125.fa,0.9840000000000001,89.85,140
CAN_5_bin.18.fa,CAN_5_bin.18.fa,1.0,100.0,140
coasm_bin.185.fa,CAN_1_bin.165.fa,0.9858,92.2,140
coasm_bin.185.fa,CAN_3_bin.220.fa,0.9823999999999999,85.67,140
coasm_bin.185.fa,CAN_4_bin.125.fa,0.9838,89.41,140
coasm_bin.185.fa,CAN_5_bin.18.fa,0.9992,52.53,140
coasm_bin.185.fa,coasm_bin.185.fa,1.0,100.0,140
CAN_1_bin.165.fa,CAN_3_bin.220.fa,0.9909,79.89,140
CAN_1_bin.165.fa,CAN_4_bin.125.fa,0.9897,83.16,140
CAN_3_bin.220.fa,CAN_4_bin.125.fa,0.9903,89.43,140
CAN_1_bin.165.fa,CAN_5_bin.18.fa,0.9861,45.14,140
CAN_3_bin.220.fa,CAN_5_bin.18.fa,0.9811,47.91,140
CAN_4_bin.125.fa,CAN_5_bin.18.fa,0.9840000000000001,47.75,140
CAN_1_bin.165.fa,coasm_bin.185.fa,0.9858,81.91,140
CAN_3_bin.220.fa,coasm_bin.185.fa,0.9823999999999999,87.03,140
CAN_4_bin.125.fa,coasm_bin.185.fa,0.9838,87.03,140
CAN_5_bin.18.fa,coasm_bin.185.fa,0.9992,96.22,140
CAN_1_bin.167.fa,CAN_1_bin.167.fa,1.0,100.0,262
CAN_2_bin.89.fa,CAN_1_bin.167.fa,0.9895,76.11,262
CAN_2_bin.89.fa,CAN_2_bin.89.fa,1.0,100.0,262
CAN_3_bin.198.fa,CAN_1_bin.167.fa,0.9897,75.62,262
CAN_3_bin.198.fa,CAN_2_bin.89.fa,0.9904999999999999,42.41,262
CAN_3_bin.198.fa,CAN_3_bin.198.fa,1.0,100.0,262
coasm_bin.61.fa,CAN_1_bin.167.fa,0.9975,72.22,262
coasm_bin.61.fa,CAN_2_bin.89.fa,0.9974,40.34,262
coasm_bin.61.fa,CAN_3_bin.198.fa,0.9982,70.01,262
coasm_bin.61.fa,coasm_bin.61.fa,1.0,100.0,262
CAN_1_bin.167.fa,CAN_2_bin.89.fa,0.9895,41.07,262
CAN_1_bin.167.fa,CAN_3_bin.198.fa,0.9897,73.4,262
CAN_2_bin.89.fa,CAN_3_bin.198.fa,0.9904999999999999,76.29,262
CAN_1_bin.167.fa,coasm_bin.61.fa,0.9975,89.78,262
CAN_2_bin.89.fa,coasm_bin.61.fa,0.9974,92.94,262
CAN_3_bin.198.fa,coasm_bin.61.fa,0.9982,89.68,262
CAN_1_bin.172.fa,CAN_1_bin.172.fa,1.0,100.0,191
CAN_2_bin.88.fa,CAN_1_bin.172.fa,0.9953,80.66,191
CAN_2_bin.88.fa,CAN_2_bin.88.fa,1.0,100.0,191
CAN_3_bin.202.fa,CAN_1_bin.172.fa,0.9987,93.7,191
CAN_3_bin.202.fa,CAN_2_bin.88.fa,0.9919,68.21,191
CAN_3_bin.202.fa,CAN_3_bin.202.fa,1.0,100.0,191
CAN_4_bin.30.fa,CAN_1_bin.172.fa,0.9884000000000001,88.45,191
CAN_4_bin.30.fa,CAN_2_bin.88.fa,0.9823000000000001,67.81,191
CAN_4_bin.30.fa,CAN_3_bin.202.fa,0.9841,74.4,191
CAN_4_bin.30.fa,CAN_4_bin.30.fa,1.0,100.0,191
CAN_5_bin.70.fa,CAN_1_bin.172.fa,0.9984999999999999,90.31,191
CAN_5_bin.70.fa,CAN_2_bin.88.fa,0.9934999999999999,63.17,191
CAN_5_bin.70.fa,CAN_3_bin.202.fa,0.9969,79.86,191
CAN_5_bin.70.fa,CAN_4_bin.30.fa,0.9890000000000001,48.0,191
CAN_5_bin.70.fa,CAN_5_bin.70.fa,1.0,100.0,191
CAN_1_bin.172.fa,CAN_2_bin.88.fa,0.9953,61.63,191
CAN_1_bin.172.fa,CAN_3_bin.202.fa,0.9987,77.71,191
CAN_2_bin.88.fa,CAN_3_bin.202.fa,0.9919,74.03,191
CAN_1_bin.172.fa,CAN_4_bin.30.fa,0.9884000000000001,47.85,191
CAN_2_bin.88.fa,CAN_4_bin.30.fa,0.9823000000000001,48.01,191
CAN_3_bin.202.fa,CAN_4_bin.30.fa,0.9841,48.53,191
CAN_1_bin.172.fa,CAN_5_bin.70.fa,0.9984999999999999,89.91,191
CAN_2_bin.88.fa,CAN_5_bin.70.fa,0.9934999999999999,82.31,191
CAN_3_bin.202.fa,CAN_5_bin.70.fa,0.9969,95.86,191
CAN_4_bin.30.fa,CAN_5_bin.70.fa,0.9890000000000001,88.33,191
CAN_1_bin.174.fa,CAN_1_bin.174.fa,1.0,100.0,211
CAN_2_bin.146.fa,CAN_1_bin.174.fa,1.0,100.0,211
CAN_2_bin.146.fa,CAN_2_bin.146.fa,1.0,100.0,211
CAN_3_bin.185.fa,CAN_1_bin.174.fa,1.0,100.0,211
CAN_3_bin.185.fa,CAN_2_bin.146.fa,1.0,100.0,211
CAN_3_bin.185.fa,CAN_3_bin.185.fa,1.0,100.0,211
CAN_4_bin.4.fa,CAN_1_bin.174.fa,1.0,100.0,211
CAN_4_bin.4.fa,CAN_2_bin.146.fa,0.9998999999999999,100.0,211
CAN_4_bin.4.fa,CAN_3_bin.185.fa,1.0,100.0,211
CAN_4_bin.4.fa,CAN_4_bin.4.fa,1.0,100.0,211
CAN_5_bin.59.fa,CAN_1_bin.174.fa,0.9984999999999999,99.84,211
CAN_5_bin.59.fa,CAN_2_bin.146.fa,0.9984999999999999,99.85,211
CAN_5_bin.59.fa,CAN_3_bin.185.fa,0.9984999999999999,99.86,211
CAN_5_bin.59.fa,CAN_4_bin.4.fa,0.9973000000000001,67.4,211
CAN_5_bin.59.fa,CAN_5_bin.59.fa,1.0,100.0,211
CAN_5_bin.90.fa,CAN_1_bin.174.fa,0.9505,80.79,211
CAN_5_bin.90.fa,CAN_2_bin.146.fa,0.9505,80.74,211
CAN_5_bin.90.fa,CAN_3_bin.185.fa,0.9505,80.79,211
CAN_5_bin.90.fa,CAN_4_bin.4.fa,0.9473,49.25,211
CAN_5_bin.90.fa,CAN_5_bin.59.fa,0.9484,71.0,211
CAN_5_bin.90.fa,CAN_5_bin.90.fa,1.0,100.0,211
coasm_bin.59.fa,CAN_1_bin.174.fa,1.0,100.0,211
coasm_bin.59.fa,CAN_2_bin.146.fa,1.0,100.0,211
coasm_bin.59.fa,CAN_3_bin.185.fa,1.0,100.0,211
coasm_bin.59.fa,CAN_4_bin.4.fa,1.0,61.85,211
coasm_bin.59.fa,CAN_5_bin.59.fa,0.9984000000000001,89.21,211
coasm_bin.59.fa,CAN_5_bin.90.fa,0.9494,77.54,211
coasm_bin.59.fa,coasm_bin.59.fa,1.0,100.0,211
coasm_bin.80.fa,CAN_1_bin.174.fa,0.9508,79.39,211
coasm_bin.80.fa,CAN_2_bin.146.fa,0.9508,79.35,211
coasm_bin.80.fa,CAN_3_bin.185.fa,0.9508,79.4,211
coasm_bin.80.fa,CAN_4_bin.4.fa,0.9478,48.93,211
coasm_bin.80.fa,CAN_5_bin.59.fa,0.9489,70.39,211
coasm_bin.80.fa,CAN_5_bin.90.fa,1.0,98.31,211
coasm_bin.80.fa,coasm_bin.59.fa,0.9523,77.15,211
coasm_bin.80.fa,coasm_bin.80.fa,1.0,100.0,211
CAN_1_bin.174.fa,CAN_2_bin.146.fa,1.0,100.0,211
CAN_1_bin.174.fa,CAN_3_bin.185.fa,1.0,100.0,211
CAN_2_bin.146.fa,CAN_3_bin.185.fa,1.0,100.0,211
CAN_1_bin.174.fa,CAN_4_bin.4.fa,1.0,63.34,211
CAN_2_bin.146.fa,CAN_4_bin.4.fa,0.9998999999999999,63.35,211
CAN_3_bin.185.fa,CAN_4_bin.4.fa,1.0,63.36,211
CAN_1_bin.174.fa,CAN_5_bin.59.fa,0.9984999999999999,90.0,211
CAN_2_bin.146.fa,CAN_5_bin.59.fa,0.9984999999999999,90.0,211
CAN_3_bin.185.fa,CAN_5_bin.59.fa,0.9984999999999999,90.01,211
CAN_4_bin.4.fa,CAN_5_bin.59.fa,0.9973000000000001,96.36,211
CAN_1_bin.174.fa,CAN_5_bin.90.fa,0.9505,78.73,211
CAN_2_bin.146.fa,CAN_5_bin.90.fa,0.9505,78.69,211
CAN_3_bin.185.fa,CAN_5_bin.90.fa,0.9505,78.74,211
CAN_4_bin.4.fa,CAN_5_bin.90.fa,0.9473,76.13,211
CAN_5_bin.59.fa,CAN_5_bin.90.fa,0.9484,76.76,211
CAN_1_bin.174.fa,coasm_bin.59.fa,1.0,97.65,211
CAN_2_bin.146.fa,coasm_bin.59.fa,1.0,97.66,211
CAN_3_bin.185.fa,coasm_bin.59.fa,1.0,97.67,211
CAN_4_bin.4.fa,coasm_bin.59.fa,1.0,95.57,211
CAN_5_bin.59.fa,coasm_bin.59.fa,0.9984000000000001,96.43,211
CAN_5_bin.90.fa,coasm_bin.59.fa,0.9494,77.52,211
CAN_1_bin.174.fa,coasm_bin.80.fa,0.9508,78.04,211
CAN_2_bin.146.fa,coasm_bin.80.fa,0.9508,78.0,211
