,Acidovorax,Aeromonas,Anaerolineae,Azonexus,Azospira,Bacteria,Bosea,Ca_Accumulibacter,Ca_Caldilinea,Ca_Competibacter,Ca_Leptovillus,Ca_Sarcinithrix,Chitinophagaceae,Cloacibacterium,Comamonadaceae,Denitratisoma,Dokdonella,Edaphobaculum,Flavobacteriales,Flavobacterium,Flexifilaceae,Gracilibacteria,Holophagae,Hydrogenophaga,Ignavibacteria,Ignavibacteriales,Kapabacteriales,Leadbetterella,Lysobacter,Micavibrionales,Myxococcaceae,Pseudoxanthomonas,Rhizobiales,Rhodobacter,Rhodobacteraceae,Rhodospirillales,Rhodothermaceae,Saprospiraceae,Sphingobacteriales,Spirochaetaceae,Terrimonas,Thauera,Thermomonas,Williamwhitmaniaceae,Zoogloea,alphaI_cluster
Myxococcaceae,0.28187842736725816,-0.09599325554634994,-0.040095750472662894,-0.2324775528662912,0.13199041671908238,0.18015454220119975,0.2462997275851246,-0.38284742267699284,-0.2649085748978989,0.2468417150011259,-0.13210130653390084,-0.12360974170585283,0.11973485988018391,0.20075190301464008,0.20337463660514174,-0.0573454682351433,-0.23151225811901546,0.09382463738361994,-0.10844438153350112,0.23454873807633964,-0.2243806028966051,-0.5084151236545895,0.12878760814773035,0.1057365714505142,-0.21050629182755215,0.054287023996045194,0.4314372638214515,-0.15750152503311204,-0.2940258985433361,-0.013456496924709719,1.0,0.08990207795523408,-0.18781466157442814,-0.3470018505692008,-0.26359750292771844,0.40575944522012986,-0.12794869475266252,-0.06172123428849724,-0.1847602961054362,0.010835894473007637,0.03774734683376816,0.12773586909472842,-0.07726655868318523,-0.06970187771823386,0.12399147001108102,-0.09255241588151833
Pseudoxanthomonas,0.15515616548944222,-0.27053628705983107,-0.6568421052631578,-0.6843812233285917,0.2518992769837205,0.7404380627103279,0.8206357633233855,-0.7248079658605974,-0.5401137980085349,0.6740540540540539,-0.5593456614509246,-0.5672096180505352,0.27684848680295265,0.8014179500111837,0.7110384068278804,0.17349740423716709,0.34344238975817926,-0.09984769234089172,-0.5675675675675674,0.6850400016845035,-0.1505832147937411,-0.6353794738314883,-0.462275960170697,0.2776522812160863,-0.43593172119487905,-0.6160455192034138,0.7055158664415792,-0.7014224751066855,-0.11445234708392601,-0.7005405405405405,0.08990207795523408,1.0,-0.772062588904694,0.2708392603129445,-0.6347083926031295,-0.15511261967627157,-0.2933274277832573,-0.6228449502133713,-0.12759601706970128,-0.20736947143989098,-0.7498719772403982,0.6375533428165007,0.3176540087751604,-0.6201901676289556,0.5608434817753294,-0.7289280906126961
Rhizobiales,-0.1115491814782679,0.16282541499581543,0.3590896159317212,0.5466287339971551,-0.05770379913283465,-0.5309710822032462,-0.6177460030925563,0.6238691322901849,0.2541678520625889,-0.7201137980085348,0.28071123755334276,0.3251298109085318,-0.11484680285526547,-0.5247522293063219,-0.566230440967283,-0.13511629595314964,-0.4115504978662873,0.0811752473777842,0.26534850640113794,-0.5048446346847408,-0.10975817923186343,0.5762145259614999,0.6360455192034138,-0.16867119360014582,0.23954480796586058,0.4691891891891891,-0.6526703205259053,0.49359886201991465,-0.07849217638691322,0.648221906116643,-0.18781466157442814,-0.772062588904694,1.0,-0.17325746799431008,0.49763869132290184,0.26334940261049056,0.15249083515911577,0.27559032716927456,-0.05263157894736842,0.2752880949754316,0.7367852062588904,-0.3493314366998578,-0.21054951398041521,0.6093750483733454,-0.2615731502442161,0.5408635051735892
Rhodobacter,-0.3334200431255518,-0.034367895151137834,0.09692745376955902,-0.04347083926031294,-0.041627543457266804,-0.1615459237758585,0.22844752346125916,0.11431009957325747,0.2979516358463727,0.1896159317211949,0.2400284495021337,0.19395405127661006,-0.05664895994983749,-0.09900091706537399,0.1386628733997155,0.3068497055916443,0.15894736842105261,-0.007126887390499052,-0.17334281650071123,-0.1840871519627558,0.3819630156472261,0.2679564698434962,-0.38597439544807965,-0.3560579183714962,0.2357041251778094,-0.1635846372688478,-0.3319579377651875,-0.07448079658605973,0.5339402560455192,-0.25880512091038405,-0.3470018505692008,0.2708392603129445,-0.17325746799431008,1.0,0.3766714082503556,-0.4478486509042418,0.13898119082752872,0.06170697012802276,0.4056899004267425,-0.3329065334586615,-0.15280227596017068,-0.1541963015647226,0.1770523455115179,-0.2000797062287898,-0.1254389016905894,0.17174763540138718
Rhodobacteraceae,-0.41253250250683776,0.22569491178769702,0.8574964438122332,0.5364722617354196,-0.524569645371272,-0.8614820331163635,-0.66251497089888,0.7454623044096728,0.8756756756756756,-0.40614509246088193,0.8211948790896159,0.8669179906701348,-0.36545032846626807,-0.8390604039639511,-0.6977809388335703,-0.13877231701652715,-0.042958748221906116,0.32070993257245733,0.3988620199146515,-0.8559637633312531,0.5255761024182077,0.7384735775135767,0.10825035561877665,-0.7555057853624779,0.5318065433854907,0.42839260312944516,-0.8517937075530178,0.7895305832147937,0.483072546230441,0.44719772403982927,-0.26359750292771844,-0.6347083926031295,0.49763869132290184,0.3766714082503556,1.0,-0.23351662072452695,0.6736268147827403,0.6540256045519203,0.35402560455192034,-0.1350120941249016,0.4391465149359886,-0.85325746799431,-0.3857721216873955,0.3325364562698691,-0.729462532185931,0.8928231048974127
Rhodospirillales,0.2140603146945365,0.0915481353583367,-0.13200188036880023,-0.09913525625714537,0.27727908610139834,0.1231392801974498,-0.028379088475933324,-0.1710551631367666,-0.35430518227876256,-0.061360946192166484,-0.3363400773344734,-0.15354713269805323,0.28560274472990343,0.14691963225783686,-0.04202763789119304,-0.2231817389836291,-0.45019839145159085,0.0972065254846786,-0.2971380768103457,0.11847405752255338,-0.5141172830497324,-0.34222389804167036,0.3813123267976609,0.11706826914652797,-0.3943994893398583,0.1554397987398265,0.17959369524921578,-0.015258441782152887,-0.5417787856957405,0.3186426643512747,0.40575944522012986,-0.15511261967627157,0.26334940261049056,-0.4478486509042418,-0.23351662072452695,1.0,-0.16733773842795727,-0.1342921338136848,-0.38824257423477904,0.09016553051961573,0.3184047159414165,0.1982110254118262,-0.039313688916197895,0.1696653191033854,0.2956113492030656,-0.03148578844651091
Rhodothermaceae,-0.3669368975929512,0.17324184804587792,0.7067341405910503,0.2216915240421594,-0.6681556596330347,-0.5454540907664951,-0.5043021366748275,0.407260694356513,0.7092273367552488,-0.14217016266545698,0.5885102573631275,0.7459825625126995,-0.22032526549941756,-0.5275254777241141,-0.6355330966460336,-0.47835080835200267,0.21119690763006815,0.6213317466909012,0.2170240288975553,-0.6082856337715895,0.4209732732596046,0.33467740809814794,-0.09853922979198375,-0.692352465688652,0.1424310785431057,0.0837250060721533,-0.4358521960129316,0.7321589433352602,0.28787718500570714,0.28584783929066193,-0.12794869475266252,-0.2933274277832573,0.15249083515911577,0.13898119082752872,0.6736268147827403,-0.16733773842795727,1.0,0.3794586580603928,0.12570347172051824,-0.4110879596544509,0.014176429352244795,-0.7045598416106447,-0.5822950236695469,-0.10684412966776587,-0.4979193259450362,0.6666584936811897
Saprospiraceae,-0.20508478124326396,0.22735464361014995,0.8168421052631577,0.7004836415362731,-0.19664248313955637,-0.651004668883021,-0.7055543585313322,0.6465718349928875,0.7573826458036984,-0.1661450924608819,0.8345945945945945,0.6455366685367472,-0.3775545619340308,-0.855734242627593,-0.5323186344238975,0.15530265349763472,0.09223328591749644,-0.1375204190870697,0.7599146514935988,-0.735547358005701,0.697809388335704,0.625705955064575,-0.11846372688477952,-0.41203095209063223,0.8107539118065434,0.7099573257467994,-0.589649545272431,0.5495874822190612,0.6384921763869132,0.3459459459459459,-0.06172123428849724,-0.6228449502133713,0.27559032716927456,0.06170697012802276,0.6540256045519203,-0.1342921338136848,0.3794586580603928,1.0,0.5046372688477951,0.19089486606616748,0.5114366998577524,-0.7948506401137978,-0.09771088023916627,0.49914621448655977,-0.8951905634045265,0.6630201311316536
Sphingobacteriales,0.06582475770863401,0.2155362083916488,0.35982930298719773,0.5166998577524894,0.08743775874516808,-0.34592651976520955,-0.19702919931109972,0.374850640113798,0.4550782361308676,0.10384068278805121,0.447425320056899,0.3281172211159609,-0.43208097857435546,-0.4862571358764365,-0.08455192034139401,0.5536097887252865,0.30864864864864866,-0.23396145925530287,0.5332859174964438,-0.37750314141033336,0.7375533428165006,0.601934705271175,-0.3365860597439545,-0.16025354356796567,0.5896159317211949,0.07749644381223328,-0.36476698720081646,0.1244950213371266,0.7970981507823613,0.0606827880512091,-0.1847602961054362,-0.12759601706970128,-0.05263157894736842,0.4056899004267425,0.35402560455192034,-0.38824257423477904,0.12570347172051824,0.5046372688477951,1.0,-0.06396358010385221,0.1777524893314367,-0.34281650071123754,0.26838075451123405,0.2135986052983026,-0.4925271317061017,0.29336368236953586
Spirochaetaceae,0.2950719159099241,0.19352936867447534,-0.07457675420471381,0.30069711500778923,0.34271485486624925,0.043885764911055905,-0.1489080187649068,0.10001422778693973,-0.07873097248548003,-0.1395931156536917,-0.013316261338346456,-0.16408906636099882,0.15849622006758182,-0.048354695100872806,0.13080096874439887,0.3293874946088168,-0.23519704321105092,-0.536360323708366,0.3455968166999062,0.11110337314319921,-0.07947076478205482,0.1353062534547038,0.2673211010123183,0.32690298739457563,0.3098591580653695,0.5206999625891885,-0.0380376498348631,-0.19004125957011964,-0.12468345552272259,0.08988476403383859,0.010835894473007637,-0.20736947143989098,0.2752880949754316,-0.3329065334586615,-0.1350120941249016,0.09016553051961573,-0.4110879596544509,0.19089486606616748,-0.06396358010385221,1.0,0.3465357838455588,0.12021624819340553,0.43357987326170183,0.6412570305217347,-0.11453198429447918,-0.09892580234180394
Terrimonas,0.014852765841948189,0.2820399455533843,0.4438691322901848,0.6277667140825036,0.2451273321150742,-0.5085116953737934,-0.5280651269696718,0.6012517780938833,0.3029302987197724,-0.3440113798008535,0.36304409672830723,0.299310051258609,-0.2523245066727698,-0.6223320805764992,-0.3972403982930298,0.21307347660415618,-0.5180369843527738,-0.28516101826864804,0.3558179231863442,-0.5068191432321417,0.09840682788051208,0.550309411734222,0.48201991465149363,-0.19210176585466784,0.44338549075391176,0.6735135135135135,-0.5956290979968888,0.3236130867709815,0.09502133712660028,0.7345092460881936,0.03774734683376816,-0.7498719772403982,0.7367852062588904,-0.15280227596017068,0.4391465149359886,0.3184047159414165,0.014176429352244795,0.5114366998577524,0.1777524893314367,0.3465357838455588,1.0,-0.4140825035561877,0.02078985552714788,0.7958504730121834,-0.4222739411929685,0.5055836132001409
Thauera,0.4402740320959311,-0.12058810172097822,-0.950583214793741,-0.5640682788051209,0.5243704705221942,0.792054237069019,0.7432906532339802,-0.7244665718349929,-0.9048933143669985,0.23854907539118064,-0.9251778093883356,-0.8328188370167655,0.42359080533630383,0.8797344649464715,0.793456614509246,0.17412333780443795,-0.06904694167852063,-0.2665028270803216,-0.5101849217638691,0.8574517987582799,-0.6293314366998577,-0.663774096564957,0.05553342816500711,0.6995327516433416,-0.6132859174964438,-0.4785490753911807,0.7255809049394019,-0.7885917496443813,-0.552773826458037,-0.4502418207681365,0.12773586909472842,0.6375533428165007,-0.3493314366998578,-0.1541963015647226,-0.85325746799431,0.1982110254118262,-0.7045598416106447,-0.7948506401137978,-0.34281650071123754,0.12021624819340553,-0.4140825035561877,1.0,0.3922986667697225,-0.28708449455615964,0.8616661339563375,-0.8528913884581105
Thermomonas,0.18334996615276833,0.011028210668896785,-0.40499157232718436,0.08168986891124635,0.6586120062204256,0.33114343385534173,0.39502784523285334,-0.14323821458829122,-0.2922970124288124,0.3556030589889564,-0.24855619373136192,-0.437698651770649,0.13100675740135614,0.24706573326481118,0.5931808258930926,0.68095582267867,-0.15800578348318142,-0.6215755904834216,0.009393614555578945,0.32039777881555714,0.022950963170302548,-0.015467427173473951,-0.17454546064545848,0.459239214004973,0.15941770714337583,0.09438277446870809,0.1777220589750459,-0.6615870864910816,0.10072202355529511,-0.26245931956899027,-0.07726655868318523,0.3176540087751604,-0.21054951398041521,0.1770523455115179,-0.3857721216873955,-0.039313688916197895,-0.5822950236695469,-0.09771088023916627,0.26838075451123405,0.43357987326170183,0.02078985552714788,0.3922986667697225,1.0,0.21590862866400812,0.22140612714461236,-0.3511329298719703
Williamwhitmaniaceae,0.0991909331829648,0.2993288294342298,0.3391962928641133,0.710553335093594,0.2793544254945093,-0.37113188486879983,-0.5218120914317997,0.5912454932001251,0.274988637493964,-0.3267873665603078,0.314093831855039,0.22186802958940446,-0.16637041397990868,-0.5086599776073649,-0.20025047126966783,0.330311543731243,-0.3802368243551396,-0.43757990645332784,0.49985773549021834,-0.3919959507883425,0.2034950070463509,0.5519234075392101,0.3460553553393819,0.01396266247835248,0.5166211703364143,0.7342896757756437,-0.48248095248649797,0.16507287284878816,0.10146289512171204,0.5732582422276364,-0.06970187771823386,-0.6201901676289556,0.6093750483733454,-0.2000797062287898,0.3325364562698691,0.1696653191033854,-0.10684412966776587,0.49914621448655977,0.2135986052983026,0.6412570305217347,0.7958504730121834,-0.28708449455615964,0.21590862866400812,1.0,-0.4271580370019622,0.3699745455571359
Zoogloea,0.2633166939966284,-0.16377605172030363,-0.8633181449231982,-0.6566458763793933,0.36251132101464867,0.6718280163032325,0.6870140739498135,-0.676883010723436,-0.8290104344131357,0.14714290784141346,-0.8953614610907534,-0.6966570026331808,0.47168677657875735,0.8471921117361106,0.6236911058852943,-0.07340577731470363,-0.2439706885628391,0.061691508482943046,-0.7106922696486698,0.7589880455128634,-0.7285938022809438,-0.6680438465165258,0.12710515413130227,0.5304285818418835,-0.7969813597194328,-0.6040236304953415,0.6350492268111783,-0.618478726455372,-0.6766124227202432,-0.3089687752244933,0.12399147001108102,0.5608434817753294,-0.2615731502442161,-0.1254389016905894,-0.729462532185931,0.2956113492030656,-0.4979193259450362,-0.8951905634045265,-0.4925271317061017,-0.11453198429447918,-0.4222739411929685,0.8616661339563375,0.22140612714461236,-0.4271580370019622,1.0,-0.6796372308266091
alphaI_cluster,-0.358333119074118,0.22990351762575906,0.8763638972307677,0.6326196758303395,-0.4839297159573964,-0.8609947784533671,-0.7019878934131673,0.7149157141635645,0.834611283141223,-0.44427057513338203,0.7655025270093636,0.8684450135154359,-0.33839762872724993,-0.8390727152290295,-0.7333807543980547,-0.25666524398918766,-0.22317376825784496,0.3921634911322006,0.43725727402737,-0.8358345786440197,0.4205846799173372,0.639365485844359,0.1622590515520767,-0.6361057323086224,0.4215378060311361,0.5166654824934136,-0.7901135209388676,0.7966000446924111,0.36565900938931967,0.5180596072568805,-0.09255241588151833,-0.7289280906126961,0.5408635051735892,0.17174763540138718,0.8928231048974127,-0.03148578844651091,0.6666584936811897,0.6630201311316536,0.29336368236953586,-0.09892580234180394,0.5055836132001409,-0.8528913884581105,-0.3511329298719703,0.3699745455571359,-0.6796372308266091,1.0
