MAG	day_1	day_8	day_15	day_22	day_28	day_29	day_38	day_45	day_50	day_64	day_71	day_78	day_86	day_92	day_99	day_106	day_115	day_121	day_127	day_134	day_141	day_147	day_158	day_163	day_172	day_189	day_199	day_206	day_213	day_220	day_227	day_234	day_240	day_248	day_255	day_267	day_275	day_284	day_289	day_295	day_302	day_311	day_318	day_325	day_330	day_338	day_346	day_353	day_358	day_372	day_380	day_386	day_395	day_406	day_415	day_423	day_436	day_445	day_449	day_464	day_480	day_484	day_493	day_500	day_507	day_512	day_522	day_528	day_536	day_541	day_547	day_560	day_570	day_575	day_584
coasm_bin.218	0.287249	0.231428	0.314836	0.274851	0.270965	0.263848	0.266608	0.230303	0.249533	0.289989	0.157339	0.107936	0.110586	0.106371	0.103929	0.109566	0.122286	0.114475	0.106936	0.117121	0.123392	0.111988	0.112472	0.119076	0.123997	0.111702	0.098828	0.127989	0.113318	0.039234	0.068428	0.055380	0.061826	0.116858	0.035976	0.111464	0.086870	0.087032	0.073646	0.097007	0.085213	0.056790	0.087840	0.039958	0.091387	0.061298	0.113601	0.062259	0.088403	0.056124	0.081027	0.053254	0.067204	0.117233	0.066368	0.062131	0.074691	0.070799	0.098955	0.078106	0.048025	0.084623	0.056208	0.063932	0.028964	0.043839	0.021281	0.030241	0.016944	0.017686	0.034188	0.021993	0.061410	0.036941	0.097899
coasm_bin.219	0.033548	0.033106	0.039594	0.036741	0.035732	0.026571	0.038858	0.027659	0.030955	0.037432	0.129243	0.098392	0.087466	0.075261	0.082865	0.081854	0.073731	0.081875	0.092495	0.086749	0.079742	0.096095	0.088879	0.098475	0.100789	0.096889	0.091002	0.089073	0.085832	0.156935	0.212125	0.149526	0.112410	0.153761	0.131910	0.061305	0.105485	0.031083	0.056651	0.180155	0.062489	0.069409	0.104310	0.134858	0.102810	0.122597	0.108437	0.124519	0.082878	0.106011	0.056096	0.053254	0.128299	0.132525	0.204635	0.211246	0.224074	0.186651	0.210279	0.300409	0.174091	0.199468	0.196729	0.181140	0.133233	0.193621	0.106406	0.144484	0.139789	0.156222	0.166056	0.128294	0.151478	0.131347	0.090368
coasm_bin.22	0.013799	0.007808	0.008357	0.008128	0.008662	0.009685	0.007915	0.009455	0.007090	0.009469	0.005619	0.057717	0.044847	0.049925	0.047451	0.058760	0.051352	0.046465	0.049858	0.050303	0.050235	0.046458	0.047999	0.047766	0.044206	0.051847	0.051325	0.052536	0.053284	0.137318	0.184754	0.243673	0.258543	0.270619	0.221849	0.222928	0.148920	0.149198	0.067981	0.325665	0.340851	0.448006	0.417239	0.354628	0.365547	0.300919	0.454405	0.458456	0.414388	0.442754	0.467464	0.218935	0.323803	0.438351	0.215696	0.366573	0.270037	0.251014	0.204094	0.126172	0.114059	0.102756	0.123658	0.133191	0.086891	0.124210	0.089381	0.053762	0.042360	0.050109	0.073260	0.047652	0.069598	0.082092	0.079072
coasm_bin.221	0.000000	0.000000	0.000000	0.000000	0.000135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000513	0.000000	0.000000	0.000000	0.000190	0.000000	0.000000	0.000203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006843	0.000000	0.016862	0.000000	0.000000	0.011146	0.000000	0.000000	0.000000	0.006929	0.022723	0.000000	0.005490	0.004995	0.000000	0.000000	0.015491	0.000000	0.005525	0.000000	0.012466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006185	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
coasm_bin.222	1.110259	2.259315	1.301817	1.102223	1.075062	0.958421	0.918645	0.876758	0.953100	0.972350	0.067431	0.300402	0.316437	0.328428	0.318962	0.298420	0.326296	0.312325	0.327514	0.329343	0.323600	0.321049	0.306297	0.315347	0.327786	0.331103	0.315413	0.338349	0.332962	0.052312	0.061585	0.088608	0.039344	0.067655	0.053963	0.044586	0.229586	0.149198	0.594833	0.110865	0.079532	0.082029	0.032940	0.044953	0.017135	0.022290	0.010327	0.016980	0.022101	0.012472	0.012466	0.000000	0.012219	0.005097	0.005531	0.012426	0.022982	0.045054	0.030923	0.060082	0.060031	0.060445	0.078691	0.143847	0.092684	0.171702	0.097893	0.077282	0.059304	0.047161	0.039072	0.029324	0.020470	0.008209	0.011296
coasm_bin.226	0.027345	0.040445	0.025483	0.020592	0.017189	0.031786	0.025455	0.030340	0.031154	0.032550	0.067431	0.035903	0.039833	0.046945	0.033794	0.048240	0.037365	0.041219	0.030087	0.032460	0.037798	0.037166	0.031118	0.034183	0.039785	0.037434	0.027483	0.032646	0.035683	0.013078	0.013686	0.005538	0.000000	0.018451	0.017988	0.011146	0.018615	0.006217	0.011330	0.027716	0.011362	0.000000	0.000000	0.009990	0.011423	0.000000	0.000000	0.000000	0.011050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008188	0.000000	0.000000
coasm_bin.231	0.001139	0.001249	0.001644	0.002384	0.002436	0.001738	0.002249	0.003105	0.001398	0.001332	0.000000	0.040447	0.033705	0.042101	0.032637	0.038746	0.038764	0.037846	0.038683	0.039483	0.041944	0.036922	0.038033	0.038485	0.046416	0.034832	0.040223	0.039997	0.037130	0.098084	0.102641	0.193831	0.112410	0.116858	0.137906	0.273087	0.229586	0.130548	0.124632	0.304878	0.482872	0.353357	0.422729	0.339643	0.479781	0.345500	0.232366	0.294317	0.248633	0.199551	0.149589	0.136095	0.073314	0.117233	0.088491	0.037279	0.103419	0.193087	0.154617	0.126172	0.042022	0.090667	0.039346	0.058604	0.063720	0.058452	0.038306	0.053762	0.012708	0.032424	0.024420	0.036656	0.032752	0.024628	0.048949
coasm_bin.233	0.060767	0.063557	0.063844	0.082260	0.086487	0.067297	0.071149	0.075921	0.070397	0.069242	0.033715	0.105891	0.107522	0.102645	0.095596	0.108283	0.100506	0.096489	0.110547	0.104213	0.099007	0.108076	0.103319	0.103682	0.097695	0.102094	0.097372	0.098802	0.090654	0.150396	0.157383	0.088608	0.073067	0.110708	0.053963	0.061305	0.099280	0.105682	0.158622	0.845344	0.272681	0.265018	0.203129	0.169822	0.171350	0.094734	0.160074	0.118859	0.132604	0.243203	0.174520	0.094675	0.067204	0.035680	0.071899	0.074557	0.074691	0.102980	0.105139	0.054074	0.030016	0.042311	0.050587	0.069259	0.034756	0.091331	0.034050	0.063842	0.088957	0.038319	0.068376	0.058649	0.049128	0.041046	0.041419
coasm_bin.237	0.451320	0.402423	0.272365	0.324489	0.318336	0.326054	0.305465	0.342914	0.315636	0.336742	0.044954	0.077486	0.073260	0.083458	0.072449	0.074926	0.078727	0.068760	0.077709	0.079536	0.082668	0.078000	0.081354	0.076064	0.075150	0.068062	0.082448	0.087560	0.074018	0.000000	0.054742	0.033228	0.022482	0.018451	0.011992	0.033439	0.037230	0.006217	0.000000	0.006929	0.085213	0.063099	0.049410	0.079916	0.097098	0.055726	0.036146	0.000000	0.016576	0.049888	0.099726	0.142012	0.103861	0.132525	0.016592	0.043492	0.011491	0.006436	0.006185	0.012016	0.006003	0.000000	0.033725	0.047949	0.028964	0.021919	0.068100	0.084003	0.067777	0.106113	0.092796	0.073311	0.057316	0.061569	0.030123
coasm_bin.238	0.017470	0.052001	0.028086	0.018208	0.034920	0.023219	0.023926	0.023849	0.022567	0.025448	0.000000	0.013180	0.015878	0.013227	0.019675	0.015909	0.013388	0.013677	0.017708	0.015376	0.015363	0.018828	0.015457	0.020601	0.015914	0.013212	0.018746	0.018593	0.018083	0.026156	0.006843	0.005538	0.005621	0.000000	0.000000	0.022293	0.012410	0.043516	0.050986	0.034645	0.017043	0.031550	0.027450	0.024974	0.057117	0.050153	0.036146	0.079239	0.093928	0.174607	0.230616	0.366864	0.421554	0.412865	0.586251	0.521901	0.482620	0.521336	0.568990	0.835136	0.744387	0.852273	1.157889	1.086841	0.538724	0.759873	0.591615	0.520816	0.232982	0.285916	0.249084	0.142957	0.073692	0.053360	0.056480
coasm_bin.24	0.000000	0.000468	0.000137	0.000000	0.000812	0.000621	0.003418	0.004516	0.001498	0.001184	0.000000	0.006135	0.010306	0.006334	0.006944	0.003336	0.009391	0.005433	0.006361	0.003607	0.006584	0.007580	0.005288	0.006112	0.005305	0.005205	0.005824	0.006270	0.005304	0.006539	0.109484	0.094146	0.089928	0.043053	0.065955	0.033439	0.018615	0.012433	0.000000	0.069290	0.062489	0.100959	0.043920	0.014984	0.017135	0.022290	0.025818	0.011320	0.022101	0.037416	0.043630	0.029586	0.012219	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
coasm_bin.240	0.003292	0.002342	0.000411	0.001517	0.000000	0.000621	0.000270	0.002540	0.002596	0.001184	0.000000	0.006363	0.005014	0.003726	0.004398	0.005645	0.005395	0.007682	0.004814	0.005885	0.003414	0.004401	0.005898	0.004754	0.007736	0.007207	0.006552	0.005189	0.009162	0.000000	0.000000	0.027690	0.033723	0.024602	0.017988	0.033439	0.062050	0.043516	0.028325	0.027716	0.022723	0.031550	0.065880	0.054942	0.051405	0.039008	0.046473	0.039620	0.022101	0.012472	0.024931	0.005917	0.006109	0.010194	0.022123	0.012426	0.022982	0.019309	0.012369	0.000000	0.000000	0.012089	0.033725	0.000000	0.005793	0.007306	0.012769	0.010080	0.004236	0.008843	0.000000	0.014662	0.008188	0.008209	0.015061
coasm_bin.246	0.001646	0.002342	0.000548	0.002059	0.003519	0.003228	0.002519	0.002117	0.001598	0.003403	0.000000	0.005908	0.006128	0.007265	0.005555	0.004106	0.005595	0.003935	0.006877	0.004556	0.005365	0.005624	0.005695	0.002717	0.006631	0.005805	0.003640	0.008216	0.005304	0.006539	0.006843	0.027690	0.005621	0.024602	0.005996	0.000000	0.018615	0.018650	0.039656	0.034645	0.045447	0.025240	0.049410	0.024974	0.039982	0.050153	0.036146	0.096219	0.077352	0.081068	0.081027	0.082840	0.085533	0.071359	0.077429	0.043492	0.057455	0.025745	0.018554	0.030041	0.024012	0.000000	0.033725	0.021311	0.046342	0.032879	0.029794	0.033601	0.016944	0.041266	0.034188	0.029324	0.077786	0.086196	0.082838
coasm_bin.248	0.026712	0.040445	0.031374	0.028721	0.020167	0.015769	0.021408	0.021873	0.024963	0.029295	0.044954	0.048401	0.045126	0.044337	0.036803	0.043108	0.050153	0.040657	0.043840	0.041381	0.038286	0.046458	0.043728	0.048219	0.038238	0.041238	0.042407	0.042807	0.047256	0.006539	0.047899	0.038766	0.039344	0.036903	0.017988	0.011146	0.024820	0.024866	0.022660	0.145510	0.119298	0.044170	0.038430	0.039958	0.057117	0.016718	0.036146	0.022640	0.044201	0.037416	0.062329	0.059172	0.079423	0.071359	0.088491	0.093197	0.057455	0.057926	0.098955	0.090123	0.114059	0.132979	0.151762	0.133191	0.156404	0.179009	0.170249	0.208326	0.165205	0.200436	0.195360	0.157619	0.131008	0.151870	0.105430
coasm_bin.249	0.194580	0.134297	0.116865	0.115425	0.066591	0.070898	0.087520	0.096383	0.079883	0.082114	0.101146	0.128387	0.130642	0.146982	0.131010	0.129837	0.125283	0.145951	0.133756	0.138001	0.120466	0.141574	0.121827	0.124283	0.115819	0.125515	0.124309	0.121071	0.119104	0.078467	0.116327	0.094146	0.061826	0.086106	0.101931	0.055732	0.037230	0.105682	0.067981	4.406874	1.056638	0.435386	0.301949	0.239748	0.148504	0.195040	0.134256	0.079239	0.116029	0.118483	0.024931	0.047337	0.085533	0.050971	0.171451	0.136688	0.080437	0.102980	0.061847	0.060082	0.054028	0.054400	0.073071	0.047949	0.046342	0.040186	0.025537	0.033601	0.008472	0.014738	0.009768	0.007331	0.000000	0.008209	0.022592
coasm_bin.25	0.000127	0.000156	0.000137	0.000867	0.000271	0.000497	0.000180	0.000282	0.000000	0.000148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000257	0.000400	0.000000	0.000172	0.000569	0.000244	0.000245	0.000000	0.000000	0.000000	0.000400	0.000364	0.000216	0.000482	0.000000	0.000000	0.000000	0.000000	0.000000	0.011992	0.005573	0.000000	0.000000	0.000000	0.000000	0.005681	0.031550	0.010980	0.000000	0.000000	0.011145	0.000000	0.022640	0.005525	0.006236	0.037397	0.029586	0.018328	0.000000	0.033184	0.031066	0.028727	0.019309	0.006185	0.000000	0.006003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004236	0.000000	0.000000	0.003666	0.000000	0.000000	0.000000
coasm_bin.250	0.077984	0.072146	0.045485	0.070339	0.062936	0.081948	0.083562	0.097229	0.088071	0.090991	0.320297	0.939608	0.921178	0.942250	0.951792	0.944014	0.960505	0.969388	0.980480	0.997901	0.982749	0.966570	0.968516	0.948759	0.964792	0.942263	0.939505	0.978726	0.990206	2.772510	2.812372	3.450186	3.349820	3.315087	4.790742	5.801705	6.341524	7.553152	6.027646	2.397450	1.823553	2.038112	2.514411	2.402477	0.656843	1.933686	1.605907	2.179081	2.315045	2.799950	2.349788	2.136095	1.240225	0.667720	1.056358	0.950606	1.051422	0.913947	0.865854	0.817111	1.722896	1.758946	1.304030	1.417155	7.959219	1.212874	1.583316	2.661201	4.193671	5.049225	4.356532	5.274733	3.950708	2.257522	3.298441
coasm_bin.251	0.002532	0.005309	0.003425	0.004444	0.003248	0.002732	0.002069	0.005645	0.005791	0.002367	0.000000	0.006590	0.005850	0.004098	0.005092	0.004106	0.003996	0.005621	0.004814	0.006644	0.005121	0.006357	0.003661	0.004754	0.002652	0.008608	0.006552	0.004756	0.004581	0.006539	0.013686	0.000000	0.000000	0.012301	0.011992	0.016720	0.024820	0.031083	0.067981	0.062361	0.039766	0.069409	0.032940	0.004995	0.034270	0.039008	0.061964	0.033960	0.049727	0.074832	0.062329	0.130178	0.091642	0.112136	0.082960	0.068344	0.063200	0.070799	0.092770	0.042057	0.042022	0.066489	0.050587	0.058604	0.052135	0.032879	0.025537	0.033601	0.059304	0.035371	0.048840	0.080642	0.085974	0.082092	0.128022
coasm_bin.255	0.023421	0.028421	0.031648	0.025036	0.021791	0.021729	0.027974	0.017922	0.025163	0.018346	0.000000	0.082940	0.099444	0.091654	0.126381	0.099816	0.094112	0.083936	0.098340	0.097759	0.099494	0.099762	0.086642	0.099834	0.097916	0.095087	0.097190	0.106802	0.087038	0.006539	0.013686	0.182755	0.314748	1.057876	0.719511	0.718943	1.371308	5.035435	8.962157	0.817627	1.954212	0.788743	0.214109	0.054942	0.045693	0.044581	0.397604	0.164139	0.093928	0.106011	0.112191	0.059172	0.024438	0.005097	0.000000	0.018639	0.011491	0.006436	0.006185	0.000000	0.000000	0.000000	0.000000	0.010655	0.005793	0.003653	0.004256	0.000000	0.000000	0.008843	0.009768	0.003666	0.012282	0.008209	0.003765
coasm_bin.256	0.094568	0.142417	0.111385	0.099276	0.186914	0.109761	0.129436	0.130533	0.123818	0.117771	0.033715	0.075669	0.072145	0.075633	0.086800	0.072103	0.076129	0.073069	0.074959	0.078017	0.087545	0.077756	0.065490	0.063839	0.065646	0.076470	0.070072	0.075021	0.065821	0.006539	0.034214	0.016614	0.028103	0.006150	0.005996	0.011146	0.043435	0.031083	0.096306	0.034645	0.051128	0.037860	0.032940	0.014984	0.011423	0.011145	0.010327	0.005660	0.005525	0.006236	0.006233	0.000000	0.012219	0.015291	0.011061	0.000000	0.005745	0.012872	0.000000	0.006008	0.024012	0.000000	0.022483	0.021311	0.034756	0.047492	0.021281	0.023521	0.042360	0.026528	0.019536	0.014662	0.000000	0.004105	0.011296
coasm_bin.258	0.006330	0.007027	0.005480	0.005744	0.006632	0.004222	0.004407	0.003951	0.004893	0.006214	0.000000	0.026586	0.024791	0.023286	0.031248	0.025660	0.020181	0.026605	0.027336	0.022589	0.021460	0.022740	0.022372	0.020601	0.023650	0.023221	0.012558	0.019674	0.032308	0.052312	0.171069	0.066456	0.084308	0.061504	0.101931	0.005573	0.049640	0.093249	0.096306	0.055432	0.056808	0.145129	0.054900	0.064932	0.057117	0.033435	0.030982	0.028300	0.011050	0.012472	0.018699	0.000000	0.000000	0.020388	0.005531	0.043492	0.011491	0.032181	0.030923	0.000000	0.012006	0.012089	0.016862	0.053277	0.052135	0.040186	0.034050	0.053762	0.016944	0.100218	0.268620	0.205271	0.028658	0.016418	0.041419
coasm_bin.260	0.005317	0.004529	0.003562	0.003360	0.002030	0.004718	0.002519	0.003246	0.001997	0.001480	0.005619	0.007953	0.003064	0.006520	0.004629	0.009751	0.005795	0.007307	0.007908	0.003796	0.005853	0.005868	0.005491	0.006565	0.006852	0.005005	0.008008	0.005837	0.007233	0.006539	0.041057	0.027690	0.078687	0.061504	0.011992	0.033439	0.031025	0.024866	0.039656	0.090078	0.130660	0.138819	0.170189	0.189801	0.142792	0.150460	0.253021	0.209418	0.276258	0.729608	0.835203	1.153846	2.040567	2.681074	2.809579	2.721342	2.677392	2.838386	2.671779	3.568854	3.145636	2.520551	2.900343	3.308471	2.861612	4.226793	3.877421	3.192097	1.677469	1.765607	2.212454	2.323962	2.440023	2.392973	1.596506
coasm_bin.261	0.019243	0.014679	0.006439	0.010730	0.004872	0.005215	0.009625	0.005927	0.005093	0.011688	0.005619	0.026359	0.026741	0.029993	0.028702	0.033357	0.023178	0.027729	0.026132	0.031890	0.029019	0.034232	0.023796	0.033051	0.031165	0.025223	0.025481	0.032862	0.028691	0.045773	0.068428	0.049842	0.044964	0.055354	0.059959	0.039012	0.012410	0.024866	0.005665	0.055432	0.051128	0.082029	0.071370	0.049948	0.091387	0.078016	0.077455	0.118859	0.071827	0.193315	0.062329	0.147929	0.164956	0.178398	0.193573	0.211246	0.298765	0.289631	0.346342	0.294400	0.222116	0.187379	0.146141	0.170485	0.133233	0.098637	0.072356	0.087363	0.076249	0.079585	0.063492	0.076977	0.057316	0.102615	0.101664
coasm_bin.265	0.004051	0.005622	0.004795	0.001951	0.004737	0.003601	0.004228	0.005362	0.005292	0.002959	0.005619	0.012725	0.011142	0.015648	0.026619	0.018988	0.011989	0.014614	0.015473	0.014047	0.020728	0.019561	0.012203	0.014488	0.014809	0.016815	0.017290	0.014269	0.011814	0.013078	0.020528	0.027690	0.011241	0.043053	0.035976	0.027866	0.068255	0.087032	0.079311	0.138581	0.090894	0.069409	0.076860	0.079916	0.119945	0.061298	0.015491	0.022640	0.027626	0.018708	0.012466	0.011834	0.000000	0.005097	0.011061	0.012426	0.005745	0.006436	0.000000	0.000000	0.000000	0.006044	0.011242	0.000000	0.017378	0.000000	0.017025	0.023521	0.021180	0.026528	0.068376	0.109967	0.081880	0.086196	0.086603
coasm_bin.268	0.299656	0.215969	0.155363	0.168964	0.154160	0.111499	0.172521	0.138436	0.122919	0.151356	0.011238	0.086121	0.067967	0.085507	0.082865	0.078775	0.075929	0.095365	0.087337	0.082383	0.084131	0.074333	0.073015	0.081497	0.067414	0.082275	0.083540	0.069399	0.071366	0.045773	0.082113	0.055380	0.073067	0.061504	0.095935	0.005573	0.006205	0.018650	0.000000	0.110865	0.335170	0.201918	0.098820	0.054942	0.057117	0.033435	0.061964	0.000000	0.011050	0.018708	0.043630	0.023669	0.012219	0.076456	0.215696	0.590245	0.586038	0.341121	0.333972	0.624850	0.654340	0.610493	0.550840	0.564731	0.619823	0.482227	0.468185	0.527536	0.321938	0.297707	0.258852	0.120963	0.151478	0.250380	0.289931
coasm_bin.27	0.031016	0.034199	0.038087	0.033598	0.035461	0.046437	0.035710	0.041488	0.030755	0.035805	0.151719	0.021814	0.023399	0.018256	0.025924	0.024377	0.023378	0.024919	0.023038	0.024867	0.018289	0.022495	0.024203	0.024223	0.019451	0.021620	0.020566	0.022917	0.021458	0.019617	0.006843	0.000000	0.000000	0.000000	0.005996	0.000000	0.006205	0.006217	0.000000	0.006929	0.005681	0.000000	0.000000	0.004995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.003360	0.004236	0.005895	0.004884	0.000000	0.000000	0.000000	0.000000
coasm_bin.271	0.230660	0.217218	0.228113	0.207764	0.226842	0.194689	0.170722	0.209982	0.196312	0.191156	0.073050	0.062262	0.066574	0.074516	0.068051	0.077748	0.068936	0.059392	0.066534	0.063781	0.068037	0.074333	0.067930	0.072442	0.064983	0.060255	0.057695	0.060535	0.073295	0.019617	0.013686	0.038766	0.033723	0.024602	0.035976	0.011146	0.006205	0.006217	0.005665	0.013858	0.005681	0.012620	0.005490	0.000000	0.000000	0.000000	0.010327	0.005660	0.011050	0.018708	0.000000	0.011834	0.006109	0.005097	0.005531	0.006213	0.000000	0.006436	0.000000	0.000000	0.018009	0.000000	0.000000	0.010655	0.005793	0.007306	0.000000	0.000000	0.004236	0.002948	0.004884	0.003666	0.004094	0.012314	0.003765
coasm_bin.277	0.771358	0.640254	0.773938	0.738500	0.787179	0.723627	0.791008	0.735218	0.729828	0.794214	1.522814	0.579444	0.587470	0.590723	0.603897	0.640975	0.653791	0.657250	0.623395	0.630213	0.659637	0.627182	0.630898	0.665105	0.621976	0.642388	0.632646	0.654430	0.623008	0.634277	0.458464	0.620258	0.629496	0.516637	0.449694	0.529454	0.632911	0.590576	0.662814	0.297949	0.539681	0.416456	0.428219	0.599371	0.691113	0.685428	0.960446	0.894272	0.989005	1.016463	0.959860	0.905325	0.818671	0.652429	0.730048	0.844983	1.068658	1.023364	0.896778	1.129536	1.098571	1.039652	1.006127	0.767182	0.550310	0.580864	0.395829	0.315850	0.194857	0.188646	0.175824	0.120963	0.143290	0.127242	0.165675
coasm_bin.278	0.002532	0.005153	0.001370	0.001951	0.003654	0.001987	0.001349	0.003669	0.002896	0.002071	0.000000	0.011589	0.009749	0.011364	0.015508	0.012060	0.015186	0.007120	0.011519	0.009681	0.010242	0.010514	0.010169	0.010413	0.011494	0.008608	0.006370	0.009296	0.007956	0.000000	0.095799	0.016614	0.022482	0.012301	0.017988	0.055732	0.086870	0.031083	0.152957	0.124723	0.113617	0.170369	0.115290	0.139853	0.251314	0.083589	0.061964	0.045280	0.049727	0.056124	0.031164	0.017751	0.000000	0.000000	0.000000	0.006213	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007306	0.008512	0.000000	0.000000	0.000000	0.000000	0.003666	0.008188	0.000000	0.000000
coasm_bin.279	0.049626	0.040289	0.034662	0.042268	0.023821	0.019245	0.038948	0.022438	0.022167	0.023081	0.095527	0.050900	0.046797	0.056446	0.048840	0.049266	0.043360	0.044029	0.043497	0.054289	0.040724	0.047925	0.040067	0.051162	0.045090	0.046042	0.042771	0.047996	0.048703	0.117701	0.047899	0.044304	0.073067	0.024602	0.029980	0.016720	0.018615	0.000000	0.005665	0.027716	0.028404	0.012620	0.032940	0.049948	0.022847	0.011145	0.020655	0.028300	0.016576	0.012472	0.031164	0.017751	0.061095	0.040777	0.066368	0.055918	0.028727	0.038617	0.012369	0.024033	0.042022	0.018133	0.028104	0.021311	0.023171	0.025573	0.021281	0.010080	0.012708	0.002948	0.004884	0.021993	0.000000	0.008209	0.007531
coasm_bin.28	0.060893	0.052313	0.030826	0.036958	0.025581	0.034642	0.030403	0.031187	0.033151	0.030774	1.815015	0.086803	0.086630	0.084203	0.081939	0.093657	0.078327	0.084686	0.095074	0.078777	0.096568	0.085825	0.094777	0.089873	0.082002	0.085078	0.084632	0.087992	0.074018	0.137318	0.198440	0.105222	0.084308	0.030752	0.071951	0.100318	0.186150	0.142981	0.271924	0.228659	0.323808	0.220848	0.252539	0.189801	0.222755	0.189468	0.175565	0.169799	0.149180	0.230731	0.143356	0.082840	0.128299	0.045874	0.077429	0.080770	0.074691	0.038617	0.055662	0.096131	0.072037	0.060445	0.067450	0.053277	0.104269	0.080371	0.051075	0.057122	0.016944	0.014738	0.024420	0.007331	0.024564	0.016418	0.000000
coasm_bin.280	0.093809	0.094320	0.131661	0.111306	0.154702	0.142913	0.165236	0.144221	0.136300	0.171478	0.314677	0.167925	0.176882	0.163934	0.143972	0.156266	0.169642	0.158879	0.166938	0.163438	0.179480	0.168716	0.149487	0.184047	0.175939	0.162349	0.165442	0.170580	0.184684	0.143857	0.109484	0.060918	0.067446	0.067655	0.041971	0.033439	0.037230	0.062166	0.022660	0.062361	0.039766	0.044170	0.115290	0.039958	0.057117	0.039008	0.041310	0.062259	0.071827	0.049888	0.081027	0.118343	0.207722	0.295632	0.243349	0.341721	0.384947	0.257450	0.315418	0.336458	0.228119	0.199468	0.258558	0.245072	0.133233	0.175355	0.157480	0.134404	0.093193	0.076637	0.087912	0.087973	0.085974	0.061569	0.071542
coasm_bin.286	0.073680	0.079017	0.053021	0.057983	0.053056	0.066676	0.074387	0.065055	0.067201	0.061253	0.033715	0.097937	0.093873	0.098920	0.112956	0.107257	0.106101	0.105670	0.103498	0.108579	0.103152	0.101229	0.105556	0.093721	0.089959	0.087880	0.100648	0.106802	0.109701	0.065389	0.075270	0.110760	0.095549	0.049204	0.095935	0.061305	0.074460	0.024866	0.033990	0.034645	0.039766	0.044170	0.021960	0.029969	0.051405	0.033435	0.025818	0.073579	0.038676	0.006236	0.012466	0.000000	0.000000	0.005097	0.000000	0.006213	0.022982	0.000000	0.012369	0.006008	0.006003	0.000000	0.000000	0.000000	0.005793	0.003653	0.000000	0.003360	0.000000	0.000000	0.004884	0.000000	0.000000	0.000000	0.022592
coasm_bin.289	0.038486	0.036229	0.048226	0.048446	0.042364	0.035263	0.046953	0.033586	0.031654	0.043942	0.084289	0.033176	0.032591	0.046013	0.047914	0.048496	0.045158	0.037659	0.030259	0.046697	0.051698	0.033743	0.033762	0.045955	0.036691	0.038235	0.029303	0.042375	0.053284	0.065389	0.061585	0.022152	0.044964	0.067655	0.053963	0.055732	0.062050	0.049733	0.033990	0.013858	0.045447	0.037860	0.049410	0.049948	0.022847	0.061298	0.046473	0.016980	0.038676	0.049888	0.049863	0.112426	0.128299	0.152913	0.138267	0.105623	0.068946	0.032181	0.092770	0.036049	0.030016	0.054400	0.084312	0.095898	0.052135	0.124210	0.093637	0.057122	0.055068	0.053057	0.034188	0.069646	0.085974	0.090301	0.071542
coasm_bin.290	0.020129	0.016709	0.027675	0.031105	0.051703	0.036628	0.049832	0.035985	0.037046	0.036988	0.050573	0.029768	0.031198	0.028502	0.028702	0.027199	0.028174	0.026417	0.030087	0.034168	0.024142	0.033743	0.026440	0.026713	0.026302	0.035232	0.035855	0.033078	0.036406	0.039234	0.013686	0.027690	0.022482	0.012301	0.017988	0.005573	0.043435	0.006217	0.028325	0.020787	0.022723	0.037860	0.016470	0.029969	0.022847	0.022290	0.036146	0.011320	0.044201	0.024944	0.024931	0.017751	0.042766	0.045874	0.038715	0.062131	0.022982	0.057926	0.080401	0.018025	0.036019	0.036267	0.022483	0.026638	0.046342	0.047492	0.029794	0.033601	0.021180	0.041266	0.024420	0.025659	0.036846	0.016418	0.022592
