genus,functional_category,in_prev_top10,plot_CAP1,plot_CAP2
AAP99,,False,-0.32540395147980583,-0.07736650691524334
Acidaminobacter,,False,-0.014749463055770318,0.01078823985384183
Acidovorax,,False,0.02061481035520025,0.04056742123517883
Aeromonas,,True,0.01789643090524006,0.02851336264993792
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,False,-0.31251579476506186,-0.059354960910032915
Aminobacter,,False,-0.31479642380108275,-0.03987094390695952
Anaerolinea,,False,0.09821461604828265,0.11081359899249664
Aquimonas,,False,-0.11340253039534658,0.09856207317610788
Arenimonas,,False,-0.28941945170936906,0.07041336623813549
Aurantisolimonas,,False,-0.2596880325828497,0.027669703575310876
Azoarcus,,False,0.14350094578211647,-0.08204370531072024
Azospira,,True,-0.11141390112753229,0.11269169309350903
Bdellovibrio,,False,-0.04475666813602777,0.06147162721666654
Beggiatoa,,False,0.010863054081542676,0.020473909942260435
Blastopirellula,,False,-0.036112687882667846,0.08311967107322109
Blvii28_wastewater-sludge_group,,False,0.02468604177705204,0.037405351693586046
Bosea,,False,-0.25706599878326764,0.001894929786728911
Brevundimonas,,False,-0.21071464414085464,-0.050019283300856074
Bryobacter,,False,-0.12834741324221616,0.12473507376552483
C39,,False,0.010604982561879117,0.019987515139050196
Ca_Bealeia,,False,-0.1897033766714021,0.03876315572690386
Ca_Caldilinea,,True,0.22215065609285092,-0.013003856125373144
Ca_Epiflobacter,,False,0.025652606011455924,0.045377010571048516
Ca_Flexifilum,,False,-0.05038372111006463,0.09761678562878809
Ca_Leptovillus,,False,0.2682614605182129,0.03626984289495707
Ca_Methanofastidiosum,,False,0.00703811677955068,0.021055462312100905
Ca_Parvibacillus,,False,0.07785561809220663,0.07503890668991094
Ca_Sarcinithrix,,True,0.26456214114004367,-0.08340114264832538
Ca_Villigracilis,,False,0.2859251287569965,0.010814280313965342
Cephaloticoccus,,False,-0.06170714441931261,0.13390830379315918
Chelatococcus_asaccharovorans,,False,-0.32096234120928785,-0.01950602302615116
Chlorobium,,False,0.09507558096239455,0.002146824254953314
Christensenellaceae_R-7_group,,False,0.012425028250227356,0.029051075054103266
Chryseobacterium,,False,-0.23210660632506883,-0.05528212378849595
Cloacibacterium,,False,-0.3299190803575675,-0.06060845405078236
Clostridium_sensu_stricto_13,,False,0.06699106411758729,0.03959338066044876
Dechlorobacter,,False,-0.03664060027478246,9.139246173104033e-05
Defluviimonas,,False,0.24347179947155537,-0.10755053038851982
Denitratisoma,,True,-0.028967582065097044,0.16282837705892572
Denitromonas,,False,-0.08073029528141047,-0.01666228622746201
Desulfobulbus,,False,0.12695639057094502,-0.023513646303806125
Devosia,,False,0.04291364941844802,-0.016681776414640248
Dokdonella,,True,-0.06931347683867026,0.024527183105425926
Edaphobaculum,,False,0.2027536327870168,-0.12423093311150875
Exiguobacterium,,False,0.0849104593455355,-0.04390856011731817
Flavitalea,,False,-0.31007858524320375,-0.006140319198649581
Flavobacterium,,False,-0.3349972308304617,-0.05215299476306258
Fungi,,False,0.05064801239059036,0.03918996873751472
Fusibacter,,False,-0.1364991956486468,0.055281092293077636
Gemmobacter,,False,-0.3184040477645655,-0.023093534495462545
Herpetosiphon,,False,0.16614661884036988,-0.06436074351656809
Hoeflea,,False,0.1143272202269213,0.015840072884450333
Hydrogenophaga,,True,-0.04456865262704242,0.028271528618973453
Hyphomicrobium,,False,0.11205096173912041,-0.05896840834173509
IMCC26207,,False,0.19139281804385475,-0.08185373322752973
Ignavibacterium,,False,0.008263180196980363,0.10800767707217991
Inhella,,False,-0.31299840880988805,-0.04499778665683828
LD29,,False,-0.13090217713067195,0.09662406803736745
Lacihabitans,,False,0.1445032145740578,-0.0530356915993008
Leadbetterella,,False,0.28861236630961784,-0.09555342626026259
Leifsonia,,False,0.06995703588155398,-0.01299467461240349
