Feature ID	Taxon	Confidence
003284e7643a47fcdab27891cced2a66	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__D05-2; g__midas_g_31688; s__midas_s_31688	0.9975756007519377
00513cae3b2877bc7a7730f40312f97f	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Competibacterales; f__Competibacteraceae; g__Ca_Competibacter	0.9898134542543937
005cf4f1d005d86d57ffdd01808ea21e	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Aurantisolimonas	0.9999902977654848
006a3bfa4e7ea6a4788e31b776b7e6c1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingopyxis; s__midas_s_41450	0.8122261658398109
00857485ad05de1627ccc3881aaabdb0	k__Bacteria; p__Myxococcota; c__bacteriap25; o__midas_o_25924; f__midas_f_73008; g__midas_g_73008; s__midas_s_73008	0.9993056560057001
009564af4e60c5118899caed7c0dd586	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium; s__Sediminibacterium_salmoneum	0.719917575884557
00a674ff1b3eedd6d12d958bed100a74	k__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__midas_f_2390; g__midas_g_6890	0.9999819435689832
00c3ca16f3d6ddeff7533f98676fa214	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__midas_g_1668; s__midas_s_30548	0.7723430964021379
00db0c0419e71a3222dc483990c535b9	k__Bacteria	0.9936509633530675
00dd8e42dc15418793a226b9e5a15faf	k__Bacteria	0.997994169447965
00f36962721c382fa009aab208745ba0	k__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__midas_g_10988; s__midas_s_28486	0.822169277315437
00f9ebbd116e56c9858776b48b74565e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__midas_s_58718	0.9428969646542334
00fb9aad4ff840201dfcb1ca02405c04	k__Bacteria	0.9941007548760143
010986139ed60489250b7a421e4d63d9	k__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__midas_g_6110; s__midas_s_37804	0.9459692460480879
010c4e8cfb1c11912d23e854660dd57b	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9988724617326817
011befe1668bc005622daeaefd053a7b	k__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Ca_Shapirobacteria; f__midas_f_2290	0.904577961700539
012538fa4337eb1e9e3874a2e0792491	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter	0.9190541023709529
0138936a169c4a0914606cedbcd38fa6	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__midas_o_5; f__midas_f_5; g__midas_g_399; s__midas_s_18349	0.9849626905209777
01678bd1450874fd4ee087d0d2ee5349	k__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__Desulfovibrio_paquesii	0.9999974374072601
016fa797236db441417c96f55f929969	k__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__0319-6G20; f__midas_f_9443; g__midas_g_9443	0.9999996555169349
01a7c19fe64d4300e6e5a8a7280a10bb	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999997254242919
01e6385565684b446c620b0be139197b	k__Bacteria	0.9929861228691811
0201ad826209ed7fb2b6de607f76957e	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Anaerolinea; s__midas_s_26471	0.9999653301127102
0203cb85481b6a76d794ca9f1001c499	k__Bacteria; p__Planctomycetota; c__Pla4_lineage; o__midas_o_40607; f__midas_f_45449; g__midas_g_45449; s__midas_s_45449	0.9938553088983967
024ff7a3d8178eb2902938d9b3559288	k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__midas_o_5; f__midas_f_5; g__midas_g_3281; s__midas_s_65744	0.7322293617649541
026170bed2fa94c8277a5244500b93cd	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Aquimonas; s__Aquimonas_voraii	0.9871726703250234
026600da36b900cf6ff6ee481b90793a	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera	0.9936607999756738
027118164bf6cedbd3fbb210686cc4a4	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae	0.9999866498146408
027867aaaa14717d1963e634425f886e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__midas_s_4750	0.841821509505864
02969019e96fef0fe3e2f02f38316afa	k__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae	0.9994754226560657
02b7af11150741f6de128690c4aa3340	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.9999993144723855
02ba8019542c93b74df972fc25fe10af	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Azospira; s__midas_s_1294	0.9655811813808731
02da44e500ade6eb6bd919f883d0dd32	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__midas_f_12777; g__midas_g_50688; s__midas_s_50688	0.9999991840617416
02f9493dbcd235f6075e0e3ae622c7ca	k__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__midas_g_8315; s__midas_s_61093	0.9985283678525214
030b136dcdd837ecdce0a7a95adc2d56	k__Bacteria; p__Planctomycetota; c__OM190; o__midas_o_35381; f__midas_f_35381	0.9705427108451009
03174ff6cb4a5f7bcc5b7e4ef924c60e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Thauera	0.9999509324066785
032641f730d95c79b76dd4cbae0c246d	k__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__midas_g_8808; s__midas_s_8808	0.9953298190936378
033af4ac7057fa72e75b20588418c9ce	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__midas_g_27875; s__midas_s_27875	0.8163759015874074
034e485b2f313e4a9185045f02cc7220	k__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Anaeromyxobacteraceae; g__Anaeromyxobacter; s__midas_s_42239	0.9884380242493461
0352c42e74bd96a671fe5854263a5f5e	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae	0.9925857569337129
038885272dbaefde0423e01959faac01	k__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Ca_Collierbacteria; f__midas_f_28139; g__midas_g_57021; s__midas_s_57021	0.9999960368221628
039bd133ce59253899414b6c8ba6d67e	k__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__SJA-28; f__midas_f_31; g__midas_g_55441; s__midas_s_55441	0.999999987608419
039cb9ac8d5af2c99ca408814ddc77d1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Thauera	0.9999778823530179
03ba4c458f3389eca8eb21b22290ed10	k__Bacteria; p__Desulfobacterota; c__Syntrophorhabdia; o__Syntrophorhabdales; f__Syntrophorhabdaceae; g__Syntrophorhabdus	0.9999999998708275
03bed64096e13e23200fd80d0ae715cb	k__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__midas_f_5391; g__midas_g_5391; s__midas_s_5391	0.9990173475977538
03d60eb1912411d9516686d1c0e8d77a	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Thauera	0.9999694036765173
03ed5312cd679b937d3c7931ab12461a	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9	0.9999984412605573
03f4e6a353b02382d205f0d832831e81	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Macellibacteroides	0.9999920214775486
03f77fdbf7ce18584760066d1364d36c	k__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Ca_Pacebacteria; f__midas_f_46393; g__midas_g_46393; s__midas_s_46393	0.9998089580388791
03fd988de7a0981d1db2c0b6d206c259	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__midas_f_2019; g__midas_g_2019; s__midas_s_51741	0.99572841316283
040c74eae6a3629f697268413ded437a	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Pleomorphomonadaceae; g__midas_g_7101; s__midas_s_34709	0.9410718626210364
042ad52e2c8d4dce2d2cc2e796463849	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	0.9999285236833264
0435b3a5879a68e5afbc66915ecda61d	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Lacihabitans	0.999998633284588
04790f5aba82b91059a546812ad694dc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter; s__midas_s_29079	0.9515510590204416
0480b6a16673d25ac01d1da0b2833512	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Sulfuritalea; s__midas_s_22252	0.7163574191882431
0493af645ecdf91cff6896ec5d5aca21	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria	0.7273476659322725
049a47aba1aa118b203038be18526b1b	k__Bacteria; p__Bacteroidota; c__Ignavibacteria; o__SJA-28; f__midas_f_31; g__midas_g_171	0.9999999994658543
049e6f182990799b700d79450499710f	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Ensifer; s__midas_s_40162	0.8665090597338652
04bc2a095282907ef4df7a2a9447166f	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__midas_g_467; s__midas_s_1462	0.9853154975516649
04c76aef3814297a297700d39de56c6c	k__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales; f__Spirochaetaceae; g__midas_g_39476; s__midas_s_54616	0.7952263266972895
04cf15134dd14ddeb54a2e95c09d4349	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__midas_s_116344	0.9988210607810792
04dee080600d54204c5137107b0f3bc7	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae	0.7563373114237484
04f5c0bee93d6ee05c38c74e0bc674ce	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.9798628687419063
