parameter,ASV,rho_interp,p_interp,n_interp,rho_meas,p_meas,n_meas,q_interp,q_meas,confirmed
A_time [minutes],Clostridia_vadinBB60_group,-0.08920782924821664,0.446593860393081,75,-0.08920782924821664,0.446593860393081,75,0.5807892713556521,0.653429479185837,False
A_time [minutes],Clostridium_sensu_stricto_13,-0.22865914853278518,0.04847132513308733,75,-0.22865914853278518,0.04847132513308733,75,0.1055366055837044,0.15037376387499896,False
A_time [minutes],Comamonadaceae,0.5776257784737441,5.7722876879461134e-08,75,0.5776257784737441,5.7722876879461134e-08,75,1.5064298231420821e-06,2.3254262993739464e-06,True
A_time [minutes],Corynebacterium,0.36970652524239045,0.001096721526160753,75,0.36970652524239045,0.001096721526160753,75,0.005023909767905101,0.008083258405077245,True
A_time [minutes],Cytophaga_xylanolytica_group,0.6692710561885223,5.2394131765981545e-11,75,0.6692710561885223,5.2394131765981545e-11,75,3.4904870146461574e-09,4.240211703076837e-09,True
A_time [minutes],Dechlorobacter,0.48893484392918146,8.551724875853774e-06,75,0.48893484392918146,8.551724875853774e-06,75,9.390235234929062e-05,0.00015233037829120468,True
A_time [minutes],Defluviicoccus,0.5132963353150871,2.488143274590615e-06,75,0.5132963353150871,2.488143274590615e-06,75,3.3888153861373943e-05,5.3612445652499666e-05,True
A_time [minutes],Defluviimonas,-0.3895667931273122,0.0005510382197603451,75,-0.3895667931273122,0.0005510382197603451,75,0.0029659909546832,0.004673429350754984,True
A_time [minutes],Denitratisoma,-0.17045907514576622,0.14370041776192471,75,-0.17045907514576622,0.14370041776192471,75,0.25012029308611466,0.3240708488770295,False
A_time [minutes],Denitromonas,0.3480187662369857,0.0022166020778813015,75,0.3480187662369857,0.0022166020778813015,75,0.008883449265420123,0.014037114082849054,True
A_time [minutes],Desulfobacterium_catecholicum_group,0.759563648857361,2.8045536755504308e-15,75,0.759563648857361,2.8045536755504308e-15,75,6.155847709745009e-13,4.1475111765909823e-13,True
A_time [minutes],Desulfobulbus,-0.08183872669442004,0.485169490794315,75,-0.08183872669442004,0.485169490794315,75,0.6167238826227978,0.6832324486379351,False
A_time [minutes],Desulfomicrobium,0.5714077805109691,8.605395773733092e-08,75,0.5714077805109691,8.605395773733092e-08,75,2.101167595712909e-06,3.2338668286079973e-06,True
A_time [minutes],Desulfovibrio,0.7024999838670618,2.154480283833152e-12,75,0.7024999838670618,2.154480283833152e-12,75,1.887614406659197e-10,2.0130680324761034e-10,True
A_time [minutes],Devosia,0.32918105277826387,0.003929761743420862,75,0.32918105277826387,0.003929761743420862,75,0.013966830044965366,0.022198456278581816,True
A_time [minutes],Diaphorobacter,0.5058089559192213,3.6734780908073092e-06,75,0.5058089559192213,3.6734780908073092e-06,75,4.673542718091154e-05,7.528615716314561e-05,True
A_time [minutes],Dietzia,0.6512058801796966,2.5179470092944347e-10,75,0.6512058801796966,2.5179470092944347e-10,75,1.37445630989025e-08,1.841954402955744e-08,True
A_time [minutes],Dinghuibacter,0.5627717570633325,1.478343201086226e-07,75,0.5627717570633325,1.478343201086226e-07,75,3.2399232270833296e-06,4.998057177119761e-06,True
A_time [minutes],Dokdonella,0.037877100227786495,0.7469742433028633,75,0.037877100227786495,0.7469742433028633,75,0.82957369701214,0.8517230707442837,False
A_time [minutes],Dongia,0.2935020800320089,0.010598555916441023,75,0.2935020800320089,0.010598555916441023,75,0.031251284403866084,0.047537912108535564,True
A_time [minutes],Edaphobaculum,0.05083176350503459,0.6649404382985704,75,0.05083176350503459,0.6649404382985704,75,0.7668715085258044,0.8019662921348314,False
A_time [minutes],Ellin6067,0.24656640924198514,0.03296529237115873,75,0.24656640924198514,0.03296529237115873,75,0.07760129561113138,0.11204274966625972,False
A_time [minutes],Emticicia,0.7960913989756578,1.3865249333758353e-17,75,0.7960913989756578,1.3865249333758353e-17,75,7.4132866437828e-15,3.000148055839334e-15,True
A_time [minutes],Enterococcus,0.5352153943248863,7.528683001377979e-07,75,0.5352153943248863,7.528683001377979e-07,75,1.2518987076932505e-05,1.9200943892844384e-05,True
A_time [minutes],Exiguobacterium,0.17258618423444894,0.13869404911985916,75,0.17258618423444894,0.13869404911985916,75,0.24372562887639504,0.3161916822296628,False
A_time [minutes],Ferruginibacter,0.7805123109330815,1.5105456799553373e-16,75,0.7805123109330815,1.5105456799553373e-16,75,5.525947108496262e-14,2.7973672970416136e-14,True
A_time [minutes],Fimbriiglobus,0.7547703144077385,5.250016476516083e-15,75,0.7547703144077385,5.250016476516083e-15,75,1.0732680741991507e-12,7.442713013190663e-13,True
A_time [minutes],Flavihumibacter,0.6012023283594106,1.174426306088979e-08,75,0.6012023283594106,1.174426306088979e-08,75,4.0080421169504725e-07,5.597597717937413e-07,True
A_time [minutes],Flavitalea,0.7294047939177667,1.1581861660779837e-13,75,0.7294047939177667,1.1581861660779837e-13,75,1.4548492731962721e-11,1.315341150823151e-11,True
A_time [minutes],Flavobacterium,0.7796659546463953,1.7102359304318387e-16,75,0.7796659546463953,1.7102359304318387e-16,75,6.044379596841475e-14,3.1111159102616704e-14,True
A_time [minutes],Flexifilaceae,0.4256996926692585,0.00014033309574594568,75,0.4256996926692585,0.00014033309574594568,75,0.0009859251052878905,0.001550907051695516,True
A_time [minutes],Fluviicola,0.5334407861317022,8.319918959182787e-07,75,0.5334407861317022,8.319918959182787e-07,75,1.3671154463111069e-05,2.0882082310740093e-05,True
A_time [minutes],Fungi,-0.25185568609255543,0.02927463888142315,75,-0.25185568609255543,0.02927463888142315,75,0.07052972500929354,0.10269103700452803,False
A_time [minutes],Fusibacter,0.5549606492002385,2.3804095415315925e-07,75,0.5549606492002385,2.3804095415315925e-07,75,4.795777754590992e-06,7.413893717533851e-06,True
A_time [minutes],Gemmatimonas,0.6932464165713377,5.46963692604415e-12,75,0.6932464165713377,5.46963692604415e-12,75,4.369841731106231e-10,4.784419431989939e-10,True
A_time [minutes],Gemmobacter,0.8356589640809403,1.1154047538552795e-20,75,0.8356589640809403,1.1154047538552795e-20,75,1.6613157090993064e-17,3.1408575507190584e-18,True
A_time [minutes],Geothrix,0.29347667799982374,0.010605607361828376,75,0.29347667799982374,0.010605607361828376,75,0.031253268048169205,0.047537912108535564,True
A_time [minutes],Glutamicibacter,0.5857953121565729,3.372443850610328e-08,75,0.5857953121565729,3.372443850610328e-08,75,9.713010935487096e-07,1.4382563442561393e-06,True
A_time [minutes],Haliangium,0.6685702371160731,5.579695353678753e-11,75,0.6685702371160731,5.579695353678753e-11,75,3.6446630698964642e-09,4.470268461746301e-09,True
A_time [minutes],Haliscomenobacter,0.28061278671339246,0.014745357385797575,75,0.28061278671339246,0.014745357385797575,75,0.040794771422137596,0.0612581985494048,False
A_time [minutes],Halomonas,0.4785769231156923,1.4056192571028116e-05,75,0.4785769231156923,1.4056192571028116e-05,75,0.00014332505011788668,0.00022591015988276307,True
A_time [minutes],Herpetosiphon,0.1015717249980228,0.38588275572634284,75,0.1015717249980228,0.38588275572634284,75,0.5224613481206222,0.594618135435585,False
A_time [minutes],Hoeflea,-0.08061422751544096,0.49174628522873093,75,-0.08061422751544096,0.49174628522873093,75,0.6229204507374703,0.6893838245344814,False
A_time [minutes],Holophagaceae,0.6446601587580886,4.334523222441419e-10,75,0.6446601587580886,4.334523222441419e-10,75,2.2261940451809967e-08,3.0101506540711425e-08,True
A_time [minutes],Hydrogenedensaceae,0.528470840919295,1.0973794916233975e-06,75,0.528470840919295,1.0973794916233975e-06,75,1.7192003876281807e-05,2.6229921895128557e-05,True
A_time [minutes],Hydrogenophaga,0.4621481036861367,2.9933207512586727e-05,75,0.4621481036861367,2.9933207512586727e-05,75,0.0002739979117877342,0.00042260097089885494,True
A_time [minutes],Hyphomicrobium,-0.0650807825983966,0.5790736839432651,75,-0.0650807825983966,0.5790736839432651,75,0.6965654918340801,0.7439431805112856,False
A_time [minutes],IMCC26207,-0.31949932097752826,0.005204306394473146,75,-0.31949932097752826,0.005204306394473146,75,0.017547009022085138,0.027779725329729932,True
A_time [minutes],Iamia,0.34216731303020625,0.002658047749322865,75,0.34216731303020625,0.002658047749322865,75,0.010242956225225534,0.016314968508534134,True
A_time [minutes],Idiomarina_sp,0.6530948082512666,2.147360616634817e-10,75,0.6530948082512666,2.147360616634817e-10,75,1.2004494256855014e-08,1.5993168418675833e-08,True
A_time [minutes],Ignavibacteriales,0.04882814785969598,0.6774026417665282,75,0.04882814785969598,0.6774026417665282,75,0.7760672427952116,0.8102845843101361,False
A_time [minutes],Ignavibacterium,-0.057448369983661,0.6244411506803103,75,-0.057448369983661,0.6244411506803103,75,0.7348107716696293,0.7761057073211475,False
A_time [minutes],Inhella,0.7703594773690392,6.467401749972425e-16,75,0.7703594773690392,6.467401749972425e-16,75,1.8473734423345893e-13,1.0808447997758795e-13,True
A_time [minutes],Intrasporangiaceae,0.3611901306533526,0.0014542047947624188,75,0.3611901306533526,0.0014542047947624188,75,0.0063078118335597585,0.009985786703587275,True
A_time [minutes],JGI_0001001-H03,0.12273726641688977,0.29415257226002095,75,0.12273726641688977,0.29415257226002095,75,0.43004062516763353,0.5070797584265198,False
A_time [minutes],KCM-B-112,0.08929428870554237,0.44615165568315035,75,0.08929428870554237,0.44615165568315035,75,0.5804891438292341,0.6530722377143658,False
A_time [minutes],Kocuria,0.39937725958693443,0.00038590673067540515,75,0.39937725958693443,0.00038590673067540515,75,0.00222968333279123,0.0035256438914505013,True
A_time [minutes],LD29,0.15421500490920198,0.18649216569048904,75,0.15421500490920198,0.18649216569048904,75,0.3051902871588509,0.3806506759938132,False
A_time [minutes],Lacihabitans,-0.20638959052479164,0.07564293213561446,75,-0.20638959052479164,0.07564293213561446,75,0.1505638049724926,0.20995356642987995,False
A_time [minutes],Lacunisphaera,0.7493541348479283,1.0481870435037342e-14,75,0.7493541348479283,1.0481870435037342e-14,75,1.9342297549681297e-12,1.4269227063750173e-12,True
A_time [minutes],Lautropia,0.6485778502191348,3.1364639448782084e-10,75,0.6485778502191348,3.1364639448782084e-10,75,1.6599377202690458e-08,2.223212167272981e-08,True
A_time [minutes],Leadbetterella,-0.5627454890985423,1.4807437346107871e-07,75,-0.5627454890985423,1.4807437346107871e-07,75,3.2399232270833296e-06,4.998057177119761e-06,True
A_time [minutes],Legionella,0.5716223542995578,8.48879150571557e-08,75,0.5716223542995578,8.48879150571557e-08,75,2.0824503585550714e-06,3.2017540952566836e-06,True
A_time [minutes],Leifsonia,0.1623621652591446,0.1640027659767511,75,0.1623621652591446,0.1640027659767511,75,0.2778054976561506,0.355881104677578,False
A_time [minutes],Lentimicrobium,0.5572196259665165,2.0766650245292148e-07,75,0.5572196259665165,2.0766650245292148e-07,75,4.283147288969653e-06,6.628496532711435e-06,True
A_time [minutes],Leptolinea,-0.33472569780630584,0.0033322814626311425,75,-0.33472569780630584,0.0033322814626311425,75,0.012311256743229018,0.0195983951421667,True
A_time [minutes],Leptonema,0.20867175580711206,0.07239401593056108,75,0.20867175580711206,0.07239401593056108,75,0.1454717182407304,0.20288089863239447,False
A_time [minutes],Leucobacter,0.5197143567692343,1.768499048494962e-06,75,0.5197143567692343,1.768499048494962e-06,75,2.557333020750135e-05,3.9817378358009245e-05,True
A_time [minutes],Longilinea,-0.3323347521441938,0.003579200727192721,75,-0.3323347521441938,0.003579200727192721,75,0.013020497830324948,0.020643672881081248,True
A_time [minutes],Luteimonas,0.2989606674116986,0.009174843380502772,75,0.2989606674116986,0.009174843380502772,75,0.02786800206412874,0.04248661422158481,True
A_time [minutes],Luteitalea,0.37857183943460837,0.0008109232108504202,75,0.37857183943460837,0.0008109232108504202,75,0.00398899995108586,0.006344755561295062,True
A_time [minutes],Luteolibacter,0.6159056461725485,4.0684309644064725e-09,75,0.6159056461725485,4.0684309644064725e-09,75,1.6009332147648833e-07,2.2541958734323302e-07,True
A_time [minutes],Lysinibacillus,0.18265743591653769,0.11676024025516521,75,0.18265743591653769,0.11676024025516521,75,0.21308283999656094,0.2834010507362352,False
A_time [minutes],Lysobacter,-0.50863534591599,3.1745102744901204e-06,75,-0.50863534591599,3.1745102744901204e-06,75,4.160583799099182e-05,6.64513576399378e-05,True
A_time [minutes],M2PT2-76_termite_group,-0.47568953140107817,1.6098722085753835e-05,75,-0.47568953140107817,1.6098722085753835e-05,75,0.00016154874742779613,0.0002522296731667346,True
A_time [minutes],Mesorhizobium,-0.2678452087536331,0.02016458735322282,75,-0.2678452087536331,0.02016458735322282,75,0.05253929470066253,0.07789950340778956,False
A_time [minutes],Methylotenera,0.32434021978021804,0.004527391717640037,75,0.32434021978021804,0.004527391717640037,75,0.01568192227512127,0.02485048441864048,True
A_time [minutes],Micrococcaceae,0.1017375827707885,0.38510345999810675,75,0.1017375827707885,0.38510345999810675,75,0.5216326517132988,0.5936662878846946,False
A_time [minutes],Micrococcus,0.5197385522091825,1.7662009537323655e-06,75,0.5197385522091825,1.7662009537323655e-06,75,2.557333020750135e-05,3.9817378358009245e-05,True
A_time [minutes],Micropruina,0.3348862099538455,0.0033162625599275097,75,0.3348862099538455,0.0033162625599275097,75,0.012268995632665248,0.01955510418298046,True
A_time [minutes],Microscillaceae,0.6224303451921679,2.497045441863881e-09,75,0.6224303451921679,2.497045441863881e-09,75,1.0497659587448718e-07,1.4921298285742423e-07,True
A_time [minutes],Millisia,-0.1602632821678328,0.16959525774076237,75,-0.1602632821678328,0.16959525774076237,75,0.28496376425546954,0.36405598560141095,False
A_time [minutes],Mycobacterium,0.4532167876748478,4.443112686459412e-05,75,0.4532167876748478,4.443112686459412e-05,75,0.00038017146384099985,0.0005784206737356535,True
A_time [minutes],NS9_marine_group,0.4966364296483599,5.847597104652917e-06,75,0.4966364296483599,5.847597104652917e-06,75,6.869526469082964e-05,0.0001123394449376125,True
A_time [minutes],Nannocystis,0.1854573688499726,0.11116362338462071,75,0.1854573688499726,0.11116362338462071,75,0.20502245487494347,0.273826176428312,False
A_time [minutes],Niabella,0.7627915500416702,1.823485484973457e-15,75,0.7627915500416702,1.823485484973457e-15,75,4.421316201472852e-13,2.861341040390411e-13,True
A_time [minutes],Nitrosomonas,0.2900054711540734,0.011608451795766217,75,0.2900054711540734,0.011608451795766217,75,0.033605363993518975,0.050879175930441445,False
A_time [minutes],Nitrospira,0.5742923077388306,7.157584815412614e-08,75,0.5742923077388306,7.157584815412614e-08,75,1.798192271939564e-06,2.786577906545865e-06,True
A_time [minutes],Niveibacterium,0.743996189227455,2.042079351630006e-14,75,0.743996189227455,2.042079351630006e-14,75,3.201611927833751e-12,2.5440595849761457e-12,True
A_time [minutes],Nordella,0.603146761869312,1.023944547983391e-08,75,0.603146761869312,1.023944547983391e-08,75,3.588452388999945e-07,5.011477173415853e-07,True
A_time [minutes],Novosphingobium,-0.2604403555847124,0.024027194308023875,75,-0.2604403555847124,0.024027194308023875,75,0.06033418300950311,0.08858681605656162,False
A_time [minutes],OLB12,0.6748917425173371,3.1435617276146997e-11,75,0.6748917425173371,3.1435617276146997e-11,75,2.1849849714740574e-09,2.5951427659778218e-09,True
A_time [minutes],OLB15,-0.35218110815989684,0.0019438835149760889,75,-0.35218110815989684,0.0019438835149760889,75,0.007975965968965252,0.012573968054771309,True
A_time [minutes],Ochrobactrum,0.5036917172243918,4.094500548927544e-06,75,0.5036917172243918,4.094500548927544e-06,75,5.100270337290152e-05,8.251622870956333e-05,True
A_time [minutes],Oikopleura,0.6294177206605986,1.4618338942543147e-09,75,0.6294177206605986,1.4618338942543147e-09,75,6.527229199783934e-08,9.078385960813201e-08,True
A_time [minutes],Ornatilinea,0.283322542319014,0.013772961110293438,75,0.283322542319014,0.013772961110293438,75,0.03860131519782779,0.05820661771858386,False
A_time [minutes],P3OB-42,0.5598603159925716,1.768092525089345e-07,75,0.5598603159925716,1.768092525089345e-07,75,3.7429710998135047e-06,5.815185591317852e-06,True
A_time [minutes],Pajaroellobacter,0.7474001683848958,1.3393751204895226e-14,75,0.7474001683848958,1.3393751204895226e-14,75,2.270621952231506e-12,1.7536429921517597e-12,True
A_time [minutes],Paludibacter,0.38410119032400525,0.0006688382697194709,75,0.38410119032400525,0.0006688382697194709,75,0.003457267129447299,0.0054385440950765205,True
A_time [minutes],Paludisphaera,0.5664127226505978,1.1790008983171497e-07,75,0.5664127226505978,1.1790008983171497e-07,75,2.710532164466285e-06,4.185758629673115e-06,True
A_time [minutes],Pannonibacter,0.7898597637586272,3.692291612868979e-17,75,0.7898597637586272,3.692291612868979e-17,75,1.571258463500897e-14,7.228452037536642e-15,True
A_time [minutes],Paracoccus,-0.39772086751338415,0.0004101445567594331,75,-0.39772086751338415,0.0004101445567594331,75,0.002341181028619682,0.003684847687389382,True
A_time [minutes],Parcubacteria,-0.4555734516094202,4.0076333330688254e-05,75,-0.4555734516094202,4.0076333330688254e-05,75,0.00035023960712971984,0.0005308048375938324,True
A_time [minutes],Pedobacter,0.46289040835957534,2.895213236991202e-05,75,0.46289040835957534,2.895213236991202e-05,75,0.0002661860071328948,0.00041243245529862195,True
A_time [minutes],Pedomicrobium,0.0027508815695603374,0.9813126709259362,75,0.0027508815695603374,0.9813126709259362,75,0.9883274639754454,0.9904260129072033,False
A_time [minutes],Peptostreptococcales-Tissierellales,0.42087619704447626,0.0001699764212859214,75,0.42087619704447626,0.0001699764212859214,75,0.0011526336054159456,0.0018226579634603025,True
A_time [minutes],Persicitalea,-0.39458542941768476,0.0004598741766551769,75,-0.39458542941768476,0.0004598741766551769,75,0.0025619279539443626,0.004032923880257601,True
A_time [minutes],Phaeodactylibacter,-0.5262211424503195,1.242102113631742e-06,75,-0.5262211424503195,1.242102113631742e-06,75,1.907239563582407e-05,2.9381646775390205e-05,True
A_time [minutes],Phenylobacterium,0.7120326324105274,7.94413336213217e-13,75,0.7120326324105274,7.94413336213217e-13,75,7.563975747359818e-11,7.73931779108952e-11,True
A_time [minutes],Phreatobacter,-0.5059442328231486,3.648008654809519e-06,75,-0.5059442328231486,3.648008654809519e-06,75,4.655341277239173e-05,7.498846590826448e-05,True
A_time [minutes],Pir4_lineage,-0.3348118822864945,0.0033236718067066796,75,-0.3348118822864945,0.0033236718067066796,75,0.01228941201781892,0.019576331707353154,True
A_time [minutes],Pirellula,0.6337179421257045,1.0444379298055216e-09,75,0.6337179421257045,1.0444379298055216e-09,75,4.8721744322829385e-08,6.815703519073746e-08,True
A_time [minutes],Piscinibacter,0.6255365443086606,1.9713794216467906e-09,75,0.6255365443086606,1.9713794216467906e-09,75,8.528465497962423e-08,1.20606176760034e-07,True
A_time [minutes],Planctomicrobium,0.7448593166521672,1.8361168226876533e-14,75,0.7448593166521672,1.8361168226876533e-14,75,2.9451313835909956e-12,2.3155348102556686e-12,True
A_time [minutes],Planococcus,0.5983973517901647,1.4289995851454022e-08,75,0.5983973517901647,1.4289995851454022e-08,75,4.6593850493104763e-07,6.527670104944197e-07,True
A_time [minutes],Plasticicumulans,0.5060551907650224,3.6272417230119546e-06,75,0.5060551907650224,3.6272417230119546e-06,75,4.637354040971507e-05,7.478593867425651e-05,True
A_time [minutes],Propioniciclava,0.2840174185684512,0.013532725629558299,75,0.2840174185684512,0.013532725629558299,75,0.03807128910247567,0.057391934813534225,False
A_time [minutes],Propionivibrio,0.8220252281034993,1.5830241263210812e-19,75,0.8220252281034993,1.5830241263210812e-19,75,1.6504609541023592e-16,4.119068853247613e-17,True
A_time [minutes],Prosthecobacter,-0.3983333219454175,0.0004010248729349464,75,-0.3983333219454175,0.0004010248729349464,75,0.0022985625757117926,0.0036266904038938664,True
A_time [minutes],Proteiniclasticum,0.7916783407338526,2.783917208269038e-17,75,0.7916783407338526,2.783917208269038e-17,75,1.2863508913780568e-14,5.665960607245381e-15,True
A_time [minutes],Pseudofulvimonas,0.6085319994971082,6.9702807493006054e-09,75,0.6085319994971082,6.9702807493006054e-09,75,2.577026492631493e-07,3.6000274141362624e-07,True
A_time [minutes],Pseudomonas,0.06728752338778658,0.5662450885717877,75,0.06728752338778658,0.5662450885717877,75,0.6864734062150533,0.7356676804880335,False
A_time [minutes],Pseudorhodobacter,0.45718153589750243,3.7336152263548297e-05,75,0.45718153589750243,3.7336152263548297e-05,75,0.0003301668562338885,0.0005049223328483544,True
A_time [minutes],Pseudorhodoplanes,0.48012662161332725,1.3062384335360884e-05,75,0.48012662161332725,1.3062384335360884e-05,75,0.00013424191136567038,0.00021226853760800233,True
A_time [minutes],Pseudoxanthomonas,0.6871988184184121,9.870088411590899e-12,75,0.6871988184184121,9.870088411590899e-12,75,7.566583954356376e-10,8.453730724527605e-10,True
A_time [minutes],Reyranella,0.695109375972263,4.546957205963863e-12,75,0.695109375972263,4.546957205963863e-12,75,3.6918001570159777e-10,4.0298869364896756e-10,True
A_time [minutes],Rheinheimera,0.27544354721211783,0.016765457298050852,75,0.27544354721211783,0.016765457298050852,75,0.04514376492496854,0.06758790747572727,False
A_time [minutes],Rhizobiaceae,-0.34253913252873563,0.002627816193736371,75,-0.34253913252873563,0.002627816193736371,75,0.010213325679117044,0.016177714788393183,True
A_time [minutes],Rhodanobacteraceae,0.2962820349627698,0.00985111264087945,75,0.2962820349627698,0.00985111264087945,75,0.0294755920200342,0.04495991817182904,True
A_time [minutes],Rhodobacter,-0.15827216880896497,0.17502884158160928,75,-0.15827216880896497,0.17502884158160928,75,0.2917155845508128,0.3709594418596306,False
A_time [minutes],Rhodobacteraceae,-0.7264286722257625,1.6276432810953146e-13,75,-0.7264286722257625,1.6276432810953146e-13,75,1.917492525276808e-11,1.789189052737716e-11,True
A_time [minutes],Rhodococcus,0.3382965228279941,0.0029917571004037537,75,0.3382965228279941,0.0029917571004037537,75,0.011278994586443512,0.0178983000453724,True
A_time [minutes],Rhodocyclaceae,0.5180417820190073,1.934358863440692e-06,75,0.5180417820190073,1.934358863440692e-06,75,2.7664781221169628e-05,4.284771637595568e-05,True
A_time [minutes],Rhodoferax,0.39550319306542114,0.0004447761285900523,75,0.39550319306542114,0.0004447761285900523,75,0.0024971652755411337,0.003923956265792753,True
A_time [minutes],Rhodopirellula,0.049550434259026666,0.6728999310969843,75,0.049550434259026666,0.6728999310969843,75,0.7729880422826011,0.8065852809860405,False
A_time [minutes],Rhodoplanes,-0.5285527746976537,1.0924211780446e-06,75,-0.5285527746976537,1.0924211780446e-06,75,1.714008006364635e-05,2.6229921895128557e-05,True
A_time [minutes],Romboutsia,0.33632377003925357,0.003175829465038294,75,0.33632377003925357,0.003175829465038294,75,0.01184022814321089,0.018824207175123175,True
A_time [minutes],Roseiflexaceae,0.40669052756529883,0.00029378248147518603,75,0.40669052756529883,0.00029378248147518603,75,0.001792786743845648,0.0028553156922949997,True
A_time [minutes],Roseomonas,0.5654422636260507,1.2526219454894174e-07,75,0.5654422636260507,1.2526219454894174e-07,75,2.839094870363623e-06,4.377132515742747e-06,True
A_time [minutes],Runella,0.3174647531623042,0.0055145520412827505,75,0.3174647531623042,0.0055145520412827505,75,0.018377727211895144,0.02905103325489703,True
A_time [minutes],Rurimicrobium,-0.15208351301941098,0.19272781818116214,75,-0.15208351301941098,0.19272781818116214,75,0.3133057456622442,0.38752939748918797,False
A_time [minutes],SH-PL14,0.5383231075323417,6.311267411063524e-07,75,0.5383231075323417,6.311267411063524e-07,75,1.0813685131922481e-05,1.642207758250909e-05,True
A_time [minutes],SM1A02,0.4707917313549734,2.0208491436748755e-05,75,0.4707917313549734,2.0208491436748755e-05,75,0.0001961766589567435,0.00030477311076581616,True
A_time [minutes],SM2D12,0.07010589619159413,0.5500577701586412,75,0.07010589619159413,0.5500577701586412,75,0.6741788410831708,0.7306128533340526,False
A_time [minutes],Sandaracinobacter,0.5352153943248863,7.528683001377979e-07,75,0.5352153943248863,7.528683001377979e-07,75,1.2518987076932505e-05,1.9200943892844384e-05,True
A_time [minutes],Sandaracinus,0.5712260587173991,8.705333137592958e-08,75,0.5712260587173991,8.705333137592958e-08,75,2.1206028806669202e-06,3.2595050633216914e-06,True
A_time [minutes],Sediminibacterium,0.8713775870140285,2.823043466762307e-24,75,0.8713775870140285,2.823043466762307e-24,75,2.9433051184463814e-20,9.51319368897803e-22,True
A_time [minutes],Shewanella,0.3900853411056208,0.0005409082425862763,75,0.3900853411056208,0.0005409082425862763,75,0.0029250567101683175,0.004602197779223301,True
A_time [minutes],Shinella,0.6486784053107569,3.110336094992576e-10,75,0.6486784053107569,3.110336094992576e-10,75,1.6545083737955406e-08,2.2200023878009512e-08,True
A_time [minutes],Simplicispira,0.38827939045235405,0.000576940410647902,75,0.38827939045235405,0.000576940410647902,75,0.0030801106423731014,0.004842624369652215,True
A_time [minutes],Singulisphaera,0.7480088275048191,1.2412040820167334e-14,75,0.7480088275048191,1.2412040820167334e-14,75,2.1567989598510773e-12,1.6460768458023207e-12,True
A_time [minutes],Sphingomonas,0.5419322378714979,5.130806789018742e-07,75,0.5419322378714979,5.130806789018742e-07,75,9.097583602433572e-06,1.3822918001975002e-05,True
A_time [minutes],Sphingopyxis,0.837186676995165,8.162229075939132e-21,75,0.837186676995165,8.162229075939132e-21,75,1.41832333909569e-17,2.3631377589437296e-18,True
A_time [minutes],Sphingosinicella,0.8241337574522956,1.0661754587486711e-19,75,0.8241337574522956,1.0661754587486711e-19,75,1.3894931666142056e-16,2.9221736973383575e-17,True
A_time [minutes],Stappia,0.760259496477732,2.5574556046768545e-15,75,0.760259496477732,2.5574556046768545e-15,75,5.796528724861062e-13,3.8373034605647754e-13,True
A_time [minutes],Stenotrophomonas,0.8436168851268557,2.1146564029066173e-21,75,0.8436168851268557,2.1146564029066173e-21,75,5.511851914176098e-18,6.4878920922609595e-19,True
A_time [minutes],Sulfuritalea,-0.09833287517056176,0.4012890732913076,75,-0.09833287517056176,0.4012890732913076,75,0.5372754702353872,0.6102158744323213,False
A_time [minutes],Taibaiella,0.6616211162762102,1.0319709935474093e-10,75,0.6616211162762102,1.0319709935474093e-10,75,6.310457230923923e-09,8.065853894813896e-09,True
A_time [minutes],Terrimicrobium,-0.6981013884797205,3.369603758841745e-12,75,-0.6981013884797205,3.369603758841745e-12,75,2.8218063284886774e-10,3.0513469104295555e-10,True
A_time [minutes],Terrimonas,-0.5465124461437766,3.9312963425035035e-07,75,-0.5465124461437766,3.9312963425035035e-07,75,7.299678658404546e-06,1.1070099673493428e-05,True
A_time [minutes],Tetrasphaera,0.3687987375441083,0.001130617356021565,75,0.3687987375441083,0.001130617356021565,75,0.005150892092585029,0.008253185500844919,True
A_time [minutes],Thauera,0.7318396865440177,8.738118895172105e-14,75,0.7318396865440177,8.738118895172105e-14,75,1.198731942119268e-11,1.0264044114809016e-11,True
A_time [minutes],Thermomonas,0.09385333911558245,0.4231824938015269,75,0.09385333911558245,0.4231824938015269,75,0.5585395824107484,0.6310896214875353,False
A_time [minutes],Treponema,0.5518624635066397,2.8658463101118055e-07,75,0.5518624635066397,2.8658463101118055e-07,75,5.616412336320617e-06,8.663284816273276e-06,True
A_time [minutes],Trichococcus,0.3900853411056208,0.0005409082425862763,75,0.3900853411056208,0.0005409082425862763,75,0.0029250567101683175,0.004602197779223301,True
A_time [minutes],Tundrisphaera,0.7150801411542601,5.72565096895832e-13,75,0.7150801411542601,5.72565096895832e-13,75,5.685298762129471e-11,5.7978562225570066e-11,True
A_time [minutes],Turneriella,0.32685415654552613,0.004207662436966552,75,0.32685415654552613,0.004207662436966552,75,0.014780690218265927,0.0234397585512966,True
A_time [minutes],Undibacterium,0.7369855395205375,4.768759872161631e-14,75,0.7369855395205375,4.768759872161631e-14,75,6.905429225994051e-12,5.732551341061666e-12,True
A_time [minutes],Vicingus,0.011536321288624767,0.9217475359636308,75,0.011536321288624767,0.9217475359636308,75,0.9501479621262899,0.9560968119090748,False
