genus,functional_category,in_prev_top10,plot_CAP1,plot_CAP2
Acidaminobacter,,False,-0.0003962111252353306,-0.004163329544622497
Acidovorax,,False,0.03257190505827394,-0.034387158884607825
Aeromonas,,True,0.030365544762594666,-0.021211906612479126
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,False,-0.28567458200860674,0.04696705674141483
Aminobacter,,False,-0.29832955694707525,0.03546845079499699
Anaerolinea,,False,0.10331492759789401,-0.0965304433383151
Anaerolineaceae,,False,0.24379198626182785,-0.012032077183025259
Anaerolineae,,False,0.22520611620009853,0.0342673568087405
Aquimonas,,False,-0.08537357366164844,-0.07980160036753636
Arenimonas,,False,-0.2754799237513063,-0.05290202946134829
Aurantisolimonas,,False,-0.24453099193840228,-0.02212641856121831
Azoarcus,,False,0.11898740743512921,0.06882401218648133
Azospira,,True,-0.1208752184314633,-0.08165696490040185
Bacillales,,False,0.05371734904611442,0.0006440663016052509
Bacteria,,False,-0.16115569213187608,0.016704304016182333
Bacteroidales,,False,0.1451824741826265,0.0014695882237533546
Bacteroidia,,False,0.1235973955656284,0.08713804535251964
Bdellovibrio,,False,-0.07046743315056005,-0.03525694228812502
Beggiatoa,,False,0.024040310135623133,-0.012127141421024792
Beijerinckiaceae,,False,-0.005625327878774905,0.00503226727414088
Blastopirellula,,False,-0.05149247250478971,-0.0661934542262637
Bosea,,False,-0.24150863800485323,-0.0022723669961444365
Bradymonadales,,False,0.04963952326079336,-0.0372219957846009
Brevundimonas,,False,-0.18225607413652695,0.026779130090487557
Bryobacter,,False,-0.10872114999402832,-0.0962962212724059
Ca_Bealeia,,False,-0.18590534979797335,-0.025040401317183787
Ca_Caldilinea,,True,0.22130795766961417,-0.0029061050164306134
Ca_Epiflobacter,,False,0.03532570106154051,-0.04119977328948674
Ca_Falkowbacteria,,False,0.1372856564651885,-0.06474429743342923
Ca_Flexifilum,,False,-0.061278010303874524,-0.07256955091846824
Ca_Gottesmanbacteria,,False,0.08600771605889154,-0.04656569216647466
Ca_Leptovillus,,True,0.26884831823797595,-0.030987861939011284
Ca_Magasanikbacteria,,False,0.008999985859824844,-0.025117225029876122
Ca_Methanofastidiosum,,False,0.003041089489881061,-0.02045497799620784
Ca_Nomurabacteria,,False,0.010846713444779678,-0.046186709644439494
Ca_Pacebacteria,,False,0.1471428380551657,-0.06658375272551671
Ca_Parvibacillus,,False,0.09159471362836637,-0.07179078348519788
Ca_Sarcinithrix,,True,0.24704445430189567,0.06643866921818999
Ca_Villigracilis,,False,0.2730083504341485,-0.009531753711832208
Caldilineaceae,,False,0.022761355945058785,-0.04013963824840324
Caldisericales,,False,0.007947189040377806,-0.01973553744040818
