organism,module,peak_phase,in_prev_top10,panel,vector,vector_main_phase,projection,cosine,abs_CAP,proj_rank,is_best_driver
Pseudoxanthomonas,M2,I,True,performance,P removal [P%],V,-0.3501,-0.8222,0.4259,152,False
Aurantisolimonas,M2,II,False,performance,P removal [P%],V,-0.3512,-0.7754,0.4529,153,False
Bosea,M2,II,False,performance,P removal [P%],V,-0.3565,-0.8186,0.4355,154,False
Shinella,M2,II,False,performance,P removal [P%],V,-0.3584,-0.8104,0.4422,155,False
Brevundimonas,M2,I,False,performance,P removal [P%],V,-0.3616,-0.906,0.3991,156,False
Niveibacterium,M2,I,False,performance,P removal [P%],V,-0.3935,-0.8187,0.4806,157,False
Chryseobacterium,M2,I,False,performance,P removal [P%],V,-0.4009,-0.9268,0.4326,158,False
Lentimicrobium,M2,I,False,performance,P removal [P%],V,-0.4068,-0.8866,0.4588,159,False
Chitinophagaceae,M2,I,False,performance,P removal [P%],V,-0.4083,-0.8239,0.4955,160,False
Pannonibacter,M2,II,False,performance,P removal [P%],V,-0.4129,-0.8334,0.4954,161,False
Sphingopyxis,M2,I,False,performance,P removal [P%],V,-0.4321,-0.8877,0.4867,162,False
Flavitalea,M2,I,False,performance,P removal [P%],V,-0.4399,-0.8317,0.5288,163,False
Taibaiella,M1,I,False,performance,P removal [P%],V,-0.4635,-0.8303,0.5583,164,False
Niabella,M1,I,False,performance,P removal [P%],V,-0.4704,-0.8904,0.5282,165,False
Gemmobacter,M1,I,True,performance,P removal [P%],V,-0.4767,-0.8579,0.5556,166,False
Xanthobacteraceae,M1,I,False,performance,P removal [P%],V,-0.4778,-0.8796,0.5431,167,False
Aminobacter,M1,I,False,performance,P removal [P%],V,-0.4853,-0.8813,0.5507,168,False
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,performance,P removal [P%],V,-0.4932,-0.9063,0.5442,169,False
Inhella,M1,I,False,performance,P removal [P%],V,-0.4936,-0.8888,0.5554,170,False
Chelatococcus_asaccharovorans,M1,I,False,performance,P removal [P%],V,-0.4952,-0.8575,0.5775,171,False
Zoogloea,M1,I,True,performance,P removal [P%],V,-0.5006,-0.9101,0.55,172,False
Flavobacterium,M1,I,False,performance,P removal [P%],V,-0.5233,-0.8937,0.5855,173,False
Sediminibacterium,M1,I,True,performance,P removal [P%],V,-0.5285,-0.9265,0.5704,174,False
Cloacibacterium,M1,I,True,performance,P removal [P%],V,-0.5297,-0.9033,0.5864,175,False
Kapabacteriales,M1,I,False,performance,P removal [P%],V,-0.5446,-0.911,0.5978,176,False
Stenotrophomonas,M1,I,False,performance,P removal [P%],V,-0.5476,-0.9244,0.5923,177,False
Sutterellaceae,M1,I,False,performance,P removal [P%],V,-0.5508,-0.9216,0.5977,178,False
Thauera,M1,I,True,performance,P removal [P%],V,-0.5654,-0.9052,0.6246,179,False
Ca_Leptovillus,M10,IV,True,performance,anoxic:aerobic P uptake ratio,V,0.4274,0.855,0.4999,1,False
Ca_Villigracilis,M10,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.3989,0.8081,0.4936,2,False
Ignavibacteria,M8,IV,True,performance,anoxic:aerobic P uptake ratio,V,0.3981,0.9726,0.4093,3,False
Ca_Accumulibacter,M10,V,True,performance,anoxic:aerobic P uptake ratio,V,0.3928,0.8046,0.4882,4,False
Flexifilaceae,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.3724,0.9379,0.397,5,False
Rhodobacteraceae,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.3643,0.6667,0.5465,6,False
Phaeodactylibacter,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.3446,0.7657,0.4501,7,False
Anaerolineaceae,M10,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.3392,0.8206,0.4134,8,False
Rhodoplanes,M9,V,True,performance,anoxic:aerobic P uptake ratio,V,0.3132,0.6125,0.5112,9,False
Ca_Caldilinea,M10,IV,True,performance,anoxic:aerobic P uptake ratio,V,0.3116,0.7798,0.3995,10,False
Lysobacter,M8,IV,True,performance,anoxic:aerobic P uptake ratio,V,0.3076,0.9772,0.3148,11,False
Terrimicrobium,M10,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.307,0.7207,0.426,12,False
Saprospiraceae,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.3044,0.9364,0.3251,13,False
Anaerolineae,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.3026,0.7129,0.4245,14,False
Ca_Sarcinithrix,M9,V,True,performance,anoxic:aerobic P uptake ratio,V,0.3024,0.6111,0.4948,15,False
Gracilibacteria,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2978,0.7803,0.3817,16,False
Terrimonas,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2977,0.8137,0.3659,17,False
Leadbetterella,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2973,0.5781,0.5143,18,False
Pirellulaceae,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2901,0.6771,0.4285,19,False
Thermomicrobiales,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.2808,0.9094,0.3088,20,False
Persicitalea,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2773,0.6165,0.4499,21,False
Phreatobacter,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2728,0.6475,0.4213,22,False
Millisia,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2598,0.6249,0.4157,23,False
Mesorhizobium,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2566,0.6004,0.4274,24,False
alphaI_cluster,M9,V,True,performance,anoxic:aerobic P uptake ratio,V,0.2524,0.5355,0.4713,25,False
Rhodothermaceae,M9,V,True,performance,anoxic:aerobic P uptake ratio,V,0.2522,0.598,0.4217,26,False
Xanthobacter,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2496,0.6776,0.3683,27,False
Sphingobacteriales,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.2453,0.9682,0.2534,28,False
Paracoccus,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2434,0.7344,0.3315,29,False
Micavibrionales,M10,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2364,0.6647,0.3557,30,False
Ca_Pacebacteria,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.2338,0.9829,0.2378,31,False
Ca_Falkowbacteria,M8,III,False,performance,anoxic:aerobic P uptake ratio,V,0.2294,0.9632,0.2382,32,False
Prosthecobacter,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.2272,0.9705,0.2342,33,False
Anaerolinea,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.2255,0.9895,0.2279,34,False
Rhizobiales,M9,V,True,performance,anoxic:aerobic P uptake ratio,V,0.2244,0.5336,0.4205,35,False
Pleomorphomonadaceae,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2224,0.5253,0.4234,36,False
Defluviimonas,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2183,0.4896,0.4458,37,False
Leptolinea,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.2165,0.9918,0.2183,38,False
Hungateiclostridiaceae,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.2162,0.5085,0.4252,39,False
Ignavibacteriales,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1947,0.9484,0.2053,40,False
Rhodocyclaceae,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1916,0.7487,0.2559,41,False
Novosphingobium,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1915,0.5027,0.3809,42,False
Microtrichaceae,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1907,0.5317,0.3586,43,False
Solirubrobacterales,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1899,0.8903,0.2133,44,False
Hoeflea,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1892,0.8795,0.2151,45,False
Fimbriimonadaceae,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1886,0.9654,0.1954,46,False
Bacteroidales,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.183,0.7761,0.2358,47,False
Ca_Parvibacillus,M8,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1824,0.9953,0.1833,48,True
Rurimicrobium,M7,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1788,0.816,0.2192,49,False
Azonexus,M8,III,False,performance,anoxic:aerobic P uptake ratio,V,0.1741,0.9842,0.1769,50,False
Rhodospirillales,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1672,0.5279,0.3168,51,False
Herpetosiphon,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1648,0.5322,0.3097,52,False
Flavobacteriales,M6,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1611,0.985,0.1636,53,False
Lacihabitans,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1564,0.5422,0.2884,54,False
Edaphobaculum,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1447,0.3788,0.3819,55,False
Sulfuritalea,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.1397,0.7109,0.1964,56,False
Rhodanobacteraceae,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.1299,0.8155,0.1593,57,False
Desulfobulbus,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1284,0.6184,0.2076,58,False
Ca_Gottesmanbacteria,M6,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1274,0.9983,0.1276,59,False
Clostridiaceae,M6,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1267,0.9952,0.1273,60,False
Rhodobacter,M7,III,False,performance,anoxic:aerobic P uptake ratio,V,0.1262,0.8036,0.157,61,False
Chlorobium,M7,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1259,0.8067,0.156,62,False
Victivallales,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1256,0.6606,0.1901,63,False
Polyangia,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1233,0.6942,0.1776,64,False
Pedomicrobium,M3,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1177,0.7199,0.1635,65,False
Denitratisoma,M3,III,True,performance,anoxic:aerobic P uptake ratio,V,0.1161,0.4722,0.246,66,False
Bacteroidia,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1157,0.3812,0.3036,67,False
Caldilineaceae,M6,II,False,performance,anoxic:aerobic P uptake ratio,V,0.1153,0.9809,0.1175,68,False
Azoarcus,M9,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1152,0.4111,0.2804,69,False
Devosiaceae,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.115,0.5542,0.2074,70,False
Bradymonadales,M6,III,False,performance,anoxic:aerobic P uptake ratio,V,0.1126,0.9928,0.1134,71,False
Patescibacteria,M6,III,False,performance,anoxic:aerobic P uptake ratio,V,0.1125,0.9973,0.1128,72,False
Lentimicrobiaceae,M6,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1076,0.9339,0.1152,73,False
Holophagae,M7,V,True,performance,anoxic:aerobic P uptake ratio,V,0.1064,0.4998,0.2129,74,False
Elusimicrobia,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.1031,0.647,0.1594,75,False
Spirochaetota,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1027,0.6184,0.166,76,False
Melioribacteraceae,M6,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1021,0.9996,0.1021,77,True
Myxococcaceae,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.1016,0.6214,0.1635,78,False
Longilinea,M6,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.1001,0.9936,0.1008,79,False
Chitinophagales,M6,III,False,performance,anoxic:aerobic P uptake ratio,V,0.099,0.9572,0.1034,80,False
Hyphomicrobium,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.095,0.4245,0.2238,81,False
Ignavibacterium,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.091,0.6006,0.1515,82,False
Vicingus,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0881,0.7787,0.1131,83,False
Kiritimatiellae,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0849,0.8121,0.1046,84,False
Leifsonia,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.084,0.6333,0.1326,85,False
Fungi,M6,III,False,performance,anoxic:aerobic P uptake ratio,V,0.081,0.9992,0.0811,86,True
Bacillales,M6,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0755,0.8149,0.0926,87,False
Microbacterium,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.0714,0.4681,0.1526,88,False
Exiguobacterium,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.0713,0.4431,0.1608,89,False
Devosia,M7,V,False,performance,anoxic:aerobic P uptake ratio,V,0.0678,0.5888,0.1151,90,False
Turneriella,M5,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.0603,0.7417,0.0813,91,False
Kryptoniales,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0578,0.9977,0.0579,92,True
Ca_Epiflobacter,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0539,0.858,0.0628,93,False
Oligoflexia,M3,II,False,performance,anoxic:aerobic P uptake ratio,V,0.0536,0.4418,0.1214,94,False
Prolixibacteraceae,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0507,0.8653,0.0586,95,False
Williamwhitmaniaceae,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0483,0.9115,0.053,96,False
Hydrogenedensaceae,M3,IV,False,performance,anoxic:aerobic P uptake ratio,V,0.0482,0.4042,0.1194,97,False
Cephaloticoccus,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0464,0.2083,0.2229,98,False
Sporomusaceae,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0457,0.9947,0.0459,99,False
Acidovorax,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.045,0.8496,0.0529,100,False
Christensenellaceae,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0431,0.9714,0.0443,101,False
Sandaracinaceae,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0407,0.3574,0.114,102,False
Sericytochromatia,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0383,0.9787,0.0392,103,False
Ca_Nomurabacteria,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0362,0.4981,0.0727,104,False
Spirochaetaceae,M5,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0341,0.6215,0.0548,105,False
Leptonema,M3,II,False,performance,anoxic:aerobic P uptake ratio,V,0.0333,0.1832,0.1815,106,False
Aeromonas,M4,III,True,performance,anoxic:aerobic P uptake ratio,V,0.0321,0.8937,0.0359,107,False
Thermomonas,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0309,0.343,0.09,108,False
Methanothrix,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0287,0.8203,0.035,109,False
Ca_Flexifilum,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0282,0.1779,0.1587,110,False
Caldisericales,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0252,0.9069,0.0277,111,False
Rheinheimera,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0208,0.9591,0.0217,112,False
Blastopirellula,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0199,0.1537,0.1293,114,False
Ca_Magasanikbacteria,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0199,0.8084,0.0247,113,False
Beggiatoa,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0193,0.8162,0.0236,115,False
Ca_Methanofastidiosum,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0156,0.6612,0.0236,116,False
Smithella,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0144,0.8132,0.0177,117,False
Bdellovibrio,M3,II,False,performance,anoxic:aerobic P uptake ratio,V,0.0111,0.0961,0.1156,118,False
Pirellula,M4,V,False,performance,anoxic:aerobic P uptake ratio,V,0.0099,0.1581,0.0623,119,False
Ochrobactrum,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0091,0.3335,0.0272,120,False
Neochlamydia,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,0.0064,0.3615,0.0176,121,False
Parcubacteria,M3,II,False,performance,anoxic:aerobic P uptake ratio,V,0.0055,0.026,0.2121,122,False
Beijerinckiaceae,M4,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.0031,-0.979,0.0032,123,False
Planococcus,M4,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.0047,-0.7511,0.0062,124,False
Pseudomonas,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.0155,-0.3447,0.045,125,False
Amaricoccus,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.0158,-0.8474,0.0187,126,False
Acidaminobacter,M4,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.0248,-0.6101,0.0406,127,False
Microscillaceae,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.0279,-0.1126,0.2477,128,False
Azospira,M3,II,True,performance,anoxic:aerobic P uptake ratio,V,-0.0416,-0.1716,0.2425,129,False
Ca_Competibacter,M3,II,True,performance,anoxic:aerobic P uptake ratio,V,-0.0507,-0.1942,0.261,130,False
Hydrogenophaga,M4,III,True,performance,anoxic:aerobic P uptake ratio,V,-0.0583,-0.5658,0.103,131,False
Bryobacter,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.0599,-0.205,0.2922,132,False
Aquimonas,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.0639,-0.2595,0.2461,133,False
Dokdonella,M4,IV,True,performance,anoxic:aerobic P uptake ratio,V,-0.0689,-0.4802,0.1436,134,False
Dechlorobacter,M4,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.0693,-0.8354,0.0829,135,False
Desulfuromonadia,M3,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.0941,-0.437,0.2154,136,False
Chthoniobacteraceae,M3,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.1053,-0.3797,0.2772,137,False
Fusibacter,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.1269,-0.524,0.2421,138,False
Denitromonas,M4,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.1337,-0.8975,0.149,139,False
Luteimonas,M4,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.1567,-0.9642,0.1625,140,False
Ca_Bealeia,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.202,-0.642,0.3147,141,False
Puniceicoccaceae,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.2127,-0.7193,0.2957,142,False
Runella,M2,III,False,performance,anoxic:aerobic P uptake ratio,V,-0.2139,-0.6815,0.3139,143,False
Defluviicoccus,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.2381,-0.6025,0.3951,144,False
Phycisphaeraceae,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.2534,-0.7547,0.3357,145,False
Gammaproteobacteria,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.2569,-0.6344,0.405,146,False
Pseudofulvimonas,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.2687,-0.6899,0.3896,147,False
Holophagaceae,M4,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.2739,-0.9946,0.2754,148,False
Bacteria,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.2972,-0.8658,0.3432,149,False
Arenimonas,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.3147,-0.6252,0.5034,150,False
Planctomycetota,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.3178,-0.6899,0.4606,151,False
Aurantisolimonas,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.3277,-0.7237,0.4529,152,False
Pseudoxanthomonas,M2,I,True,performance,anoxic:aerobic P uptake ratio,V,-0.3301,-0.7752,0.4259,153,False
Bosea,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.3358,-0.7711,0.4355,154,False
Shinella,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.337,-0.7621,0.4422,155,False
Brevundimonas,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.3473,-0.8702,0.3991,156,False
Niveibacterium,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.3707,-0.7713,0.4806,157,False
Chitinophagaceae,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.385,-0.7771,0.4955,158,False
Chryseobacterium,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.387,-0.8946,0.4326,159,False
Lentimicrobium,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.389,-0.8477,0.4588,160,False
Pannonibacter,M2,II,False,performance,anoxic:aerobic P uptake ratio,V,-0.3902,-0.7876,0.4954,161,False
Sphingopyxis,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4132,-0.849,0.4867,162,False
Flavitalea,M2,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4156,-0.7858,0.5288,163,False
Taibaiella,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4378,-0.7842,0.5583,164,False
Niabella,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4501,-0.8521,0.5282,165,False
Gemmobacter,M1,I,True,performance,anoxic:aerobic P uptake ratio,V,-0.4529,-0.8151,0.5556,166,False
Xanthobacteraceae,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4561,-0.8398,0.5431,167,False
Aminobacter,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4635,-0.8417,0.5507,168,False
Chelatococcus_asaccharovorans,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4705,-0.8146,0.5775,169,False
Inhella,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4722,-0.8503,0.5554,170,False
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.4737,-0.8705,0.5442,171,False
Zoogloea,M1,I,True,performance,anoxic:aerobic P uptake ratio,V,-0.4812,-0.8749,0.55,172,False
Flavobacterium,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.5011,-0.8559,0.5855,173,False
Cloacibacterium,M1,I,True,performance,anoxic:aerobic P uptake ratio,V,-0.5084,-0.867,0.5864,174,False
Sediminibacterium,M1,I,True,performance,anoxic:aerobic P uptake ratio,V,-0.5101,-0.8942,0.5704,175,False
Kapabacteriales,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.5237,-0.876,0.5978,176,False
Stenotrophomonas,M1,I,False,performance,anoxic:aerobic P uptake ratio,V,-0.5282,-0.8918,0.5923,177,False
