genus,functional_category,in_prev_top10,plot_CAP1,plot_CAP2
Acidaminobacter,,False,-0.01787898740718039,-0.00453790254586735
Acidovorax,,False,0.00822752778341174,-0.02258605503200794
Aeromonas,,True,0.006945164673041873,-0.014769872597777584
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,False,-0.24433125409281276,0.03729823386246437
Aminobacter,,False,-0.2489752883280466,0.023866830496183492
Anaerolinea,,False,0.07126004957668583,-0.07505827953316857
Anaerolineaceae,,False,0.18744089225179691,-0.010817535041665294
Anaerolineae,,False,0.19160100477564318,0.021405222399313008
Aquimonas,,False,-0.08951092118608482,-0.0669719428090989
Arenimonas,,False,-0.22263561641741175,-0.051988378992099835
Aurantisolimonas,,False,-0.20475013878177942,-0.01965548588440655
Azoarcus,,False,0.11288099651446458,0.058939574315548235
Azospira,,True,-0.08188578376341288,-0.07363662115812894
Bacillales,,False,0.04201769806032388,-0.0020088981110901343
Bacteria,,False,-0.15433372551302588,0.022047210252283126
Bacteroidales,,False,0.10708512961072562,0.0017467979919279007
Bacteroidia,,False,0.12009968590275952,0.06776887012009147
Bdellovibrio,,False,-0.028327099757294975,-0.04421624179008564
Beggiatoa,,False,0.003055028729340335,-0.010281914191574296
Beijerinckiaceae,,False,-0.000922442272865474,0.0010960411605045088
Blastopirellula,,False,-0.028744214304086243,-0.05119281665106132
Bosea,,False,-0.1977367017785715,-0.004784790154938664
Bradymonadales,,False,0.044012273735210564,-0.02674943931680025
Brevundimonas,,False,-0.17922824607782858,0.02721792606307441
Bryobacter,,False,-0.10164416339298236,-0.08533445948615238
Ca_Bealeia,,False,-0.1398622297657879,-0.02948141496134907
Ca_Caldilinea,,True,0.1814582422675694,0.0018854087237239955
Ca_Epiflobacter,,False,0.010184294355613625,-0.02662890190127375
Ca_Falkowbacteria,,False,0.0999120335503073,-0.041513451874316924
Ca_Flexifilum,,False,-0.03373647063141487,-0.06369025728217348
Ca_Gottesmanbacteria,,False,0.047593279026403285,-0.033101476312829725
Ca_Leptovillus,,True,0.2253986248226869,-0.027353184585593517
Ca_Magasanikbacteria,,False,0.0030482188602002007,-0.010786486071483511
Ca_Methanofastidiosum,,False,0.0006051903891449604,-0.010702656757300755
Ca_Nomurabacteria,,False,-0.004758619267589407,-0.03268823429355811
Ca_Pacebacteria,,False,0.09577304931242148,-0.049976562914576514
Ca_Parvibacillus,,False,0.06018387509325498,-0.05751432955334301
Ca_Sarcinithrix,,True,0.21791298039006363,0.05502868132076878
Ca_Villigracilis,,False,0.22405226318577706,-0.008102912930892664
Caldilineaceae,,False,0.03474712641978452,-0.04052327821443737
Caldisericales,,False,0.005705786173045967,-0.011237707793134514
Cephaloticoccus,,False,-0.04459756273926862,-0.09088361792220923
Chelatococcus_asaccharovorans,,False,-0.26201853811809367,0.012384423470684419
Chitinophagaceae,,False,-0.225038983090137,-0.0033401853323450654
Chitinophagales,,False,0.04375642982160783,-0.017095273468094342
Chlorobium,,False,0.07082228405665397,-0.0023931726636058368
