genus,functional_category,in_prev_top10,plot_CAP1,plot_CAP2
Aeromonas,,True,0.028920241563871747,-0.009412035202322543
Azospira,,True,-0.11227254424040749,-0.06795602052873123
Ca_Caldilinea,,True,0.1953934114874424,-0.01547367635417812
Ca_Sarcinithrix,,True,0.2277854339710544,0.05123887110017578
Denitratisoma,,True,-0.043125240662633596,-0.11543066918035963
Dokdonella,,True,-0.0443022334685797,-0.04375901024102024
Hydrogenophaga,,True,-0.040704843214945455,-0.01768068836819707
Lysobacter,,True,0.12911598762792809,-0.08601437967293646
Pseudoxanthomonas,,True,-0.2088963011937331,-0.0020675072915553577
Rhodoplanes,,True,0.23459749344464542,0.054162920227791914
Sediminibacterium,,True,-0.24828882759566,0.061625806001717714
alphaI_cluster,,True,0.20752841627851376,0.07794860358879196
midas_g_12887,,True,0.19274924974826177,-0.0167505246599153
midas_g_171,,True,0.12916343716143952,-0.10889111305943772
midas_g_2019,,True,0.17664865764835824,0.030625796951201073
midas_g_26667,,True,0.17652780121396444,0.04746685750278942
midas_g_31688,,True,0.186250155047922,0.07213934542002802
midas_g_36422,,True,0.11822427254081494,-0.06006092708976897
midas_g_3943,,True,0.13775863252184894,0.06233278933260598
midas_g_41804,,True,0.0601821022739585,-0.05267760807305299
midas_g_428,,True,-0.26087205042033984,0.06221193389064047
midas_g_61007,,True,0.10411812233020395,-0.0634273105618061
midas_g_71310,,True,0.1950380768736443,0.013429484939445324
midas_g_8672,,True,0.1595186643444368,-0.03571600473635994
midas_g_973,,True,0.09345924474229764,0.053914592566964
Ca_Competibacter,GAOs,True,-0.12667440344809375,-0.07463481838319885
Ca_Accumulibacter,PAOs,True,0.23149837780195154,-0.015986249817015647
Thauera,Putative GAOs,True,-0.28032930459544425,0.052616615180707225
Zoogloea,Putative PAOs,True,-0.2451669125936949,0.04884669715139889
