parameter,ASV,rho,p_value,q_value,n,abs_rho
Ax_time [minutes],Sphingobacteriales.17,-0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
Ax_time [minutes],Flavobacterium.33,-0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
Ax_time [minutes],Cloacibacterium.9,-0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
Ax_time [minutes],Thauera.66,-0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
Ax_time [minutes],Thauera.93,-0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
Ax_time [minutes],Ca_Competibacter.191,-0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
A_time [minutes],Sphingopyxis.18,0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
A_time [minutes],Sphingobacteriales.17,0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
A_time [minutes],Flavobacterium.33,0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
A_time [minutes],Cloacibacterium.9,0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
A_time [minutes],Thauera.66,0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
A_time [minutes],Thauera.93,0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
A_time [minutes],Ca_Competibacter.191,0.606743243768429,7.926379754268616e-09,5.031509082476117e-07,75,0.606743243768429
N_Ax-1 [mg/L],Flexifilaceae.42,0.7862398603583791,8.071012669373875e-09,5.113952981861593e-07,37,0.7862398603583791
Ax_time [minutes],Desulfovibrio.18,-0.6046926928680387,9.175845528675557e-09,5.792816578840913e-07,75,0.6046926928680387
A_time [minutes],Desulfovibrio.18,0.6046926928680387,9.175845528675557e-09,5.792816578840913e-07,75,0.6046926928680387
Ax_time [minutes],Sphingobacteriales.13,-0.6044697323178857,9.32247482768252e-09,5.864022777725017e-07,75,0.6044697323178857
A_time [minutes],Sphingobacteriales.13,0.6044697323178857,9.32247482768252e-09,5.864022777725017e-07,75,0.6044697323178857
Ax_time [minutes],Gammaproteobacteria.8,-0.6040668977015566,9.593067911741196e-09,5.990741274829517e-07,75,0.6040668977015566
Ax_time [minutes],Propionivibrio.2,-0.6040668977015566,9.593067911741196e-09,5.990741274829517e-07,75,0.6040668977015566
A_time [minutes],Gammaproteobacteria.8,0.6040668977015566,9.593067911741196e-09,5.990741274829517e-07,75,0.6040668977015566
A_time [minutes],Propionivibrio.2,0.6040668977015566,9.593067911741196e-09,5.990741274829517e-07,75,0.6040668977015566
Ax_time [minutes],Phreatobacter.5,0.603413936721572,1.004761247252629e-08,6.236317403785196e-07,75,0.603413936721572
A_time [minutes],Phreatobacter.5,-0.603413936721572,1.004761247252629e-08,6.236317403785196e-07,75,0.603413936721572
Ax_time [minutes],Rhodanobacteraceae.8,-0.6033989438746385,1.0058286242291827e-08,6.236317403785196e-07,75,0.6033989438746385
A_time [minutes],Rhodanobacteraceae.8,0.6033989438746385,1.0058286242291827e-08,6.236317403785196e-07,75,0.6033989438746385
Ax_time [minutes],Nordella.1,-0.603146761869312,1.023944547983391e-08,6.326006076391506e-07,75,0.603146761869312
A_time [minutes],Nordella.1,0.603146761869312,1.023944547983391e-08,6.326006076391506e-07,75,0.603146761869312
Ax_time [minutes],Ca_Pacebacteria.2,0.6028535651219895,1.0453970672880494e-08,6.420769932865649e-07,75,0.6028535651219895
A_time [minutes],Ca_Pacebacteria.2,-0.6028535651219895,1.0453970672880494e-08,6.420769932865649e-07,75,0.6028535651219895
Ax_time [minutes],Xanthobacteraceae.9,-0.6028360303386483,1.0466935030061722e-08,6.420769932865649e-07,75,0.6028360303386483
A_time [minutes],Xanthobacteraceae.9,0.6028360303386483,1.0466935030061722e-08,6.420769932865649e-07,75,0.6028360303386483
Ax_time [minutes],Desulfovibrio.23,-0.6021916949033346,1.0954073690480708e-08,6.695894886038286e-07,75,0.6021916949033346
A_time [minutes],Desulfovibrio.23,0.6021916949033346,1.0954073690480708e-08,6.695894886038286e-07,75,0.6021916949033346
Ax_time [minutes],Spirochaetaceae.24,-0.6019473647271654,1.1144374072293684e-08,6.788275236759698e-07,75,0.6019473647271654
A_time [minutes],Spirochaetaceae.24,0.6019473647271654,1.1144374072293684e-08,6.788275236759698e-07,75,0.6019473647271654
Ax_time [minutes],Ca_Defluviifilum.2,-0.6014397537647374,1.1549835870284608e-08,7.00147049869984e-07,75,0.6014397537647374
A_time [minutes],Ca_Defluviifilum.2,0.6014397537647374,1.1549835870284608e-08,7.00147049869984e-07,75,0.6014397537647374
Ax_time [minutes],Oikopleura.3,-0.6014085867630604,1.1575182768559416e-08,7.00147049869984e-07,75,0.6014085867630604
A_time [minutes],Oikopleura.3,0.6014085867630604,1.1575182768559416e-08,7.00147049869984e-07,75,0.6014085867630604
Ax_time [minutes],Flavihumibacter.1,-0.6012023283594106,1.1744263060889791e-08,7.0790332769979e-07,75,0.6012023283594106
A_time [minutes],Flavihumibacter.1,0.6012023283594106,1.1744263060889791e-08,7.0790332769979e-07,75,0.6012023283594106
Ax_time [minutes],Kapabacteriales.17,-0.5998278317527738,1.2932457515908036e-08,7.76821568533547e-07,75,0.5998278317527738
A_time [minutes],Kapabacteriales.17,0.5998278317527738,1.2932457515908036e-08,7.76821568533547e-07,75,0.5998278317527738
N_Ax-1 [mg/L],Flavobacteriales.7,0.779193202032214,1.3396033638935087e-08,8.032753112315765e-07,37,0.779193202032214
Ax_time [minutes],Flavobacteriaceae.1,-0.5989476529892269,1.37524550396748e-08,8.218040331380844e-07,75,0.5989476529892269
A_time [minutes],Flavobacteriaceae.1,0.5989476529892269,1.37524550396748e-08,8.218040331380844e-07,75,0.5989476529892269
Ax_time [minutes],Rhodobacter.5,-0.5988634623761034,1.3833428768096468e-08,8.238020750403016e-07,75,0.5988634623761034
A_time [minutes],Rhodobacter.5,0.5988634623761034,1.3833428768096468e-08,8.238020750403016e-07,75,0.5988634623761034
Ax_time [minutes],Planococcus.1,-0.5983973517901647,1.4289995851454022e-08,8.480769969444262e-07,75,0.5983973517901647
A_time [minutes],Planococcus.1,0.5983973517901647,1.4289995851454022e-08,8.480769969444262e-07,75,0.5983973517901647
Ax_time [minutes],Ignavibacteria.7,0.5980021525357283,1.4688292591164078e-08,8.687398172647709e-07,75,0.5980021525357283
A_time [minutes],Ignavibacteria.7,-0.5980021525357283,1.4688292591164078e-08,8.687398172647709e-07,75,0.5980021525357283
Ax_time [minutes],Ca_Competibacter.51,0.596758531030018,1.6011674509588766e-08,9.437901816799948e-07,75,0.596758531030018
A_time [minutes],Ca_Competibacter.51,-0.596758531030018,1.6011674509588766e-08,9.437901816799948e-07,75,0.596758531030018
Ax_time [minutes],Pedobacter.6,-0.5957498982584725,1.7167466161066988e-08,1.00848679606173e-06,75,0.5957498982584725
A_time [minutes],Pedobacter.6,0.5957498982584725,1.7167466161066988e-08,1.00848679606173e-06,75,0.5957498982584725
Ax_time [minutes],Phycisphaeraceae.26,-0.5948036757126196,1.832348759291275e-08,1.0727597237884511e-06,75,0.5948036757126196
A_time [minutes],Phycisphaeraceae.26,0.5948036757126196,1.832348759291275e-08,1.0727597237884511e-06,75,0.5948036757126196
Ax_time [minutes],Shinella.1,-0.5946218715348605,1.8553913769045308e-08,1.0825927564332347e-06,75,0.5946218715348605
A_time [minutes],Shinella.1,0.5946218715348605,1.8553913769045308e-08,1.0825927564332347e-06,75,0.5946218715348605
Ax_time [minutes],Defluviicoccus.12,-0.5919055473028186,2.2342263758304936e-08,1.299262616776998e-06,75,0.5919055473028186
A_time [minutes],Defluviicoccus.12,0.5919055473028186,2.2342263758304936e-08,1.299262616776998e-06,75,0.5919055473028186
Ax_time [minutes],Ignavibacteria.31,0.5898005606898183,2.5772005556424895e-08,1.4936988972911882e-06,75,0.5898005606898183
A_time [minutes],Ignavibacteria.31,-0.5898005606898183,2.5772005556424895e-08,1.4936988972911882e-06,75,0.5898005606898183
Ax_time [minutes],Flavobacterium.5,-0.5893738113153818,2.6525772106079447e-08,1.5322612257076793e-06,75,0.5893738113153818
A_time [minutes],Flavobacterium.5,0.5893738113153818,2.6525772106079447e-08,1.5322612257076793e-06,75,0.5893738113153818
N_Ax-1 [mg/L],Rhodobacteraceae.1,0.7692370188446174,2.6584984896107853e-08,1.5331264417873576e-06,37,0.7692370188446174
Ax_time [minutes],Fusibacter.1,-0.5891388788010709,2.6949622164739135e-08,1.5489999247225435e-06,75,0.5891388788010709
A_time [minutes],Fusibacter.1,0.5891388788010709,2.6949622164739135e-08,1.5489999247225435e-06,75,0.5891388788010709
Ax_time [minutes],Pseudomonas.12,-0.5885424476022344,2.8054749603636066e-08,1.6071893661362355e-06,75,0.5885424476022344
A_time [minutes],Pseudomonas.12,0.5885424476022344,2.8054749603636066e-08,1.6071893661362355e-06,75,0.5885424476022344
Ax_time [minutes],Rhodobacteraceae.14,-0.5882571886958522,2.8598394543152352e-08,1.6329353483873433e-06,75,0.5882571886958522
A_time [minutes],Rhodobacteraceae.14,0.5882571886958522,2.8598394543152352e-08,1.6329353483873433e-06,75,0.5882571886958522
Ax_time [minutes],Thauera.32,-0.5878015973982761,2.9487459242909073e-08,1.6781705252873326e-06,75,0.5878015973982761
A_time [minutes],Thauera.32,0.5878015973982761,2.9487459242909073e-08,1.6781705252873326e-06,75,0.5878015973982761
Ax_time [minutes],Thauera.48,-0.5867430131779735,3.165567036359287e-08,1.7956691966150004e-06,75,0.5867430131779735
A_time [minutes],Thauera.48,0.5867430131779735,3.165567036359287e-08,1.7956691966150004e-06,75,0.5867430131779735
Ax_time [minutes],Glutamicibacter.1,-0.5857953121565729,3.372443850610328e-08,1.9067786528271348e-06,75,0.5857953121565729
A_time [minutes],Glutamicibacter.1,0.5857953121565729,3.372443850610328e-08,1.9067786528271348e-06,75,0.5857953121565729
Ax_time [minutes],Bacteria.140,-0.5852077149557459,3.5070914829142595e-08,1.9673989457862222e-06,75,0.5852077149557459
A_time [minutes],Bacteria.140,0.5852077149557459,3.5070914829142595e-08,1.9673989457862222e-06,75,0.5852077149557459
Ax_time [minutes],Micavibrionales.6,-0.5851793479016502,3.5137192286034557e-08,1.9673989457862222e-06,75,0.5851793479016502
Ax_time [minutes],Acidobacteriae.1,-0.5851793479016502,3.5137192286034557e-08,1.9673989457862222e-06,75,0.5851793479016502
A_time [minutes],Micavibrionales.6,0.5851793479016502,3.5137192286034557e-08,1.9673989457862222e-06,75,0.5851793479016502
A_time [minutes],Acidobacteriae.1,0.5851793479016502,3.5137192286034557e-08,1.9673989457862222e-06,75,0.5851793479016502
N_Ax-2 [mg/L],Acidaminobacter.3,0.8335103558151885,3.660167629169292e-08,2.043780759794048e-06,28,0.8335103558151885
Ax_time [minutes],Comamonadaceae.34,-0.584533697257719,3.667825478495911e-08,2.043780759794048e-06,75,0.584533697257719
A_time [minutes],Comamonadaceae.34,0.584533697257719,3.667825478495911e-08,2.043780759794048e-06,75,0.584533697257719
MLSS [avg],Ca_Leptovillus.11,0.6660726962155032,3.8703026906906716e-08,2.1531431935256497e-06,54,0.6660726962155032
N_Ax-1 [mg/L],Ca_Accumulibacter.23,0.7630694923028533,3.9971978566293514e-08,2.2201743671941775e-06,37,0.7630694923028533
Ax_time [minutes],Ca_Competibacter.115,-0.5828715679576425,4.0946111809316735e-08,2.2670148389762117e-06,75,0.5828715679576425
A_time [minutes],Ca_Competibacter.115,0.5828715679576425,4.0946111809316735e-08,2.2670148389762117e-06,75,0.5828715679576425
Ax_time [minutes],Beijerinckiaceae.6,-0.5826578927923601,4.1527783898556664e-08,2.291897232707126e-06,75,0.5826578927923601
A_time [minutes],Beijerinckiaceae.6,0.5826578927923601,4.1527783898556664e-08,2.291897232707126e-06,75,0.5826578927923601
N_Ax-1 [mg/L],Leptolinea.14,0.7617759101620472,4.3474368762608215e-08,2.3955137471275646e-06,37,0.7617759101620472
Ax_time [minutes],Ca_Competibacter.109,-0.5803312856328717,4.8390389993297736e-08,2.657943782532023e-06,75,0.5803312856328717
A_time [minutes],Ca_Competibacter.109,0.5803312856328717,4.8390389993297736e-08,2.657943782532023e-06,75,0.5803312856328717
N_Ax-1 [mg/L],Zoogloea.3,-0.759391892440184,5.068349402068237e-08,2.7794924355424526e-06,37,0.759391892440184
Ax_time [minutes],Azonexus.3,0.5778314553215551,5.6957363604011656e-08,3.1136991563902834e-06,75,0.5778314553215551
A_time [minutes],Azonexus.3,-0.5778314553215551,5.6957363604011656e-08,3.1136991563902834e-06,75,0.5778314553215551
Ax_time [minutes],Micavibrionales.2,0.5749202713146165,6.874600871430879e-08,3.7463332013038177e-06,75,0.5749202713146165
A_time [minutes],Micavibrionales.2,-0.5749202713146165,6.874600871430879e-08,3.7463332013038177e-06,75,0.5749202713146165
Ax_time [minutes],Phycisphaeraceae.3,-0.5736377034850646,7.464312046610611e-08,4.052619512214068e-06,75,0.5736377034850646
A_time [minutes],Phycisphaeraceae.3,0.5736377034850646,7.464312046610611e-08,4.052619512214068e-06,75,0.5736377034850646
Ax_time [minutes],Phycisphaeraceae.16,-0.5735977850630345,7.483414085279446e-08,4.052619512214068e-06,75,0.5735977850630345
A_time [minutes],Phycisphaeraceae.16,0.5735977850630345,7.483414085279446e-08,4.052619512214068e-06,75,0.5735977850630345
Ax_time [minutes],Flexifilaceae.34,0.5733822923367903,7.587336093428441e-08,4.096097845204615e-06,75,0.5733822923367903
A_time [minutes],Flexifilaceae.34,-0.5733822923367903,7.587336093428441e-08,4.096097845204615e-06,75,0.5733822923367903
N_Ax-2 [mg/L],Christensenellaceae.13,0.8228890069038769,7.671622729517457e-08,4.1219998296027535e-06,28,0.8228890069038769
Ax_time [minutes],Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.4,-0.5731624182384749,7.694780258383051e-08,4.1219998296027535e-06,75,0.5731624182384749
Ax_time [minutes],Rhizobiales.20,-0.5731624182384749,7.694780258383051e-08,4.1219998296027535e-06,75,0.5731624182384749
A_time [minutes],Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.4,0.5731624182384749,7.694780258383051e-08,4.1219998296027535e-06,75,0.5731624182384749
A_time [minutes],Rhizobiales.20,0.5731624182384749,7.694780258383051e-08,4.1219998296027535e-06,75,0.5731624182384749
N_Ax-2 [mg/L],Phycisphaeraceae.3,0.8218268720127456,8.238714561747576e-08,4.406568024623599e-06,28,0.8218268720127456
Ax_time [minutes],Lacunisphaera.9,-0.5716223542995578,8.48879150571557e-08,4.498670103923486e-06,75,0.5716223542995578
Ax_time [minutes],Rurimicrobium.4,-0.5716223542995578,8.48879150571557e-08,4.498670103923486e-06,75,0.5716223542995578
Ax_time [minutes],Legionella.11,-0.5716223542995578,8.48879150571557e-08,4.498670103923486e-06,75,0.5716223542995578
A_time [minutes],Lacunisphaera.9,0.5716223542995578,8.48879150571557e-08,4.498670103923486e-06,75,0.5716223542995578
A_time [minutes],Rurimicrobium.4,0.5716223542995578,8.48879150571557e-08,4.498670103923486e-06,75,0.5716223542995578
A_time [minutes],Legionella.11,0.5716223542995578,8.48879150571557e-08,4.498670103923486e-06,75,0.5716223542995578
Ax_time [minutes],Sandaracinus.3,-0.5712260587173991,8.705333137592958e-08,4.599361908777962e-06,75,0.5712260587173991
A_time [minutes],Sandaracinus.3,0.5712260587173991,8.705333137592958e-08,4.599361908777962e-06,75,0.5712260587173991
N_Ax-1 [mg/L],Anaerolineaceae.24,0.7499900479698001,9.128671194597878e-08,4.815686680876223e-06,37,0.7499900479698001
Ax_time [minutes],Gemmatimonadaceae.3,-0.5688744557790304,1.0101947564700297e-07,5.29687444243491e-06,75,0.5688744557790304
Ax_time [minutes],Reyranella.3,-0.5688744557790304,1.0101947564700297e-07,5.29687444243491e-06,75,0.5688744557790304
A_time [minutes],Gemmatimonadaceae.3,0.5688744557790304,1.0101947564700297e-07,5.29687444243491e-06,75,0.5688744557790304
A_time [minutes],Reyranella.3,0.5688744557790304,1.0101947564700297e-07,5.29687444243491e-06,75,0.5688744557790304
Ax_time [minutes],Ca_Competibacter.73,-0.5664127226505978,1.1790008983171497e-07,6.16334722998101e-06,75,0.5664127226505978
A_time [minutes],Ca_Competibacter.73,0.5664127226505978,1.1790008983171497e-07,6.16334722998101e-06,75,0.5664127226505978
Ax_time [minutes],Flexifilaceae.78,0.5654509962576698,1.251940472482235e-07,6.508939131741787e-06,75,0.5654509962576698
A_time [minutes],Flexifilaceae.78,-0.5654509962576698,1.251940472482235e-07,6.508939131741787e-06,75,0.5654509962576698
Ax_time [minutes],Roseomonas.4,-0.5654422636260507,1.2526219454894174e-07,6.508939131741787e-06,75,0.5654422636260507
A_time [minutes],Roseomonas.4,0.5654422636260507,1.2526219454894174e-07,6.508939131741787e-06,75,0.5654422636260507
Ax_time [minutes],Dokdonella.9,-0.5649171058102809,1.2942559733927164e-07,6.705174556325584e-06,75,0.5649171058102809
A_time [minutes],Dokdonella.9,0.5649171058102809,1.2942559733927164e-07,6.705174556325584e-06,75,0.5649171058102809
Ax_time [minutes],Xanthobacteraceae.11,-0.5639629871412684,1.373271796017676e-07,7.0933274483124645e-06,75,0.5639629871412684
A_time [minutes],Xanthobacteraceae.11,0.5639629871412684,1.373271796017676e-07,7.0933274483124645e-06,75,0.5639629871412684
Ax_time [minutes],Acidaminobacter.3,-0.5627717570633325,1.478343201086226e-07,7.590799556510741e-06,75,0.5627717570633325
Ax_time [minutes],Dinghuibacter.2,-0.5627717570633325,1.478343201086226e-07,7.590799556510741e-06,75,0.5627717570633325
A_time [minutes],Acidaminobacter.3,0.5627717570633325,1.478343201086226e-07,7.590799556510741e-06,75,0.5627717570633325
A_time [minutes],Dinghuibacter.2,0.5627717570633325,1.478343201086226e-07,7.590799556510741e-06,75,0.5627717570633325
Ax_time [minutes],Bosea.5,-0.5625049012176037,1.5029025265851766e-07,7.694106154935839e-06,75,0.5625049012176037
A_time [minutes],Bosea.5,0.5625049012176037,1.5029025265851766e-07,7.694106154935839e-06,75,0.5625049012176037
Ax_time [minutes],Pirellulaceae.38,-0.5621876871983587,1.5325988930542976e-07,7.82302577825757e-06,75,0.5621876871983587
A_time [minutes],Pirellulaceae.38,0.5621876871983587,1.5325988930542976e-07,7.82302577825757e-06,75,0.5621876871983587
Ax_time [minutes],Sphingopyxis.10,-0.5615442611120194,1.5945484688004478e-07,8.115338528657078e-06,75,0.5615442611120194
A_time [minutes],Sphingopyxis.10,0.5615442611120194,1.5945484688004478e-07,8.115338528657078e-06,75,0.5615442611120194
Ax_time [minutes],Myxococcaceae.11,-0.5598603159925716,1.768092525089345e-07,8.972228232367731e-06,75,0.5598603159925716
A_time [minutes],Myxococcaceae.11,0.5598603159925716,1.768092525089345e-07,8.972228232367731e-06,75,0.5598603159925716
Ax_time [minutes],Bacteria.84,-0.5596923842130215,1.7863468646355385e-07,9.038393573927464e-06,75,0.5596923842130215
A_time [minutes],Bacteria.84,0.5596923842130215,1.7863468646355385e-07,9.038393573927464e-06,75,0.5596923842130215
Ax_time [minutes],Spirochaetaceae.23,-0.5596079015909434,1.79559749360429e-07,9.058750150048194e-06,75,0.5596079015909434
A_time [minutes],Spirochaetaceae.23,0.5596079015909434,1.79559749360429e-07,9.058750150048194e-06,75,0.5596079015909434
N_Ax-1 [mg/L],Flexifilaceae.61,0.7383464707178335,1.8273640940992533e-07,9.205612229271224e-06,37,0.7383464707178335
MLSS [avg],Flexifilaceae.34,0.6402719492471556,1.8523189667381184e-07,9.317782738487149e-06,54,0.6402719492471556
N_Ax-2 [mg/L],Pedobacter.6,0.8090812533191716,1.8724840313482034e-07,9.405568701811216e-06,28,0.8090812533191716
Ax_time [minutes],Rickettsiales.7,-0.5587260768992349,1.8948999301929886e-07,9.490655589676124e-06,75,0.5587260768992349
A_time [minutes],Rickettsiales.7,0.5587260768992349,1.8948999301929886e-07,9.490655589676124e-06,75,0.5587260768992349
N_Ax-1 [mg/L],Azonexus.12,0.7376298613965288,1.904854254765543e-07,9.526745110522215e-06,37,0.7376298613965288
Ax_time [minutes],Rhizobiaceae.10,-0.5583751027112752,1.935850680310365e-07,9.65390629192474e-06,75,0.5583751027112752
A_time [minutes],Rhizobiaceae.10,0.5583751027112752,1.935850680310365e-07,9.65390629192474e-06,75,0.5583751027112752
Ax_time [minutes],Hydrogenophaga.2,-0.5579403036925887,1.9877434983837818e-07,9.884247045980414e-06,75,0.5579403036925887
A_time [minutes],Hydrogenophaga.2,0.5579403036925887,1.9877434983837818e-07,9.884247045980414e-06,75,0.5579403036925887
Ax_time [minutes],Runella.1,-0.5557351825487915,2.271820149243989e-07,1.1264522825843692e-05,75,0.5557351825487915
A_time [minutes],Runella.1,0.5557351825487915,2.271820149243989e-07,1.1264522825843692e-05,75,0.5557351825487915
N_Ax-2 [mg/L],Burkholderiales.6,0.805894848645778,2.2774885266011859e-07,1.127649640621007e-05,28,0.805894848645778
Ax_time [minutes],Sericytochromatia.4,-0.5537988230277157,2.5525419188680064e-07,1.2602357602000889e-05,75,0.5537988230277157
A_time [minutes],Sericytochromatia.4,0.5537988230277157,2.5525419188680064e-07,1.2602357602000889e-05,75,0.5537988230277157
Ax_time [minutes],Rhodocyclaceae.13,-0.5526740640257042,2.7303437364649253e-07,1.3441901074167308e-05,75,0.5526740640257042
A_time [minutes],Rhodocyclaceae.13,0.5526740640257042,2.7303437364649253e-07,1.3441901074167308e-05,75,0.5526740640257042
Ax_time [minutes],Treponema.1,-0.5518624635066397,2.865846310111806e-07,1.4069032190108366e-05,75,0.5518624635066397
A_time [minutes],Treponema.1,0.5518624635066397,2.865846310111806e-07,1.4069032190108366e-05,75,0.5518624635066397
Ax_time [minutes],Prosthecobacter.3,0.5515868642478904,2.9132878635316837e-07,1.426153164719557e-05,75,0.5515868642478904
A_time [minutes],Prosthecobacter.3,-0.5515868642478904,2.9132878635316837e-07,1.426153164719557e-05,75,0.5515868642478904
peakN2O [mg/L],Azoarcus.2,-0.626936263589622,3.038343270006858e-07,1.4852741804678093e-05,55,0.626936263589622
Ax_time [minutes],Anaerolineae.2,0.550645371814062,3.0810172260758013e-07,1.4998204175242747e-05,75,0.550645371814062
A_time [minutes],Anaerolineae.2,-0.550645371814062,3.0810172260758013e-07,1.4998204175242747e-05,75,0.550645371814062
Ax_time [minutes],Babeliales.18,-0.5506213758760959,3.085409151143449e-07,1.4998204175242747e-05,75,0.5506213758760959
A_time [minutes],Babeliales.18,0.5506213758760959,3.085409151143449e-07,1.4998204175242747e-05,75,0.5506213758760959
N_Ax-1 [mg/L],Zoogloea.11,-0.7286178749447902,3.175881746219914e-07,1.5416370510117086e-05,37,0.7286178749447902
Ax_time [minutes],Hydrogenedensaceae.16,-0.5495896437877513,3.2799413923653717e-07,1.5877023563965284e-05,75,0.5495896437877513
A_time [minutes],Hydrogenedensaceae.16,0.5495896437877513,3.2799413923653717e-07,1.5877023563965284e-05,75,0.5495896437877513
Ax_time [minutes],Paludibaculum.3,-0.5470497954470043,3.809384942713673e-07,1.838850595118568e-05,75,0.5470497954470043
A_time [minutes],Paludibaculum.3,0.5470497954470043,3.809384942713673e-07,1.838850595118568e-05,75,0.5470497954470043
Ax_time [minutes],Ca_Competibacter.34,-0.5460533849434119,4.038356026926739e-07,1.943963632461859e-05,75,0.5460533849434119
A_time [minutes],Ca_Competibacter.34,0.5460533849434119,4.038356026926739e-07,1.943963632461859e-05,75,0.5460533849434119
denitrification rate [mg NO2–N  h−1],Rhizobiales.5,0.7784085790682237,4.097105440321908e-07,1.9695087025813737e-05,30,0.7784085790682237
peakN2O [mg/L],Ignavibacteria.31,0.6215343552221793,4.104490589603586e-07,1.9703260297101203e-05,55,0.6215343552221793
Ax_time [minutes],Idiomarina_sp..3,-0.5444753716184259,4.4277561290064787e-07,2.1196353546303255e-05,75,0.5444753716184259
A_time [minutes],Idiomarina_sp..3,0.5444753716184259,4.4277561290064787e-07,2.1196353546303255e-05,75,0.5444753716184259
Ax_time [minutes],Christensenellaceae.14,-0.54218066590126,5.057743090335156e-07,2.4145498315141345e-05,75,0.54218066590126
A_time [minutes],Christensenellaceae.14,0.54218066590126,5.057743090335156e-07,2.4145498315141345e-05,75,0.54218066590126
N_Ax-2 [mg/L],Lacibacterium_aquatile.5,0.7922386633861064,5.071313205555279e-07,2.4176979971298544e-05,28,0.7922386633861064
Ax_time [minutes],Sphingomonas.8,-0.5419322378714979,5.130806789018742e-07,2.439350240063108e-05,75,0.5419322378714979
A_time [minutes],Sphingomonas.8,0.5419322378714979,5.130806789018742e-07,2.439350240063108e-05,75,0.5419322378714979
N_Ax-2 [mg/L],Bryobacter.11,0.790412940509319,5.619016767674871e-07,2.6678013993266216e-05,28,0.790412940509319
N_Ax-1 [mg/L],Anaerolineae.19,0.717564800399991,5.788156461321965e-07,2.744346303597237e-05,37,0.717564800399991
MLSS [avg],Brevundimonas.7,0.6198259534149144,5.797243572636308e-07,2.744899794863413e-05,54,0.6198259534149144
Ax_time [minutes],Xanthobacteraceae.12,-0.539669697026134,5.843664644858448e-07,2.7593402306014845e-05,75,0.539669697026134
A_time [minutes],Xanthobacteraceae.12,0.539669697026134,5.843664644858448e-07,2.7593402306014845e-05,75,0.539669697026134
N_Ax-1 [mg/L],Kapabacteriales.18,0.7166030673362959,6.09041171137821e-07,2.8719398572062227e-05,37,0.7166030673362959
Ax_time [minutes],Rubinisphaeraceae.9,-0.5383231075323417,6.311267411063524e-07,2.968008374491868e-05,75,0.5383231075323417
A_time [minutes],Rubinisphaeraceae.9,0.5383231075323417,6.311267411063524e-07,2.968008374491868e-05,75,0.5383231075323417
Ax_time [minutes],Christensenellaceae.1,-0.5381732946734954,6.365418518776791e-07,2.985372671749456e-05,75,0.5381732946734954
A_time [minutes],Christensenellaceae.1,0.5381732946734954,6.365418518776791e-07,2.985372671749456e-05,75,0.5381732946734954
N-Inf [mg/L],Ca_Accumulibacter.3,0.5987343112677517,6.886220169956355e-07,3.2252635793313155e-05,58,0.5987343112677517
MLSS [avg],Thermomicrobiales.15,0.6163618119390578,6.977459452687367e-07,3.263586601493812e-05,54,0.6163618119390578
Ax_time [minutes],Rickettsiales.13,-0.5363715873380323,7.051952639113275e-07,3.2895508279815205e-05,75,0.5363715873380323
A_time [minutes],Rickettsiales.13,0.5363715873380323,7.051952639113275e-07,3.2895508279815205e-05,75,0.5363715873380323
Ax_time [minutes],Myxococcaceae.8,-0.5353579327254988,7.468309568956481e-07,3.456114227082906e-05,75,0.5353579327254988
A_time [minutes],Myxococcaceae.8,0.5353579327254988,7.468309568956481e-07,3.456114227082906e-05,75,0.5353579327254988
Ax_time [minutes],Enterococcus.3,-0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
Ax_time [minutes],Holophagaceae.5,-0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
Ax_time [minutes],Sandaracinobacter.1,-0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
Ax_time [minutes],Stenotrophomonas.3,-0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
Ax_time [minutes],Comamonadaceae.54,-0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
A_time [minutes],Enterococcus.3,0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
A_time [minutes],Holophagaceae.5,0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
A_time [minutes],Sandaracinobacter.1,0.5352153943248863,7.528683001377979e-07,3.456114227082906e-05,75,0.5352153943248863
