parameter,ASV,rho_interp,p_interp,n_interp,rho_meas,p_meas,n_meas,q_interp,q_meas,confirmed,rho_partial,p_partial,n_partial,q_partial,time_robust
N_Ax-2 [mg/L],Flavobacterium.4,0.7167057378913492,6.968598223030069e-09,49,0.6494061854769945,0.0001845914272788,28,4.443957765110277e-07,0.0037572321272089,True,0.48382133953801437,0.0004283302002329817,49,0.0031368419868363345,True
Ax_time [minutes],midas_g_6223.2,0.6082210850382875,7.128174935153502e-09,75,0.6082210850382875,7.128174935153502e-09,75,4.530364559715381e-07,4.2185346229438635e-07,True,0.206369022431919,0.07567273423573159,75,0.15675634747044295,False
N_Ax-2 [mg/L],midas_g_28177.2,0.7161378196964795,7.253154933378451e-09,49,0.7322722296031166,9.441949691336056e-06,28,4.602022839264152e-07,0.0003043743001217,True,0.46472173150798646,0.0007681229789934856,49,0.004881297640700537,True
Ax_time [minutes],Sphingopyxis.18,-0.606743243768429,7.926379754268616e-09,75,-0.606743243768429,7.926379754268616e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.28560780595069174,0.012996494139869185,75,0.04044722504825007,True
Ax_time [minutes],midas_g_40724.3,-0.6069002974237381,7.837675637707001e-09,75,-0.6069002974237381,7.837675637707001e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.09547103434646811,0.4151982789283169,75,0.5504310965604201,False
Ax_time [minutes],env.OPS_17.4,-0.606743243768429,7.926379754268616e-09,75,-0.606743243768429,7.926379754268616e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.28925151100736535,0.011836852439292245,75,0.037741345556249584,True
Ax_time [minutes],Flavobacterium.33,-0.606743243768429,7.926379754268616e-09,75,-0.606743243768429,7.926379754268616e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.3508151517931572,0.002029858504137009,75,0.009982792751620421,True
Ax_time [minutes],Cloacibacterium.9,-0.606743243768429,7.926379754268616e-09,75,-0.606743243768429,7.926379754268616e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.2909729945404588,0.011320971832302837,75,0.03674186904388235,True
Ax_time [minutes],Thauera.66,-0.606743243768429,7.926379754268616e-09,75,-0.606743243768429,7.926379754268616e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.29173718349606503,0.011098303285939555,75,0.03631836789584871,True
Ax_time [minutes],Thauera.93,-0.606743243768429,7.926379754268616e-09,75,-0.606743243768429,7.926379754268616e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.29014448887730415,0.011566759243483944,75,0.037353530420888244,True
Ax_time [minutes],Ca_Competibacter.191,-0.606743243768429,7.926379754268616e-09,75,-0.606743243768429,7.926379754268616e-09,75,4.897044963125726e-07,4.553458376783689e-07,True,-0.28899623283311343,0.011915064373806385,75,0.03779819133075455,True
N_Ax-2 [mg/L],midas_g_8315.1,0.7139732103208115,8.441019280643342e-09,49,0.7092164304506572,2.387984916043835e-05,28,5.206448367773865e-07,0.0006729697652886,True,0.4308184845876353,0.0020003806841810304,49,0.009910415247544229,True
N_Ax-2 [mg/L],Luteimonas.7,0.7137412878877042,8.578603019632681e-09,49,0.7062091523003363,2.6779107831055637e-05,28,5.282650386475934e-07,0.0007439800675189,True,0.44429425659647914,0.0013834349330790377,49,0.007612756475323196,True
Ax_time [minutes],Desulfovibrio.18,-0.6046926928680387,9.175845528675557e-09,75,-0.6046926928680387,9.175845528675557e-09,75,5.631993279223782e-07,5.242432984561704e-07,True,-0.18216296593519965,0.1177707337996461,75,0.2174398740255884,False
Ax_time [minutes],midas_g_10587.2,-0.6044697323178857,9.32247482768252e-09,75,-0.6044697323178857,9.32247482768252e-09,75,5.703383990106581e-07,5.306873783032485e-07,True,-0.23608809034324246,0.0414335163879844,75,0.09978487443072037,False
N_Ax-2 [mg/L],Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium.6,0.712117830855953,9.602341507387506e-09,49,0.7072115783504432,2.5779566050424715e-05,28,5.827227406700886e-07,0.0007181188887545,True,0.4276623032211371,0.0021761706865717954,49,0.010507490815064795,True
Ax_time [minutes],midas_g_268.3,-0.6040668977015566,9.593067911741196e-09,75,-0.6040668977015566,9.593067911741196e-09,75,5.827227406700886e-07,5.421552578732871e-07,True,-0.3648931140065952,0.0012875283163882995,75,0.007285948808055023,True
Ax_time [minutes],Propionivibrio.2,-0.6040668977015566,9.593067911741196e-09,75,-0.6040668977015566,9.593067911741196e-09,75,5.827227406700886e-07,5.421552578732871e-07,True,-0.2782690021516132,0.01563365453583845,75,0.04652311092991201,True
N_Ax-2 [mg/L],Flavobacterium.9,0.7116146347914,9.942259368660296e-09,49,0.7257564602774216,1.238703786791676e-05,28,6.023792411366242e-07,0.000388531829765,True,0.4097915890421345,0.003454551523616183,49,0.014604005368077,True
Ax_time [minutes],Phreatobacter.5,0.603413936721572,1.004761247252629e-08,75,0.603413936721572,1.004761247252629e-08,75,6.05508831785968e-07,5.643796176667719e-07,True,-0.03206370902830807,0.7847869690631543,75,0.8474475448365166,False
Ax_time [minutes],midas_g_77369.2,-0.6033989438746385,1.0058286242291827e-08,75,-0.6033989438746385,1.0058286242291827e-08,75,6.05508831785968e-07,5.643796176667719e-07,True,-0.2383124826540776,0.03949914208800832,75,0.09680643333986427,False
Ax_time [minutes],Nordella.1,-0.603146761869312,1.023944547983391e-08,75,-0.603146761869312,1.023944547983391e-08,75,6.144483830602088e-07,5.724963403216942e-07,True,-0.22753961877252776,0.04961255622388946,75,0.11511983010725822,False
Ax_time [minutes],Xanthobacteraceae.5,-0.6028360303386483,1.0466935030061722e-08,75,-0.6028360303386483,1.0466935030061722e-08,75,6.241179564280068e-07,5.810723613325946e-07,True,-0.1694957423048175,0.14601186612504807,75,0.25705395555526783,False
Ax_time [minutes],midas_g_50918.2,0.6028535651219895,1.0453970672880494e-08,75,0.6028535651219895,1.0453970672880494e-08,75,6.241179564280068e-07,5.810723613325946e-07,True,0.34148551947361677,0.0027142920457426858,75,0.012125068775766646,True
N_Ax-2 [mg/L],Proteiniclasticum.1,0.7102624513910947,1.0912540079978213e-08,49,0.6911727615487322,4.65367765246518e-05,28,6.4965873498288e-07,0.0011612351093653,True,0.4202489116419037,0.0026439967662259785,49,0.01191916162349011,True
Ax_time [minutes],Desulfovibrio.23,-0.6021916949033346,1.0954073690480708e-08,75,-0.6021916949033346,1.0954073690480708e-08,75,6.500741681456413e-07,6.059708560416541e-07,True,-0.193198014206086,0.09676800963583829,75,0.1876308848253951,False
N_Ax-2 [mg/L],Undibacterium.2,0.7101534927525542,1.099447842776985e-08,49,0.6441848114710569,0.0002161653926652,28,6.51444489519434e-07,0.0043049166389441,True,0.4450446982634947,0.0013547137420321983,49,0.007496590089335479,True
Ax_time [minutes],midas_g_36817.2,-0.6019473647271654,1.1144374072293684e-08,75,-0.6019473647271654,1.1144374072293684e-08,75,6.582528641602039e-07,6.143311724983546e-07,True,-0.2561991790663754,0.026510168182899013,75,0.07124833740833704,False
Ax_time [minutes],Oikopleura.3,-0.6014085867630604,1.1575182768559416e-08,75,-0.6014085867630604,1.1575182768559416e-08,75,6.79432529901791e-07,6.336251007306015e-07,True,-0.19978104049435486,0.08571175357177442,75,0.17113791490948596,False
Ax_time [minutes],Ca_Defluviifilum.2,-0.6014397537647374,1.1549835870284608e-08,75,-0.6014397537647374,1.1549835870284608e-08,75,6.79432529901791e-07,6.336251007306015e-07,True,-0.2776195777275984,0.015887798011940162,75,0.04713699108964175,True
Ax_time [minutes],Flavihumibacter.1,-0.6012023283594106,1.1744263060889793e-08,75,-0.6012023283594106,1.1744263060889793e-08,75,6.87212904612719e-07,6.406444437702072e-07,True,-0.13279645355459505,0.25605133031290755,75,0.3894760441684519,False
N_Ax-1 [mg/L],Ca_Caldilinea.2,0.6985099107458432,1.2044163301934187e-08,51,0.7093237932049844,8.894318714749026e-07,37,7.036671494336549e-07,3.651560219984528e-05,True,0.5103073016155789,0.00013045001537334377,51,0.0013384715119035791,True
N_Ax-2 [mg/L],Paracoccus.7,0.7080978420154266,1.2652953336088594e-08,49,0.7217467560769938,1.458488566141658e-05,28,7.38088944605168e-07,0.0004432844221472,True,0.4199791320900883,0.0026625820726539407,49,0.01194826123719422,True
Ax_time [minutes],midas_g_9266.1,-0.5998278317527738,1.2932457515908036e-08,75,-0.5998278317527738,1.2932457515908036e-08,75,7.520613818176814e-07,7.030146662807131e-07,True,-0.37416485821526696,0.0009432316744415906,75,0.00576945648244049,True
N_Ax-2 [mg/L],midas_g_428.6,0.7072952274178563,1.336209875920008e-08,49,0.6642251709387441,0.0001159926807113,28,7.758471694674429e-07,0.0025063690663796,True,0.398074122600434,0.004615819919390731,49,0.018186330482399482,True
N_Ax-2 [mg/L],midas_g_37891.1,0.7070155373275926,1.3617865001620114e-08,49,0.6896691224735719,4.909317439034819e-05,28,7.894794617657269e-07,0.0012134409045923,True,0.41360253378374673,0.0031368426521170274,49,0.013671637222722442,True
Ax_time [minutes],midas_g_3100.1,-0.5989476529892269,1.37524550396748e-08,75,-0.5989476529892269,1.37524550396748e-08,75,7.948327509489468e-07,7.437232840938617e-07,True,-0.04613827587171043,0.6942696355106871,75,0.7724850381732988,False
Ax_time [minutes],Rhodobacter.5,-0.5988634623761034,1.3833428768096468e-08,75,-0.5988634623761034,1.3833428768096468e-08,75,7.970639470132153e-07,7.455314892441818e-07,True,-0.060457301140011674,0.6063759870046972,75,0.7118955270555742,False
N_Ax-1 [mg/L],midas_g_12887.2,0.6964225037495261,1.387750374806602e-08,51,0.7383464707178335,1.8273640940992533e-07,37,7.983808540076208e-07,8.330974153418195e-06,True,0.5203694764861331,9.072295996587189e-05,51,0.0010330880412298708,True
Ax_time [minutes],Planococcus.1,-0.5983973517901647,1.4289995851454022e-08,75,-0.5983973517901647,1.4289995851454022e-08,75,8.183578293926295e-07,7.675000169121693e-07,True,-0.18273499364891105,0.11660235091831894,75,0.2156869777550125,False
N_Ax-2 [mg/L],Thauera.30,0.7061435986242905,1.4445039093351292e-08,49,0.7257564602774216,1.238703786791676e-05,28,8.259796290081191e-07,0.000388531829765,True,0.391288288927226,0.005434134129623562,49,0.020429855410989347,True
N_Ax-2 [mg/L],Sphingopyxis.23,0.706010540117461,1.4575339425439528e-08,49,0.7132261346510849,2.045118885629416e-05,28,8.321656234934175e-07,0.0005890468224669,True,0.4169600435499069,0.002878584404975246,49,0.012686378697541911,True
Ax_time [minutes],midas_g_55441.1,0.5980021525357283,1.4688292591164078e-08,75,0.5980021525357283,1.4688292591164078e-08,75,8.360771690507541e-07,7.861996338130588e-07,True,-0.03146627719083327,0.7887029256729416,75,0.8504350101673208,False
N_Ax-2 [mg/L],midas_g_547.5,0.7049282354296269,1.5676957163443512e-08,49,0.6981897438994807,3.610624724326237e-05,28,8.896614076539399e-07,0.0009565106005339,True,0.4217299495347793,0.002543996000409911,49,0.01160109287223964,True
N_Ax-2 [mg/L],Ca_Alysiosphaera.3,0.7049282354296269,1.5676957163443512e-08,49,0.6811485010476629,6.608513924291841e-05,28,8.896614076539399e-07,0.0015679474111145,True,0.44295349934612244,0.0014361037749862546,49,0.007815260874925197,True
Ax_time [minutes],Ca_Competibacter.51,0.596758531030018,1.6011674509588766e-08,75,0.596758531030018,1.6011674509588766e-08,75,9.045634435784944e-07,8.541193582785055e-07,True,-0.39422035920495824,0.00046600899009315315,75,0.003375138641483499,False
N_Ax-2 [mg/L],Defluviicoccus.5,0.7044016670595624,1.6240747873099167e-08,49,0.6101964949548593,0.0005649453287566,28,9.16129143516276e-07,0.0095269221407433,True,0.4113851385468757,0.003318409751531846,49,0.014180623016307453,True
N_Ax-2 [mg/L],Rhodobacteraceae.15,0.7038459307417928,1.6856378060761204e-08,49,0.7032018741500154,2.99886524890378e-05,28,9.494329708624856e-07,0.0008179339773662,True,0.44188819538640806,0.0014792189509728695,49,0.00800566300389163,True
Ax_time [minutes],Pedobacter.6,-0.5957498982584725,1.7167466161066988e-08,75,-0.5957498982584725,1.7167466161066988e-08,75,9.640685288211125e-07,9.12669056962758e-07,True,-0.18420180988630813,0.11364708220153892,75,0.21161129672687304,False
N_Ax-2 [mg/L],Tundrisphaera.1,0.7033047783978759,1.7476847449796798e-08,49,0.6741315186969143,8.380987744316721e-05,28,9.799797098339858e-07,0.0019160208570571,True,0.4355268419438512,0.001761541120866521,49,0.009084387455777608,True
N_Ax-2 [mg/L],Hydrogenophaga.6,0.702995548487066,1.7840960618234172e-08,49,0.6811485010476629,6.608513924291841e-05,28,9.989079512813403e-07,0.0015679474111145,True,0.4030648560379255,0.0040849395153503935,49,0.016626716622397262,True
N_Ax-1 [mg/L],Ca_Competibacter.26,0.6925811837983125,1.7955854340142993e-08,51,0.6771195154453455,4.181123710667816e-06,37,1.003846982983477e-06,0.0001500516319322,True,0.5228429858706801,8.282868546961359e-05,51,0.0009829669299707155,True
Ax_time [minutes],SM1A02.25,-0.5948036757126196,1.832348759291275e-08,75,-0.5948036757126196,1.832348759291275e-08,75,1.0213647713827294e-06,9.70835324052874e-07,True,-0.1809502896843391,0.12027738852568758,75,0.22092468250647965,False
N_Ax-2 [mg/L],Bdellovibrio.4,0.7025317036208515,1.8400503269532433e-08,49,0.7097176434757105,2.3424910743814543e-05,28,1.0241404371540796e-06,0.0006631279335654,True,0.40439708255222906,0.003952624867196551,49,0.016222231225785845,True
Ax_time [minutes],Shinella.1,-0.5946218715348605,1.8553913769045308e-08,75,-0.5946218715348605,1.8553913769045308e-08,75,1.029632751563908e-06,9.797341065317764e-07,True,-0.10660657229791212,0.3626479095850324,75,0.5016968973894058,False
N_Ax-2 [mg/L],Cloacibacterium.14,0.7020403214989583,1.90112049484006e-08,49,0.7407928510290256,6.542146791161231e-06,28,1.053455944305703e-06,0.0002215993264055,True,0.3795188982925157,0.0071561450329105415,49,0.025219330437985275,True
N_Ax-2 [mg/L],Desulfovibrio.24,0.701913243799232,1.9172207745550093e-08,49,0.7132261346510849,2.045118885629416e-05,28,1.0608151712151796e-06,0.0005890468224669,True,0.43317977713515465,0.001877228292122714,49,0.009531287978045738,True
N_Ax-2 [mg/L],Inhella.1,0.7018803188105796,1.9214130725115585e-08,49,0.6739245884227297,8.439116625897593e-05,28,1.061573668916995e-06,0.0019279048221988,True,0.43378370451901,0.0018468331747933653,49,0.009425547550111218,True
N_Ax-2 [mg/L],Acidaminobacter.3,0.7010419625020078,2.0311035347591564e-08,49,0.8335103558151885,3.660167629169292e-08,28,1.120531825444476e-06,1.8495982951527771e-06,True,0.5173041874697915,0.00014116564879097072,49,0.0014188588169296548,True
N_Ax-2 [mg/L],midas_g_2947.1,0.6999805568566712,2.1784139850091e-08,49,0.7357807207784909,8.131597346545552e-06,28,1.200041379003915e-06,0.0002670740129547,True,0.4209860017750726,0.002593801639465845,49,0.011721925180261586,True
Ax_time [minutes],Defluviicoccus.12,-0.5919055473028186,2.2342263758304936e-08,75,-0.5919055473028186,2.2342263758304936e-08,75,1.2271936845346324e-06,1.1758178608103903e-06,True,-0.21748628040134313,0.06088152517171634,75,0.13460898382523143,False
N_Ax-2 [mg/L],Flavobacterium.12,0.6986209238945149,2.3817796692320033e-08,49,0.7132261346510849,2.045118885629416e-05,28,1.3063332369512262e-06,0.0005890468224669,True,0.37360366770926434,0.008187986795923774,49,0.02830691565862558,True
N_Ax-2 [mg/L],Cloacibacterium.1,0.6984689506676508,2.405585818989793e-08,49,0.7242528212022612,1.3173778241508975e-05,28,1.3174696716083106e-06,0.0004079059509606,True,0.36910945365961567,0.009055802372185052,49,0.030758501160697505,True
MLSS [avg],Ca_Leptovillus.11,0.6586853365965999,2.5523002911062504e-08,57,0.6660726962155032,3.870302690690672e-08,54,1.3957892216987306e-06,1.948570051303428e-06,True,0.590285282089257,1.346675087198181e-06,57,5.2762210527238594e-05,True
Ax_time [minutes],midas_g_171.18,0.5898005606898183,2.5772005556424895e-08,75,0.5898005606898183,2.5772005556424895e-08,75,1.4053213174789665e-06,1.351780478733818e-06,True,0.5450047928086164,4.293322955203351e-07,75,2.8192820739168675e-05,True
N_Ax-2 [mg/L],Runella.3,0.6973291514661697,2.591378485896098e-08,49,0.6412796450624867,0.0002357196243138,28,1.4110074606633965e-06,0.0046383825195911,True,0.43116157800685895,0.001982052755393688,49,0.009885174501583709,True
Ax_time [minutes],Flavobacterium.5,-0.5893738113153818,2.6525772106079447e-08,75,-0.5893738113153818,2.6525772106079447e-08,75,1.4401618693957275e-06,1.3866789464654798e-06,True,-0.20578703821971528,0.07651989515136227,75,0.15751744351952318,False
N_Ax-2 [mg/L],Pseudoxanthomonas.3,0.6968109502708715,2.68022470213701e-08,49,0.7107200695258176,2.2538194254782087e-05,28,1.453075712073559e-06,0.0006409184052543,True,0.4179253661265484,0.0028078952921555458,49,0.012430457810216684,True
N_Ax-2 [mg/L],Stenotrophomonas.2,0.6967212585587129,2.695889533409304e-08,49,0.6971873178493738,3.74554361215698e-05,28,1.4552775278984942e-06,0.0009685302633051,True,0.3647991921960919,0.009961609676186345,49,0.03314927544271469,True
Ax_time [minutes],Fusibacter.1,-0.5891388788010709,2.6949622164739135e-08,75,-0.5891388788010709,2.6949622164739135e-08,75,1.4552775278984942e-06,1.4018272783071438e-06,True,-0.248153956620615,0.0318186978505619,75,0.08258608006008819,False
N_Ax-2 [mg/L],Cytophaga_xylanolytica_group.1,0.6962697979269544,2.7760504200057288e-08,49,0.7478098333797741,4.7847787619260195e-06,28,1.4942617604108089e-06,0.0001688181897036,True,0.43081169352675125,0.002000744973749481,49,0.009910415247544229,True
N_Ax-2 [mg/L],Arenimonas.7,0.6962697979269544,2.7760504200057288e-08,49,0.7021994480999086,3.113234378086853e-05,28,1.4942617604108089e-06,0.0008396363671803,True,0.42837209288289174,0.0021354858763798896,49,0.010348625461030327,True
Ax_time [minutes],Pseudomonas.12,-0.5885424476022344,2.8054749603636066e-08,75,-0.5885424476022344,2.8054749603636066e-08,75,1.505791660252221e-06,1.4544880596159486e-06,True,-0.0545065438667733,0.6423198708569579,75,0.7377082018771287,False
Ax_time [minutes],Rhodobacteraceae.11,-0.5882571886958522,2.8598394543152352e-08,75,-0.5882571886958522,2.8598394543152352e-08,75,1.5306039753714184e-06,1.4777878801326468e-06,True,-0.053474016589822454,0.6486441047533709,75,0.7407703689067481,False
N_Ax-2 [mg/L],midas_g_56678.1,0.6953421081945252,2.9478372207751685e-08,49,0.7177370518765661,1.7125562755153017e-05,28,1.569258350798379e-06,0.0005039028155517,True,0.42957913914271384,0.002067845849958522,49,0.010108328348432477,True
Ax_time [minutes],Thauera.32,-0.5878015973982761,2.9487459242909073e-08,75,-0.5878015973982761,2.9487459242909073e-08,75,1.569258350798379e-06,1.5187251996930805e-06,True,-0.2017970195765069,0.08253371007434633,75,0.16693163125920152,False
N_Ax-2 [mg/L],Comamonadaceae.54,0.6947236483729059,3.0678465491172116e-08,49,0.6761363707971282,7.835937445473977e-05,28,1.6303351187928686e-06,0.0018165706867312,True,0.3978260459726496,0.00464371701955004,49,0.018259725605815527,True
N_Ax-2 [mg/L],AAP99.2,0.6946833938528455,3.0758144367897e-08,49,0.6752199020877842,8.081059952625116e-05,28,1.6322640082399502e-06,0.0018637538711326,True,0.3574543074121493,0.01168541375634369,49,0.03761481225489717,True
N_Ax-2 [mg/L],Oikopleura.4,0.6943371109843937,3.1451628252931995e-08,49,0.7142285607011917,1.966598450441463e-05,28,1.6643706230894036e-06,0.0005695690396726,True,0.38989886062642853,0.0056164988380497435,49,0.020797937426612772,True
N_Ax-2 [mg/L],Terrimonas.19,0.6943463888170452,3.1432858387467336e-08,49,0.7334730572056808,8.97358317052607e-06,28,1.6643706230894036e-06,0.0002917594629688,True,0.49540522269808906,0.000295521720950416,49,0.0024257407928013315,True
Ax_time [minutes],Thauera.48,-0.5867430131779735,3.165567036359287e-08,75,-0.5867430131779735,3.165567036359287e-08,75,1.6704692811082495e-06,1.625060158141496e-06,True,-0.0970685431128078,0.40739992285258303,75,0.5441205749285346,False
N_Ax-2 [mg/L],Comamonadaceae.30,0.693873266118179,3.2403538255406005e-08,49,0.7167346258264591,1.781958907429287e-05,28,1.7075393933608555e-06,0.0005204182783093,True,0.4243652258728158,0.002374308519940662,49,0.011110184760767468,True
N_Ax-2 [mg/L],Comamonadaceae.8,0.6936817940214299,3.280430236428355e-08,49,0.6971873178493738,3.74554361215698e-05,28,1.726240386651984e-06,0.0009685302633051,True,0.3627124642476934,0.010427493311750547,49,0.03446671447004795,True
N_Ax-2 [mg/L],Haliangium.5,0.6933643279797126,3.347903718561171e-08,49,0.7580172918047814,2.980184107598636e-06,28,1.7592859973584368e-06,0.0001107540932688,True,0.4458671596032308,0.0013238483401949077,49,0.0073728720676060015,True
Ax_time [minutes],Glutamicibacter.1,-0.5857953121565729,3.372443850610328e-08,75,-0.5857953121565729,3.372443850610328e-08,75,1.7672451236659274e-06,1.7256129497266487e-06,True,-0.18690419385204418,0.10835410010572834,75,0.20446128085084753,False
N_Ax-2 [mg/L],midas_g_3838.4,0.6931952662721893,3.384364505825429e-08,49,0.5868295273499734,0.0010290948885227,28,1.771025236880136e-06,0.0155712758484678,True,0.4179752386157851,0.002804285232347776,49,0.012430457810216684,True
N_Ax-2 [mg/L],Niveibacterium.1,0.6927582380278308,3.4803489691702885e-08,49,0.5749757296173476,0.0013716174320789,28,1.818724027292112e-06,0.0198350172312532,True,0.43702160752689617,0.0016912110624274729,49,0.008790727685968659,True
Ax_time [minutes],midas_g_7280.1,-0.5851793479016502,3.5137192286034557e-08,75,-0.5851793479016502,3.5137192286034557e-08,75,1.820987410140565e-06,1.780473623980226e-06,True,-0.050097923788149624,0.6694945234954686,75,0.754301727314362,False
Ax_time [minutes],Acidobacteriae.1,-0.5851793479016502,3.5137192286034557e-08,75,-0.5851793479016502,3.5137192286034557e-08,75,1.820987410140565e-06,1.780473623980226e-06,True,-0.11064483666213575,0.3446465826702542,75,0.48663029265045743,False
Ax_time [minutes],Bacteria.100,-0.5852077149557459,3.5070914829142595e-08,75,-0.5852077149557459,3.5070914829142595e-08,75,1.820987410140565e-06,1.780473623980226e-06,True,-0.12326091654996416,0.29208183080325306,75,0.4307854205384857,False
N_Ax-2 [mg/L],Paracoccus.9,0.6924207344173976,3.556215006566477e-08,49,0.6866677726213494,5.4572639167847656e-05,28,1.8404757857230224e-06,0.0013320820234542,True,0.40115195753268107,0.004281722636661189,49,0.017254187601536946,True
Ax_time [minutes],Comamonadaceae.31,-0.584533697257719,3.667825478495911e-08,75,-0.584533697257719,3.667825478495911e-08,75,1.893030639621518e-06,1.8495982951527771e-06,True,-0.11712598049591874,0.3169459245740917,75,0.45742378857945837,False
N_Ax-2 [mg/L],Pseudoxanthomonas.21,0.6906263520546768,3.9862844981410206e-08,49,0.7137273476761383,2.0055151457956715e-05,28,2.0545747156514506e-06,0.0005803043179246,True,0.4130192021466854,0.003183737641027807,49,0.013814896812389382,True
N_Ax-2 [mg/L],Flavobacterium.11,0.6905663428707147,4.0014765936446e-08,49,0.7237516081772076,1.3445798049499024e-05,28,2.0595835408464847e-06,0.0004155082774587,True,0.38107995940507805,0.006903444798198414,49,0.02441613330781127,True
Ax_time [minutes],Ca_Competibacter.115,-0.5828715679576425,4.0946111809316735e-08,75,-0.5828715679576425,4.0946111809316735e-08,75,2.101770063882049e-06,2.051622592669375e-06,True,-0.41350548537735105,0.00022655589969380237,75,0.0019741782091535045,True
Ax_time [minutes],midas_g_534.1,-0.5826578927923601,4.1527783898556664e-08,75,-0.5826578927923601,4.1527783898556664e-08,75,2.125827032902305e-06,2.0741408754174017e-06,True,-0.34639970294135336,0.00233163756498384,75,0.011015170271026775,True
N_Ax-1 [mg/L],midas_g_41804.1,0.6775418626779791,4.745181551125909e-08,51,0.6452359635761783,1.621173281956692e-05,37,2.4257806502868524e-06,0.0004815314503963,True,0.5887374796178296,5.515318810763815e-06,51,0.00013090575972535802,True
Ax_time [minutes],Ca_Competibacter.109,-0.5803312856328717,4.8390389993297736e-08,75,-0.5803312856328717,4.8390389993297736e-08,75,2.4670574844144e-06,2.405408831267475e-06,True,0.08614017754579541,0.46244085683905695,75,0.5926292029559403,False
N_Ax-1 [mg/L],midas_g_34828.2,0.6759718178446905,5.2348073959258606e-08,51,0.6720250838832688,5.249168429616304e-06,37,2.6652182445427673e-06,0.0001845800638602,True,0.6364446645564343,5.172290163170741e-07,51,3.0570302901959415e-05,True
N_Ax-2 [mg/L],Pseudofulvimonas.3,0.6860431001216565,5.316385996040846e-08,49,0.6059479553903346,0.000632208712602,28,2.703094906770768e-06,0.0104419702466426,True,0.42145386317008177,0.0025623797460817073,49,0.011631078570923879,True
N_Ax-2 [mg/L],midas_g_225.1,0.6859311594513581,5.3535571496033766e-08,49,0.694180039699053,4.177675084682403e-05,28,2.718321022318853e-06,0.0010601695526387,True,0.3382478020908827,0.01744711814527108,49,0.050919737401754116,False
N_Ax-2 [mg/L],midas_g_1341.2,0.6858410819949281,5.3836450098084587e-08,49,0.7488122594298809,4.571903471478504e-06,28,2.729914332803817e-06,0.0001622198238533,True,0.4209787091786913,0.002594294100809163,49,0.011721925180261586,True
N_Ax-2 [mg/L],Arenimonas.5,0.6854467510486141,5.5172344806598244e-08,49,0.678141222897342,7.322592346290324e-05,28,2.793888927790389e-06,0.0017127548958519,True,0.37257508959768976,0.008379973929772038,49,0.028810730613701423,True
N_Ax-2 [mg/L],Thauera.73,0.6853339709266301,5.5560088106234995e-08,49,0.7112212825508709,2.210618542379611e-05,28,2.809742358867058e-06,0.0006314960036455,True,0.4033814556637032,0.00405314801002906,49,0.01653147325001501,True
N_Ax-2 [mg/L],midas_g_17587.1,0.6850975945282879,5.638105735714131e-08,49,0.6346255974508763,0.0002864882778601,28,2.8474325947146873e-06,0.0055061221344131,True,0.42298336957066407,0.002461993890110221,49,0.011400781699481515,True
N_Ax-2 [mg/L],Defluviicoccus.6,0.6850193200901732,5.665541063052493e-08,49,0.740291638003972,6.687456662679645e-06,28,2.8574528484899474e-06,0.0002260331526741,True,0.34796727749884426,0.014285941844447439,49,0.04363303167994024,True
Ax_time [minutes],Azonexus.3,0.5778314553215551,5.6957363604011656e-08,75,0.5778314553215551,5.6957363604011656e-08,75,2.8650010770066023e-06,2.817862250478595e-06,True,0.02523045093440384,0.8298715263431798,75,0.8829564733090156,False
N_Ax-2 [mg/L],midas_g_33416.2,0.6839779089722678,6.042662331571214e-08,49,0.7257564602774216,1.238703786791676e-05,28,3.0273657819622755e-06,0.000388531829765,True,0.3952603042179416,0.0049410201821432145,49,0.018974288028893047,True
N_Ax-2 [mg/L],Azonexus.13,0.6838232940168629,6.100616498360299e-08,49,0.6811485010476629,6.608513924291841e-05,28,3.052336379664976e-06,0.0015679474111145,True,0.38475750500344086,0.00633857598963527,49,0.023081321071315126,True
N_Ax-2 [mg/L],Acinetobacter.3,0.6820371935756551,6.808943922750025e-08,49,0.6951824657491599,4.028938219271049e-05,28,3.4022113558229704e-06,0.0010265773857486,True,0.4126385569318439,0.003214670582331491,49,0.013918463839984695,True
N_Ax-2 [mg/L],Christensenellaceae_R-7_group.12,0.6819526627218935,6.844304238129993e-08,49,0.8228890069038769,7.671622729517457e-08,28,3.41534412413317e-06,3.730362868383969e-06,True,0.43730818712508235,0.0016780163452183793,49,0.008790727685968659,True
Ax_time [minutes],midas_g_2019.2,0.5749202713146165,6.87460087143088e-08,75,0.5749202713146165,6.87460087143088e-08,75,3.421387007772312e-06,3.39038885115253e-06,True,0.04901764127564109,0.6762202451345531,75,0.7586297738696296,False
N_Ax-1 [mg/L],Thauera.34,-0.6710559709029773,7.09217110317511e-08,51,-0.6808982901265561,3.5217436548258354e-06,37,3.525005782786836e-06,0.0001291965046517,True,-0.4982075911702271,0.00019893254451061495,51,0.0017976931774583095,True
