parameter,ASV,rho_interp,p_interp,n_interp,rho_meas,p_meas,n_meas,q_interp,q_meas,confirmed,rho_partial,p_partial,n_partial,q_partial,time_robust
Ax_time [minutes],Desulfobacterium_catecholicum_group.1,-0.759563648857361,2.8045536755504308e-15,75,-0.759563648857361,2.8045536755504308e-15,75,6.046052198047967e-13,4.873197308081011e-13,True,-0.3634227800360793,0.0013515245515824692,75,0.007496590089335479,True
Ax_time [minutes],Leadbetterella.18,0.7595432938680662,2.8121173014176593e-15,75,0.7595432938680662,2.8121173014176593e-15,75,6.046052198047967e-13,4.873197308081011e-13,True,0.006080956279905077,0.9587051298688967,75,0.9765507269088555,False
Ax_time [minutes],Ca_Competibacter.26,0.7593485585921774,2.8854784783342713e-15,75,0.7593485585921774,2.8854784783342713e-15,75,6.133679533747285e-13,4.945678576581025e-13,True,0.29765553112983384,0.009499103880444806,75,0.03198843528970302,True
Ax_time [minutes],Bryobacter.14,-0.75725025703343,3.8024692412576926e-15,75,-0.75725025703343,3.8024692412576926e-15,75,7.992620402364284e-13,6.446932444393989e-13,True,-0.3659329315963185,0.0012439373705741294,75,0.0070867593833698565,True
Ax_time [minutes],midas_g_2019.1,-0.7571436788692167,3.855855828716056e-15,75,-0.7571436788692167,3.855855828716056e-15,75,8.015280417427712e-13,6.467528017299882e-13,True,-0.3563188131119505,0.001703062825748671,75,0.008829036228223373,True
Ax_time [minutes],Ca_Leptovillus.9,0.7561892509761661,4.367240753346811e-15,75,0.7561892509761661,4.367240753346811e-15,75,8.979094718288184e-13,7.247771083041064e-13,True,0.30531881621617524,0.0077297064849143155,75,0.027095234475589328,True
Ax_time [minutes],midas_g_690.1,-0.7558826046364487,4.544979377556921e-15,75,-0.7558826046364487,4.544979377556921e-15,75,9.24350535570698e-13,7.463760374683264e-13,True,-0.3457398076893945,0.0023800390542720942,75,0.011110608855251246,True
Ax_time [minutes],Pseudoxanthomonas.21,-0.755585770064959,4.723654583117961e-15,75,-0.755585770064959,4.723654583117961e-15,75,9.504144582342958e-13,7.676795318864145e-13,True,-0.37089056476726956,0.0010538940537699942,75,0.006234748606387053,True
Ax_time [minutes],Fimbriiglobus.2,-0.7547703144077385,5.250016476516083e-15,75,-0.7547703144077385,5.250016476516083e-15,75,1.03419827187915e-12,8.358985624487486e-13,True,-0.37391004597668265,0.0009514493911406263,75,0.005769831512752154,True
Ax_time [minutes],midas_g_225.3,0.7548364973966022,5.205272476485853e-15,75,0.7548364973966022,5.205272476485853e-15,75,1.03419827187915e-12,8.358985624487486e-13,True,0.5383698383559734,6.294465291814101e-07,75,3.263183322335205e-05,True
Ax_time [minutes],Bdellovibrio.18,-0.7543078492101228,5.573172736816395e-15,75,-0.7543078492101228,5.573172736816395e-15,75,1.086479918252419e-12,8.784328445376032e-13,True,-0.3232489443063047,0.004672764780130441,75,0.018298470255723998,True
Ax_time [minutes],midas_g_89500.1,-0.7540278612607014,5.778040275096558e-15,75,-0.7540278612607014,5.778040275096558e-15,75,1.1148654633359384e-12,9.016617476053665e-13,True,-0.3276754855436839,0.00410763950368863,75,0.016684638808797114,True
Ax_time [minutes],Bacteria.116,-0.75333433293086,6.317207718801566e-15,75,-0.75333433293086,6.317207718801566e-15,75,1.2065225402025833e-12,9.760863906794578e-13,True,-0.4257878915128729,0.00013983844067108495,75,0.0014187438388310262,True
Ax_time [minutes],Arenimonas.5,-0.7524699524564437,7.057261346572245e-15,75,-0.7524699524564437,7.057261346572245e-15,75,1.3343188852501544e-12,1.0797954116906588e-12,True,-0.3117251253133434,0.0064796041054445384,75,0.023464742808319373,True
Ax_time [minutes],midas_g_31688.8,-0.7519457160706339,7.546039646051342e-15,75,-0.7519457160706339,7.546039646051342e-15,75,1.412536028272049e-12,1.1434255050147168e-12,True,-0.38936781060712444,0.0005549711164795086,75,0.0038227031449812304,True
Ax_time [minutes],Rhodobacteraceae.22,-0.7510310568678061,8.477914040833617e-15,75,-0.7510310568678061,8.477914040833617e-15,75,1.5713375161889893e-12,1.2723361330372594e-12,True,-0.37228694017934244,0.0010053367194092387,75,0.0060015555673824245,True
Ax_time [minutes],midas_g_37891.1,-0.7509120436521861,8.607023791883349e-15,75,-0.7509120436521861,8.607023791883349e-15,75,1.5797037569249317e-12,1.2794687595081193e-12,True,-0.2969951547523124,0.009666954359765351,75,0.032442759946742325,True
Ax_time [minutes],Azonexus.13,-0.7493541348479283,1.0481870435037342e-14,75,-0.7493541348479283,1.0481870435037342e-14,75,1.9052192034699514e-12,1.5435415402130577e-12,True,-0.3511330105933852,0.0020095526480552544,75,0.009921851420222684,True
Ax_time [minutes],Singulisphaera.10,-0.7480088275048191,1.2412040820167334e-14,75,-0.7480088275048191,1.2412040820167334e-14,75,2.234464286405723e-12,1.8107724296063656e-12,True,-0.3240239769337333,0.004569101103677808,75,0.018074556574789725,True
Ax_time [minutes],Oikopleura.4,-0.7477962260436708,1.2746801421435947e-14,75,-0.7477962260436708,1.2746801421435947e-14,75,2.2729782155522634e-12,1.84247084509106e-12,True,-0.3111893446247073,0.006576861643034828,75,0.023686320725372235,True
Ax_time [minutes],Pajaroellobacter.3,-0.7474001683848958,1.3393751204895226e-14,75,-0.7474001683848958,1.3393751204895226e-14,75,2.3659149722262106e-12,1.9183031976837612e-12,True,-0.3437900501227845,0.0025283541864108434,75,0.011556514494731697,True
Ax_time [minutes],Shinella.2,-0.7462383172394131,1.5479175663205793e-14,75,-0.7462383172394131,1.5479175663205793e-14,75,2.7088557410610135e-12,2.196922279873814e-12,True,-0.35659896521466705,0.0016877729753352918,75,0.008790727685968659,True
Ax_time [minutes],Rhodobacteraceae.1,0.7451813845917676,1.7645106005049395e-14,75,0.7451813845917676,1.7645106005049395e-14,75,3.059433702488403e-12,2.4818672419478893e-12,True,0.22784455430137618,0.04929954455850344,75,0.11452842308991955,False
