ko	mag	iterativeID	genus	CAN_1	CAN_2	CAN_3	CAN_4	CAN_5
K00023	CAN_1_bin.148	Dokdonella.1_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.174	Gracilibacteria.30	UBA5532	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.177	Pararhodobacter.1_m	Pararhodobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.180	Bdellovibrio.13	UBA2316	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.195	Ca_Falkowbacteria.7	UBA919	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.2	Ignavibacteria.5		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.210	Dokdonella.2_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.48	Paceibacteria.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.5	Micavibrionaceae.1_m	UBA1573	10.6988	7.9526	7.9308	33.7834	27.9170
K00023	CAN_1_bin.77	Thermoanaerobaculia.1_m	UBA5066	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.84	Phototrophicaceae.1_m	CFX2	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_1_bin.98	Accumulibacter.1_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_2_bin.125	Pseudoxanthomonas_A.1_m	Pseudoxanthomonas_A	40.9801	80.0661	77.0390	0.4848	0.5631
K00023	CAN_2_bin.151	Brevundimonas.1_m	Brevundimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_2_bin.159	Pseudoxanthomonas.1_m	Pseudoxanthomonas	17.6194	12.8983	11.7173	33.6492	9.7387
K00023	CAN_2_bin.173	Burkholderiaceae.1_m	JACDQM01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_2_bin.176	Thermoanaerobaculia.2_m	UBA5066	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_2_bin.23	Zoogloea.1_m	Zoogloea	8.6761	17.3934	17.3831	0.2439	0.2258
K00023	CAN_2_bin.6	Desulfobacillus.1_m	Desulfobacillus	40.3802	12.5807	13.7469	15.6305	0.2634
K00023	CAN_2_bin.66	Chthoniobacterales.1_m	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_3_bin.10	Rhodobacter.13	JAAKGP01	2.2049	2.7117	2.5232	0.6663	0.3343
K00023	CAN_3_bin.124	Thermomonas.1_m	Thermomonas	0.7664	0.8079	0.8308	0.0000	0.0000
K00023	CAN_3_bin.13	Pseudoxanthomonas_A.2_m	Pseudoxanthomonas_A	5.0636	10.1049	12.0211	0.6341	0.3826
K00023	CAN_3_bin.203	Ancalomicrobiaceae.1_m	JAEULV01	16.3735	20.6373	21.8670	23.7998	83.2723
K00023	CAN_3_bin.205	Niabella.1_m	Niabella	2.3665	2.9624	2.0310	0.3576	0.0000
K00023	CAN_3_bin.208	Azospira_A.1_m	Azospira_A	2.7850	3.4400	1.8866	0.2629	0.0000
K00023	CAN_3_bin.216	Zoogloea.2_m	Zoogloea	1.0198	18.4609	16.9104	0.0000	0.7796
K00023	CAN_3_bin.221	Ignavibacteria.31	OLB5	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_3_bin.227	Kapaibacterium.1_m	Kapaibacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_3_bin.43	Luteimonas_D.1_m	Luteimonas_D	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.103	Aggregatilineales.1_m	UBA2796	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.107	Caldilinea.1_m	Caldilinea	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.11	Villigracilis.1_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.112	Bacteroidia.1_m	2-12-FULL-35-15	0.0000	0.0000	0.1601	2.1425	0.2015
K00023	CAN_4_bin.116	Competibacter.1_m	Competibacter	9.1109	10.3682	6.3603	114.8281	23.0732
K00023	CAN_4_bin.142	Vicingus.1_m	Vicingus	0.0000	0.0000	0.0000	1.7337	0.0000
K00023	CAN_4_bin.152	Brevundimonas.2_m	Brevundimonas	0.0000	0.0000	0.0000	1.4791	0.0000
K00023	CAN_4_bin.154	Aquimonas.1_m	Aquimonas	0.5529	1.2385	0.2805	2.6669	0.1765
K00023	CAN_4_bin.166	Ignavibacterium.4	UTCHB3	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.195	Azonexus.1_m	Azonexus	0.0000	0.6237	0.0000	11.0850	1.3454
K00023	CAN_4_bin.197	Ignavibacteria.13	CAIKZJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.208	Azospira_A.2_m	Azospira_A	30.0812	26.5798	28.1291	7.3285	0.3817
K00023	CAN_4_bin.220	Bosea.1	JAIUNP01	1.0448	1.3767	1.0488	1.2279	5.5440
K00023	CAN_4_bin.225	Accumulibacter.2_m	Accumulibacter	7.8308	1.4741	2.0213	4.6485	8.2680
K00023	CAN_4_bin.236	Thauera.1_m	Thauera	211.8315	534.2347	510.0338	18.1442	9.3969
K00023	CAN_4_bin.238	Phaeodactylibacter.3	UBA2329	2.5946	2.2792	0.9376	4.0511	2.7534
K00023	CAN_4_bin.25	Competibacter_A.1_m	Competibacter_A	0.7885	0.1299	0.3562	12.2117	5.4351
K00023	CAN_4_bin.35	Brevundimonas.3_m	Brevundimonas	0.4395	0.1448	0.0993	3.0714	0.1249
K00023	CAN_4_bin.38	Salinispiraceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.44	Mesorhizobium.22	DUSC01	1.8663	1.9187	1.1302	6.1846	3.7660
K00023	CAN_4_bin.62	Anaerolineaceae.1_m	JARKPB01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.64	Accumulibacter.3_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.70	Phototrophicaceae.2_m	JAIOHN01	0.5418	0.3569	0.2447	2.0465	0.3080
K00023	CAN_4_bin.72	Competibacter_A.2_m	Competibacter_A	0.0000	0.5636	0.0000	0.9694	0.0000
K00023	CAN_4_bin.76	Dojkabacteria.1_m	Brojett037	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_4_bin.92	Flexifilum.1_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.1	Rhabdaerophilum.1_m	Rhabdaerophilum	0.7061	0.4652	1.1163	0.6668	2.8099
K00023	CAN_5_bin.100	Ignavibacteriaceae.1_m	JAEXTR01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.106	Competibacter.2_m	Competibacter	264.3201	263.5967	256.0777	95.2245	41.5142
K00023	CAN_5_bin.112	Terrimonas.22	JJ008	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.145	Bacteroidia.19	JAAFHL01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.146	Altimarinus.1_m	Altimarinus	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.147	Terrimonas.3	SpSt-398	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.149	Flavipsychrobacter.1_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0616	0.9906
K00023	CAN_5_bin.150	Paceibacteria.2_m	JAHFLJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.167	Ignavibacteria.21	OLB5	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.169	Spirochaetota.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.173	Bacteroidia.11	JAKRSD01	0.0845	0.2226	0.2289	0.0638	1.0563
K00023	CAN_5_bin.177	Lysobacter.2	SCMT01	36.1902	29.6399	29.1251	22.0872	5.6318
K00023	CAN_5_bin.180	Anaerolineaceae.24	UBA6170	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.2	Rhodospirillales.3		0.0000	0.0000	0.0000	0.0000	13.5057
K00023	CAN_5_bin.40	Giesbergeria.1_m	Giesbergeria	11.0300	17.3026	15.3427	1.7196	1.1944
K00023	CAN_5_bin.52	Beijerinckiaceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.62	Caldilinea.2_m	Caldilinea	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.70	Azonexus.2_m	Azonexus	5.8518	1.2338	3.1720	44.7423	11.5776
K00023	CAN_5_bin.9	Villigracilaceae.1_m	UBA5195	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.90	Gracilibacteria.25	UBA5532	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	CAN_5_bin.97	Azospira.1	UBA1934	0.0744	0.0980	0.3360	0.5058	0.5075
K00023	coasm_bin.10	Leptovillus.1_m	Leptovillus	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.103	Phototrophicaceae.3_m	JALHNB01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.105	Rhodobacter.5	JAAKGP01	0.0000	0.2183	0.0000	0.1252	0.0000
K00023	coasm_bin.108	Tabrizicola.1_m	Tabrizicola	0.0000	0.0000	0.2021	0.2536	0.3816
K00023	coasm_bin.110	Leptonema.1_m	Leptonema	0.4223	0.0000	0.3815	0.3190	0.0000
K00023	coasm_bin.112	Microgenomatia.1_m	UBA927	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.114	Sphingobacteriales.16	UBA2475	0.9642	1.6941	1.4519	0.0000	0.0000
K00023	coasm_bin.115	Phototrophicaceae.4_m	GCA-2794515	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.117	Chitinophagaceae.1_m	JAFLBI01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.118	Beijerinckiaceae.2_m	GCA-013693735	0.2571	0.3388	0.3485	0.0000	0.4386
K00023	coasm_bin.121	Sphingobacteriales.13	UBA2475	0.8649	0.4558	1.0939	0.0000	0.0000
K00023	coasm_bin.125	Flavobacterium.1_m	Flavobacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.13	Bryobacter.14	JACTMJ01	1.2484	4.1125	2.2557	0.0000	0.0000
K00023	coasm_bin.131	Azoarcus_F.1_m	Azoarcus_F	1.0052	0.2298	0.1575	0.7595	0.0000
K00023	coasm_bin.132	Cyclobacteriaceae.1_m	ELB16-189	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.133	Kaistella.1_m	Kaistella	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.134	Lysobacter_B.1_m	Lysobacter_B	4.5856	4.7605	4.8723	5.7872	0.5826
K00023	coasm_bin.135	Flavipsychrobacter.2_m	Flavipsychrobacter	1.0378	0.5541	0.3799	1.4543	0.2860
K00023	coasm_bin.138	Hyphomicrobiaceae.1_m	JABFRJ01	0.3446	0.4540	0.4669	0.5206	0.2938
K00023	coasm_bin.139	Planctomycetota.15	UBA2386	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.142	Sphingobacteriales.30	OLB10	2.8242	0.2326	1.1163	3.4674	0.6021
K00023	coasm_bin.147	Holophaga.1_m	Holophaga	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.15	Sulfuritalea.1_m	Sulfuritalea	8.7108	6.1954	3.4613	4.7395	0.7927
K00023	coasm_bin.150	Ignavibacterium.5	JAGUXE01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.153	Phycisphaeraceae.20	JAFEBO01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.156	Saprospiraceae.3	M3007	1.9319	0.5990	0.6160	1.5454	0.0646
K00023	coasm_bin.157	Gammaproteobacteria.1_m	SHZI01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.161	Planctomycetota.9	UBA2392	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.171	Inhella.1_m	Inhella	0.0000	1.2519	1.7166	0.1196	0.0000
K00023	coasm_bin.178	Ancalomicrobiaceae.2_m	CALBKH01	0.3365	0.0000	0.3040	0.1271	3.4433
K00023	coasm_bin.181	Anaerolineae.1_m	JAAEKA01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.183	Gemmatimonas.3	JAABRT01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.185	Accumulibacter.4_m	Accumulibacter	41.8539	18.7649	20.0828	61.9307	186.7050
K00023	coasm_bin.188	Bacteroidales.13	UBA5072	0.0000	0.0000	0.0757	0.7597	0.6669
K00023	coasm_bin.196	Beijerinckiaceae.3_m	JAIUNP01	1.4727	0.1944	1.5970	0.7235	3.6845
K00023	coasm_bin.2	Ottowia.1_m	Ottowia	3.0331	4.6159	6.1127	1.3457	0.7761
K00023	coasm_bin.201	Prosthecobacter.1_m	Prosthecobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.202	Albidovulum.1_m	Albidovulum	0.0000	0.0000	0.1608	0.1345	1.5177
K00023	coasm_bin.203	Fuscibacter.1_m	Fuscibacter	1.0134	1.3354	0.6104	0.8933	0.5761
K00023	coasm_bin.206	Oligoflexia.6	JAIEMT01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.207	Treponematales.1_m	UBA5200	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.208	Niveibacterium.1_m	Niveibacterium	0.1744	1.8381	1.2603	0.6587	0.0000
K00023	coasm_bin.209	Herpetosiphon.1_m	Herpetosiphon	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.213	Flavipsychrobacter.3_m	Flavipsychrobacter	0.1772	0.2335	0.0000	0.7970	0.9979
K00023	coasm_bin.214	Desulfobacillus.2_m	Desulfobacillus	10.6366	3.6763	4.8835	3.9522	0.0991
K00023	coasm_bin.215	Chiayiivirga.1_m	Chiayiivirga	4.7271	5.1908	4.5079	1.9841	0.1493
K00023	coasm_bin.218	Micropepsaceae.1_m	JADZAI01	0.4395	1.0134	1.9852	0.1660	0.0000
K00023	coasm_bin.219	Paracoccus.1_m	Paracoccus	0.8512	0.8973	0.4614	0.0000	0.2903
K00023	coasm_bin.22	Leptolinea.1_m	Leptolinea	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.221	Microgenomatia.2_m	1-14-0-10-56-10	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.222	Zoogloea.3_m	Zoogloea	1.5693	5.2846	5.1986	0.0000	0.0000
K00023	coasm_bin.223	Rhodocyclaceae.1_m	UBA1934	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.226	Arenimonas.1_m	Arenimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.231	Bryobacter.8	JACTMJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.233	Gammaproteobacteria.7	SHZI01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.237	Holophaga.2_m	Holophaga	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.238	Rhodothermaceae.5	BA12	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.24	Absconditicoccaceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.240	Villigracilis.2_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.246	Sulfuricystis.1_m	Sulfuricystis	0.0000	0.0000	0.1569	1.4433	0.3949
K00023	coasm_bin.248	Neotabrizicola.1_m	Neotabrizicola	0.0000	0.0000	0.1333	0.5572	0.8386
K00023	coasm_bin.249	Giesbergeria.2_m	Giesbergeria	1.1003	0.8285	1.9881	0.2375	0.0894
K00023	coasm_bin.25	Paceibacteria.3_m	UBA9973	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.250	Accumulibacter.5_m	Accumulibacter	6.4378	1.3143	2.9490	15.1396	0.8763
K00023	coasm_bin.251	Competibacter_A.3_m	Competibacter_A	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.255	Hydrogenophaga.1_m	Hydrogenophaga	0.1751	0.6921	0.4745	0.3968	0.0000
K00023	coasm_bin.256	Azonexus.3_m	Azonexus	1.6960	3.4962	4.5771	0.8456	0.6610
K00023	coasm_bin.258	Sandaracinus.1	JAEUKH01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.259	Mariniflexile.1_m	Mariniflexile	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.260	Ca_Sarcinithrix.1	JAAEKA01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.261	Flexifilum.2_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.262	Phreatobacter.1_m	Phreatobacter	1.4297	0.0000	0.9687	0.6751	0.5080
K00023	coasm_bin.265	Rhodocyclaceae.20		0.0000	0.0000	0.6874	0.7480	1.4489
K00023	coasm_bin.268	Flavipsychrobacter.4_m	Flavipsychrobacter	0.1772	2.2449	3.0783	0.0000	0.3681
K00023	coasm_bin.27	Phycisphaeraceae.31		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.271	Casimicrobium.1_m	Casimicrobium	0.4044	1.0658	0.7307	0.3055	0.0000
K00023	coasm_bin.277	Dokdonella.3_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.278	Kiritimatiellia.1_m	CALMUP01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.279	Xinfangfangia.1_m	Xinfangfangia	0.3296	0.1448	0.3970	0.0830	0.0625
K00023	coasm_bin.28	Rhodanobacteraceae.5	JADKFD01	4.4613	4.8870	3.1308	2.9923	0.2815
K00023	coasm_bin.280	Mesorhizobium_A.1_m	Mesorhizobium_A	1.0678	1.1726	1.4471	1.2102	0.6071
K00023	coasm_bin.286	Sphingobacteriales.9	UBA2475	2.5963	1.2386	1.2738	0.0000	0.0000
K00023	coasm_bin.289	Phreatobacter.2_m	Phreatobacter	1.0556	0.5564	1.1444	0.9571	0.7202
K00023	coasm_bin.290	Xanthobacteraceae.4	SCUB01	0.0000	0.2345	0.1608	0.0000	0.0000
K00023	coasm_bin.293	Verrucomicrobiales.2	Arctic95D-9	0.7769	0.5118	1.3616	0.1643	0.0000
K00023	coasm_bin.298	Bacteroidales.1_m	CAIVAT01	0.0000	0.4978	0.0000	0.2854	0.0000
K00023	coasm_bin.305	Hydrogenedensaceae.8	JAEUWI01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.31	Rhodobacteraceae.1	JAAKGP01	0.1421	0.1873	0.1284	3.5439	1.5354
K00023	coasm_bin.312	Flavobacteriales.1_m	PHOS-HE28	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.313	Phototrophicaceae.5_m	JACKCG01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.314	Spirosomataceae.1_m	SCN-52-12	0.0000	0.0000	0.0000	0.0565	0.3613
K00023	coasm_bin.315	Villigracilis.3_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.318	Thermoanaerobaculia.3_m	UBA5066	0.6947	0.6865	0.6276	0.1312	0.0000
K00023	coasm_bin.320	Thermomicrobiales.1_m	JADLGF01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.321	Dokdonella.4_m	Dokdonella	4.4021	1.6548	2.2334	1.2287	0.3306
K00023	coasm_bin.322	Flavipsychrobacter.5_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.324	Chthoniobacterales.2_m	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.325	Flexifilum.3_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.335	Inhella.2_m	Inhella	0.7003	0.9228	2.0562	0.0000	0.0995
K00023	coasm_bin.336	Micavibrionaceae.2_m	UBA1573	0.3559	2.3451	0.4824	0.0000	0.0000
K00023	coasm_bin.337	Ignavibacteria.7	UBA9002	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.338	Pseudorhodobacter.1	JAAKGP01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.340	Mesorhizobium_A.2_m	Mesorhizobium_A	0.7055	0.7035	0.3216	0.8020	0.1987
K00023	coasm_bin.347	Accumulibacter.6_m	Accumulibacter	1.4446	0.1308	0.0897	7.4525	0.0141
K00023	coasm_bin.348	Myxococcaceae.11	JAEUJQ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.350	Phycisphaeraceae.13	JAFLCM01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.358	Phycisphaeraceae.22	JABWBB01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.362	Runella.1_m	Runella	0.0000	0.2640	0.3620	0.0000	0.1139
K00023	coasm_bin.364	Sediminibacterium.1_m	Sediminibacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.365	Ca_Competibacter.109	JARSSO01	0.9789	0.7448	0.9728	1.7654	4.4089
K00023	coasm_bin.367	Luteimonas_D.2_m	Luteimonas_D	2.2668	2.7572	1.5753	1.5809	1.0905
K00023	coasm_bin.373	Leadbetterella.1_m	Leadbetterella	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.383	Ca_Pacebacteria.9	UBA1364	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.385	Microgenomatia.3_m	UBA924	0.0000	0.3914	0.0000	1.1221	0.1689
K00023	coasm_bin.386	alphaI_cluster.1	GCA-013693735	1.4166	1.5962	1.7251	1.6433	0.6067
K00023	coasm_bin.388	Absconditicoccaceae.2_m	JAGOPC01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.389	Phototrophicaceae.6_m	JANWYT01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.392	Gemmobacter.1_m	Gemmobacter	0.7325	1.7373	1.7205	0.0000	0.0833
K00023	coasm_bin.393	Ignavibacteriaceae.2_m	IGN3	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.394	Chelatococcus.1_m	Chelatococcus	0.2175	1.4331	0.3930	0.0000	0.1237
K00023	coasm_bin.395	Chiayiivirga.2_m	Chiayiivirga	0.8719	0.2298	0.6301	0.2635	0.0000
K00023	coasm_bin.399	Bosea.1_m	Bosea	7.1607	11.2905	8.6043	0.4990	0.7930
K00023	coasm_bin.40	Flavipsychrobacter.6_m	Flavipsychrobacter	5.5451	12.7278	9.0297	3.0996	0.0000
K00023	coasm_bin.400	Sphingobacteriales.53	2-12-FULL-35-15	1.2545	0.2204	0.2267	0.1264	0.1426
K00023	coasm_bin.407	Ca_Pacebacteria.8	1-14-0-10-56-10	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.409	Chitinophagaceae.18	CAIVPM01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.41	Dojkabacteria.2_m	JAMQHH01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.411	Aquimonas.2_m	Aquimonas	2.6017	3.1894	3.5920	0.2635	0.0000
K00023	coasm_bin.414	Terrimicrobium.2	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.417	Dokdonella_A.1_m	Dokdonella_A	2.4328	0.9154	0.7839	3.4073	0.0000
K00023	coasm_bin.420	Mesorhizobium_I.1_m	Mesorhizobium_I	1.6699	2.1643	1.8091	0.5849	0.4525
K00023	coasm_bin.423	Bryobacter.12	JACTMJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.425	Rhodothermaceae.3	BA12	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.426	Phototrophicaceae.7_m	JALHNB01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.437	Mesorhizobium_G.1_m	Mesorhizobium_G	0.3405	0.4486	0.0000	0.1286	0.3871
K00023	coasm_bin.441	Ignavibacterium.2	UTCHB3	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.447	Dojkabacteria.3_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.448	Villigracilis.4_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.449	Thermomonas.2_m	Thermomonas	0.5231	0.2298	0.4726	0.7904	0.0000
K00023	coasm_bin.466	Ignavibacteria.1_m	OLB5	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.468	Chthoniobacteraceae.3	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.469	Pseudofulvimonas.1_m	Pseudofulvimonas	1.0470	1.3796	1.1761	0.1067	0.0000
K00023	coasm_bin.47	Anaerolineaceae.3	UBA6663	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.471	Lysobacter_B.2_m	Lysobacter_B	0.0000	4.2874	2.9786	0.0000	0.6670
K00023	coasm_bin.473	Anaerolinea.1_m	Anaerolinea	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.476	Accumulibacter.7_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.479	Zambryskibacteraceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.481	Leptovillus.2_m	Leptovillus	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.482	Ignavibacteriaceae.3_m	BA9	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.484	Rhodoplanes.1	SCUB01	0.0731	0.2891	0.0000	0.9392	2.6190
K00023	coasm_bin.485	Pseudofulvimonas.2_m	Pseudofulvimonas	1.3586	1.7903	1.0857	0.6614	0.1510
K00023	coasm_bin.489	Tenuifilaceae.1_m	UBA2287	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.492	Flavitalea.4	JJ008	0.5618	0.4935	0.1692	0.1415	0.0000
K00023	coasm_bin.495	Fimbriimonadaceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.496	Dokdonella.5_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.497	Amaricoccus.1_m	Amaricoccus	1.2098	0.3188	1.5302	0.1828	0.2751
K00023	coasm_bin.499	Dojkabacteria.4_m	JAMQHH01	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.502	Pseudoxanthomonas_B.1_m	Pseudoxanthomonas_B	0.1744	0.9191	0.3151	0.0000	0.0991
K00023	coasm_bin.51	Hydrogenophaga.2_m	Hydrogenophaga	0.8754	4.3833	2.5308	0.2646	0.3981
K00023	coasm_bin.512	Phototrophicaceae.8_m	GCA-2794515	0.0000	0.0000	0.0000	0.0000	0.0000
K00023	coasm_bin.514	Mesorhizobium_G.2_m	Mesorhizobium_G	0.0000	0.0000	0.0000	0.0000	0.0000
