ko	mag	iterativeID	genus	CAN_1	CAN_2	CAN_3	CAN_4	CAN_5
K01908	coasm_bin.139	Planctomycetota.15	UBA2386	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.142	Sphingobacteriales.30	OLB10	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.147	Holophaga.1_m	Holophaga	0.1976	0.5207	0.1785	0.1493	0.4493
K01908	coasm_bin.15	Sulfuritalea.1_m	Sulfuritalea	0.9029	0.0000	0.0816	0.2729	0.0000
K01908	coasm_bin.150	Ignavibacterium.5	JAGUXE01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.153	Phycisphaeraceae.20	JAFEBO01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.156	Saprospiraceae.3	M3007	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.157	Gammaproteobacteria.1_m	SHZI01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.161	Planctomycetota.9	UBA2392	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.171	Inhella.1_m	Inhella	0.0000	1.3275	2.2755	0.0000	0.0000
K01908	coasm_bin.178	Ancalomicrobiaceae.2_m	CALBKH01	0.2717	0.7161	0.5524	0.5132	1.2359
K01908	coasm_bin.181	Anaerolineae.1_m	JAAEKA01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.183	Gemmatimonas.3	JAABRT01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.185	Accumulibacter.4_m	Accumulibacter	33.0774	12.7126	14.5265	49.3738	141.9529
K01908	coasm_bin.188	Bacteroidales.13	UBA5072	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.196	Beijerinckiaceae.3_m	JAIUNP01	0.5067	0.6677	0.4578	0.3828	0.0000
K01908	coasm_bin.2	Ottowia.1_m	Ottowia	0.9789	1.2898	1.5476	0.9244	1.9477
K01908	coasm_bin.201	Prosthecobacter.1_m	Prosthecobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.202	Albidovulum.1_m	Albidovulum	0.0000	0.0000	0.0616	0.1030	0.4262
K01908	coasm_bin.203	Fuscibacter.1_m	Fuscibacter	2.8713	1.4188	1.6213	0.8135	1.4283
K01908	coasm_bin.206	Oligoflexia.6	JAIEMT01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.207	Treponematales.1_m	UBA5200	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.208	Niveibacterium.1_m	Niveibacterium	0.2726	0.6286	0.2463	0.0515	0.0387
K01908	coasm_bin.209	Herpetosiphon.1_m	Herpetosiphon	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.213	Flavipsychrobacter.3_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.214	Desulfobacillus.2_m	Desulfobacillus	4.2865	2.4207	2.2129	1.6964	0.0000
K01908	coasm_bin.215	Chiayiivirga.1_m	Chiayiivirga	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.218	Micropepsaceae.1_m	JADZAI01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.219	Paracoccus.1_m	Paracoccus	0.1365	0.0000	0.4933	0.4641	0.1552
K01908	coasm_bin.22	Leptolinea.1_m	Leptolinea	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.221	Microgenomatia.2_m	1-14-0-10-56-10	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.222	Zoogloea.3_m	Zoogloea	0.4688	1.3899	0.9529	0.0000	0.0333
K01908	coasm_bin.223	Rhodocyclaceae.1_m	UBA1934	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.226	Arenimonas.1_m	Arenimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.231	Bryobacter.8	JACTMJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.233	Gammaproteobacteria.7	SHZI01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.237	Holophaga.2_m	Holophaga	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.238	Rhodothermaceae.5	BA12	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.24	Absconditicoccaceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.240	Villigracilis.2_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.246	Sulfuricystis.1_m	Sulfuricystis	0.0000	0.0000	0.1176	0.3932	0.1480
K01908	coasm_bin.248	Neotabrizicola.1_m	Neotabrizicola	0.0000	0.0000	0.0615	0.1542	0.5416
K01908	coasm_bin.249	Giesbergeria.2_m	Giesbergeria	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.25	Paceibacteria.3_m	UBA9973	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.250	Accumulibacter.5_m	Accumulibacter	4.9893	1.0635	1.7897	15.4107	0.9594
K01908	coasm_bin.251	Competibacter_A.3_m	Competibacter_A	0.1363	0.0898	0.0616	2.2516	0.8304
K01908	coasm_bin.255	Hydrogenophaga.1_m	Hydrogenophaga	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.256	Azonexus.3_m	Azonexus	0.1365	0.4497	0.5550	0.0000	0.0000
K01908	coasm_bin.258	Sandaracinus.1	JAEUKH01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.259	Mariniflexile.1_m	Mariniflexile	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.260	Ca_Sarcinithrix.1	JAAEKA01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.261	Flexifilum.2_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.262	Phreatobacter.1_m	Phreatobacter	1.0134	1.3354	0.9155	2.6798	0.5761
K01908	coasm_bin.265	Rhodocyclaceae.20		0.2279	0.1501	0.1029	0.0861	0.3887
K01908	coasm_bin.268	Flavipsychrobacter.4_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.27	Phycisphaeraceae.31		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.271	Casimicrobium.1_m	Casimicrobium	0.1598	0.8423	0.5775	0.0000	0.0909
K01908	coasm_bin.277	Dokdonella.3_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.278	Kiritimatiellia.1_m	CALMUP01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.279	Xinfangfangia.1_m	Xinfangfangia	0.2834	0.3734	0.0000	0.1070	0.1611
K01908	coasm_bin.28	Rhodanobacteraceae.5	JADKFD01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.280	Mesorhizobium_A.1_m	Mesorhizobium_A	0.0000	0.0000	0.3270	0.8203	1.2346
K01908	coasm_bin.286	Sphingobacteriales.9	UBA2475	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.289	Phreatobacter.2_m	Phreatobacter	2.0879	3.1523	3.7725	2.6536	5.0076
K01908	coasm_bin.290	Xanthobacteraceae.4	SCUB01	0.0000	1.6450	0.0000	0.1572	0.0000
K01908	coasm_bin.293	Verrucomicrobiales.2	Arctic95D-9	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.298	Bacteroidales.1_m	CAIVAT01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.305	Hydrogenedensaceae.8	JAEUWI01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.31	Rhodobacteraceae.1	JAAKGP01	0.0000	0.0000	0.1681	1.9679	1.1106
K01908	coasm_bin.312	Flavobacteriales.1_m	PHOS-HE28	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.313	Phototrophicaceae.5_m	JACKCG01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.314	Spirosomataceae.1_m	SCN-52-12	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.315	Villigracilis.3_m	Villigracilis	0.2930	0.1930	0.2647	0.2214	0.4164
K01908	coasm_bin.318	Thermoanaerobaculia.3_m	UBA5066	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.320	Thermomicrobiales.1_m	JADLGF01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.321	Dokdonella.4_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.322	Flavipsychrobacter.5_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.324	Chthoniobacterales.2_m	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.325	Flexifilum.3_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.335	Inhella.2_m	Inhella	0.5743	2.0179	0.8647	0.0000	0.0000
K01908	coasm_bin.336	Micavibrionaceae.2_m	UBA1573	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.337	Ignavibacteria.7	UBA9002	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.338	Pseudorhodobacter.1	JAAKGP01	0.9642	1.6941	0.5808	0.2428	0.0000
K01908	coasm_bin.340	Mesorhizobium_A.2_m	Mesorhizobium_A	0.0680	0.0000	0.0000	0.2570	0.1934
K01908	coasm_bin.347	Accumulibacter.6_m	Accumulibacter	0.3397	0.3581	0.0614	1.0778	0.0000
K01908	coasm_bin.348	Myxococcaceae.11	JAEUJQ01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.350	Phycisphaeraceae.13	JAFLCM01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.358	Phycisphaeraceae.22	JABWBB01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.362	Runella.1_m	Runella	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.364	Sediminibacterium.1_m	Sediminibacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.365	Ca_Competibacter.109	JARSSO01	0.1511	0.7965	0.4096	0.6850	1.9761
K01908	coasm_bin.367	Luteimonas_D.2_m	Luteimonas_D	1.1640	0.5113	1.0516	0.0000	0.1103
K01908	coasm_bin.373	Leadbetterella.1_m	Leadbetterella	0.0000	0.0000	0.0606	1.3685	2.8605
K01908	coasm_bin.383	Ca_Pacebacteria.9	UBA1364	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.385	Microgenomatia.3_m	UBA924	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.386	alphaI_cluster.1	GCA-013693735	0.5384	0.4729	0.4864	0.6779	0.4081
K01908	coasm_bin.388	Absconditicoccaceae.2_m	JAGOPC01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.389	Phototrophicaceae.6_m	JANWYT01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.392	Gemmobacter.1_m	Gemmobacter	0.7508	0.9893	0.8633	0.0000	0.0000
K01908	coasm_bin.393	Ignavibacteriaceae.2_m	IGN3	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.394	Chelatococcus.1_m	Chelatococcus	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.395	Chiayiivirga.2_m	Chiayiivirga	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.399	Bosea.1_m	Bosea	1.0701	1.9388	1.8730	0.1011	0.1521
K01908	coasm_bin.40	Flavipsychrobacter.6_m	Flavipsychrobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.400	Sphingobacteriales.53	2-12-FULL-35-15	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.407	Ca_Pacebacteria.8	1-14-0-10-56-10	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.409	Chitinophagaceae.18	CAIVPM01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.41	Dojkabacteria.2_m	JAMQHH01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.411	Aquimonas.2_m	Aquimonas	0.6826	0.8095	0.7400	0.1031	0.0388
K01908	coasm_bin.414	Terrimicrobium.2	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.417	Dokdonella_A.1_m	Dokdonella_A	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.420	Mesorhizobium_I.1_m	Mesorhizobium_I	0.2709	0.7139	0.3059	0.3581	0.0000
K01908	coasm_bin.423	Bryobacter.12	JACTMJ01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.425	Rhodothermaceae.3	BA12	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.426	Phototrophicaceae.7_m	JALHNB01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.437	Mesorhizobium_G.1_m	Mesorhizobium_G	0.9675	2.5498	1.7482	0.7310	0.0000
K01908	coasm_bin.441	Ignavibacterium.2	UTCHB3	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.447	Dojkabacteria.3_m		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.448	Villigracilis.4_m	Villigracilis	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.449	Thermomonas.2_m	Thermomonas	0.2739	0.0902	0.3093	0.0517	0.0000
K01908	coasm_bin.466	Ignavibacteria.1_m	OLB5	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.468	Chthoniobacteraceae.3	JACTMZ01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.469	Pseudofulvimonas.1_m	Pseudofulvimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.47	Anaerolineaceae.3	UBA6663	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.471	Lysobacter_B.2_m	Lysobacter_B	0.2061	0.4526	0.3103	0.0519	0.1953
K01908	coasm_bin.473	Anaerolinea.1_m	Anaerolinea	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.476	Accumulibacter.7_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.479	Zambryskibacteraceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.481	Leptovillus.2_m	Leptovillus	24.6418	10.8705	9.0984	32.9446	29.4805
K01908	coasm_bin.482	Ignavibacteriaceae.3_m	BA9	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.484	Rhodoplanes.1	SCUB01	0.0000	0.0000	0.0000	0.8135	2.3073
K01908	coasm_bin.485	Pseudofulvimonas.2_m	Pseudofulvimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.489	Tenuifilaceae.1_m	UBA2287	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.492	Flavitalea.4	JJ008	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.495	Fimbriimonadaceae.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.496	Dokdonella.5_m	Dokdonella	1.1334	0.7467	0.8533	0.0000	0.0000
K01908	coasm_bin.497	Amaricoccus.1_m	Amaricoccus	0.5057	0.3332	0.3807	0.1910	0.1438
K01908	coasm_bin.499	Dojkabacteria.4_m	JAMQHH01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.502	Pseudoxanthomonas_B.1_m	Pseudoxanthomonas_B	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.51	Hydrogenophaga.2_m	Hydrogenophaga	0.6793	1.3427	1.5957	0.0000	0.0386
K01908	coasm_bin.512	Phototrophicaceae.8_m	GCA-2794515	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.514	Mesorhizobium_G.2_m	Mesorhizobium_G	0.1352	0.0000	0.0000	0.0511	0.3844
K01908	coasm_bin.518	Elusimicrobia.3	JADKHR01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.519	Flexifilum.4_m	Flexifilum	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.521	Kapaibacteriales.1_m	PGYR01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.529	Azonexus.4_m	Azonexus	2.0268	1.3354	4.1199	0.7656	0.2881
K01908	coasm_bin.53	Saprospiraceae.13	OLB9	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.532	Paceibacteria.4_m	JALHNF01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.535	Novosphingobium.1_m	Novosphingobium	0.0000	0.0000	0.0000	0.2141	3.5440
K01908	coasm_bin.538	Defluviicoccus.1_m	Defluviicoccus	2.0268	4.0061	4.1199	0.0000	0.0000
K01908	coasm_bin.539	Flavobacterium.2_m	Flavobacterium	1.2189	2.2308	2.3248	0.2047	0.0770
K01908	coasm_bin.54	Phycisphaeraceae.34	UBA2396	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.540	Pseudohoeflea.1_m	Pseudohoeflea	0.4264	0.1873	0.1284	0.3222	0.0808
K01908	coasm_bin.542	Phycisphaeraceae.32		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.543	Anaerolineae.2	Fen-1058	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.547	Ca_Bealeia.3		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.548	Phnomibacter.1_m	Phnomibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.55	Competibacter.3_m	Competibacter	0.3099	0.6124	0.1400	5.9695	30.8276
K01908	coasm_bin.551	Cyclobacteriaceae.2_m	UBA2336	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.555	Mesorhizobium.9	DUSC01	0.0000	0.0000	0.0000	1.2357	2.4796
K01908	coasm_bin.556	Myxococcaceae.6	JACRCT01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.558	Chiayiivirga.3_m	Chiayiivirga	0.0000	0.2720	0.3729	0.0000	0.0000
K01908	coasm_bin.561	Ca_Pacebacteria.2		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.563	Hydrogenophaga.3_m	Hydrogenophaga	0.8152	1.0742	1.3502	0.3079	0.0000
K01908	coasm_bin.572	Villigracilaceae.2_m	UBA8950	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.578	Terrimicrobium.3	QYQL01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.579	Flavobacteriales.7	PHOS-HE28	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.60	Blastopirellula.1	M30B19	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.61	Chitinophagaceae.14	UBA1930	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.70	Cephaloticoccus.1	UBA2377	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.74	Bacteroidales.2_m	JALNZU01	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.75	Xanthomonadaceae.3		0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.82	Micavibrionaceae.3_m	UBA1573	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.84	Chlorobium.1_m	Chlorobium	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.85	Aquimonas.3_m	Aquimonas	0.0000	0.0000	0.0000	0.4112	0.1160
K01908	coasm_bin.86	Lacipirellulaceae.1_m	GCA-2702655	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.88	Defluviicoccus.2_m	Defluviicoccus	1.2585	0.4607	0.8843	0.0528	0.0000
K01908	coasm_bin.92	Anaerolineaceae.2_m	Ch132	0.0000	0.0000	0.0000	0.0000	0.0000
K01908	coasm_bin.93	Micropepsaceae.1	JADZAI01	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.148	Dokdonella.1_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.174	Gracilibacteria.30	UBA5532	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.177	Pararhodobacter.1_m	Pararhodobacter	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.180	Bdellovibrio.13	UBA2316	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.195	Ca_Falkowbacteria.7	UBA919	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.2	Ignavibacteria.5		0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.210	Dokdonella.2_m	Dokdonella	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.48	Paceibacteria.1_m		0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.5	Micavibrionaceae.1_m	UBA1573	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.77	Thermoanaerobaculia.1_m	UBA5066	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.84	Phototrophicaceae.1_m	CFX2	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_1_bin.98	Accumulibacter.1_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_2_bin.125	Pseudoxanthomonas_A.1_m	Pseudoxanthomonas_A	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_2_bin.151	Brevundimonas.1_m	Brevundimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_2_bin.159	Pseudoxanthomonas.1_m	Pseudoxanthomonas	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_2_bin.173	Burkholderiaceae.1_m	JACDQM01	0.1802	1.8997	4.0701	0.1361	0.0000
K02035	CAN_2_bin.176	Thermoanaerobaculia.2_m	UBA5066	13.1596	21.0004	22.4602	0.7300	0.2412
K02035	CAN_2_bin.23	Zoogloea.1_m	Zoogloea	3.2884	4.6501	4.7098	0.1212	0.1824
K02035	CAN_2_bin.6	Desulfobacillus.1_m	Desulfobacillus	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_2_bin.66	Chthoniobacterales.1_m	JACTMZ01	1.1139	1.3047	1.1181	0.8415	0.2111
K02035	CAN_3_bin.10	Rhodobacter.13	JAAKGP01	14.9879	27.0358	25.5516	9.0821	3.5736
K02035	CAN_3_bin.124	Thermomonas.1_m	Thermomonas	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_3_bin.13	Pseudoxanthomonas_A.2_m	Pseudoxanthomonas_A	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_3_bin.203	Ancalomicrobiaceae.1_m	JAEULV01	73.2789	86.3977	87.4669	98.5077	372.8071
K02035	CAN_3_bin.205	Niabella.1_m	Niabella	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_3_bin.208	Azospira_A.1_m	Azospira_A	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_3_bin.216	Zoogloea.2_m	Zoogloea	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_3_bin.221	Ignavibacteria.31	OLB5	393.8660	237.9073	261.4316	348.3211	114.0495
K02035	CAN_3_bin.227	Kapaibacterium.1_m	Kapaibacterium	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_3_bin.43	Luteimonas_D.1_m	Luteimonas_D	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.103	Aggregatilineales.1_m	UBA2796	5.1744	1.1737	1.6417	18.5377	14.6129
K02035	CAN_4_bin.107	Caldilinea.1_m	Caldilinea	5.3732	3.7168	4.4511	13.1941	7.3395
K02035	CAN_4_bin.11	Villigracilis.1_m	Villigracilis	4.1223	0.5499	1.1858	22.6399	16.8078
K02035	CAN_4_bin.112	Bacteroidia.1_m	2-12-FULL-35-15	0.7955	0.1626	0.3254	2.4080	0.3004
K02035	CAN_4_bin.116	Competibacter.1_m	Competibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.142	Vicingus.1_m	Vicingus	3.9368	3.4344	0.7093	8.3239	0.0000
K02035	CAN_4_bin.152	Brevundimonas.2_m	Brevundimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.154	Aquimonas.1_m	Aquimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.166	Ignavibacterium.4	UTCHB3	0.3988	2.1019	0.3603	3.2138	0.0756
K02035	CAN_4_bin.195	Azonexus.1_m	Azonexus	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.197	Ignavibacteria.13	CAIKZJ01	0.0000	0.0000	0.0000	4.7263	2.4916
K02035	CAN_4_bin.208	Azospira_A.2_m	Azospira_A	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.220	Bosea.1	JAIUNP01	7.6571	5.7886	9.8809	23.7876	61.3945
K02035	CAN_4_bin.225	Accumulibacter.2_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.236	Thauera.1_m	Thauera	49.9557	121.2590	119.6720	4.9188	1.7795
K02035	CAN_4_bin.238	Phaeodactylibacter.3	UBA2329	3.2397	1.5067	1.2052	3.5995	3.0337
K02035	CAN_4_bin.25	Competibacter_A.1_m	Competibacter_A	0.0695	0.2746	0.3138	8.5023	5.3316
K02035	CAN_4_bin.35	Brevundimonas.3_m	Brevundimonas	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.38	Salinispiraceae.1_m		0.6589	2.5923	2.0570	5.7345	0.0000
K02035	CAN_4_bin.44	Mesorhizobium.22	DUSC01	13.4402	8.4324	8.4459	29.4876	26.2910
K02035	CAN_4_bin.62	Anaerolineaceae.1_m	JARKPB01	1.0580	0.4411	0.5950	7.3854	1.3652
K02035	CAN_4_bin.64	Accumulibacter.3_m	Accumulibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.70	Phototrophicaceae.2_m	JAIOHN01	9.6932	1.4156	3.9263	29.3433	5.6483
K02035	CAN_4_bin.72	Competibacter_A.2_m	Competibacter_A	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.76	Dojkabacteria.1_m	Brojett037	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_4_bin.92	Flexifilum.1_m	Flexifilum	3.7503	2.0098	2.1701	5.6545	12.0339
K02035	CAN_5_bin.1	Rhabdaerophilum.1_m	Rhabdaerophilum	6.1474	4.9450	6.1840	11.1085	25.4343
K02035	CAN_5_bin.100	Ignavibacteriaceae.1_m	JAEXTR01	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_5_bin.106	Competibacter.2_m	Competibacter	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_5_bin.112	Terrimonas.22	JJ008	0.0000	0.0000	0.0000	0.0000	0.0000
K02035	CAN_5_bin.145	Bacteroidia.19	JAAFHL01	1.0411	0.4837	0.6331	0.0000	4.3899
